N	2gram	Bakhtin_KF_1	StatiiOP
1	и в	24	44
2	в том	6	36
3	что в	4	30
4	том что	4	29
5	в этом	14	21
6	вовсе не	7	19
7	не только	5	18
8	то что	7	18
9	было бы	8	17
10	о том	3	17
11	а в	4	17
12	а не	17	16
13	и не	26	16
14	может быть	45	15
15	в области	2	14
16	в данном	2	14
17	как в	2	13
18	не в	12	12
19	в первой	1	12
20	самом деле	3	11
21	в этой	2	11
22	того чтобы	2	11
23	точки зрения	12	11
24	но в	5	10
25	ясно что	3	10
26	для того	3	10
27	что он	2	10
28	только в	16	10
29	но и	9	10
30	также и	1	9
31	как и	5	9
32	в отношении	1	9
33	в то	3	9
34	так и	2	9
35	во второй	1	9
36	если бы	8	9
37	того что	3	9
38	в его	40	9
39	во всех	11	8
40	все же	5	8
41	но ведь	5	8
42	это не	10	8
43	с точки	9	8
44	и его	17	8
45	не может	27	8
46	я не	6	7
47	в самом	1	7
48	для нас	4	7
49	прежде всего	2	7
50	по поводу	1	7
51	на самом	3	6
52	со стороны	7	6
53	в своей	10	6
54	потому что	2	6
55	что и	7	6
56	всяком случае	1	6
57	для него	8	6
58	именно в	5	6
59	дело в	2	6
60	но это	6	6
61	хотя бы	4	6
62	во всяком	1	6
63	и то	2	5
64	то же	5	5
65	той же	1	5
66	в целом	10	5
67	все эти	10	5
68	в нем	28	5
69	и по	1	5
70	такой же	1	5
71	в котором	24	5
72	не менее	3	5
73	никогда не	5	5
74	могут быть	3	5
75	так как	1	5
76	тем что	3	5
77	и даже	1	5
78	там где	5	5
79	что мы	1	5
80	все это	10	5
81	была бы	1	5
82	совершенно не	6	5
83	жизни и	8	5
84	как это	1	4
85	это и	2	4
86	в которой	1	4
87	вопрос о	2	4
88	столь же	1	4
89	бы и	3	4
90	что это	3	4
91	на то	1	4
92	что она	1	4
93	но все	5	4
94	но я	2	4
95	и очень	1	4
96	можно ли	1	4
97	дело не	2	4
98	не имеет	5	4
99	же время	2	4
100	это слово	1	4
101	в ее	16	4
102	во втором	1	4
103	в качестве	2	4
104	же и	1	4
105	никто не	1	4
106	как раз	1	4
107	не было	8	4
108	как бы	9	4
109	еще более	2	4
110	или иного	3	4
111	того или	3	4
112	это в	1	4
113	гораздо более	1	4
114	я уже	2	3
115	того же	1	3
116	тем же	1	3
117	должна быть	4	3
118	и за	2	3
119	конечно и	1	3
120	в ней	3	3
121	еще не	4	3
122	в чем	4	3
123	но не	12	3
124	по отношению	26	3
125	или иное	2	3
126	и я	5	3
127	в истории	1	3
128	с этим	1	3
129	как к	2	3
130	не являются	1	3
131	это можно	2	3
132	задний план	1	3
133	ведь и	1	3
134	не значит	6	3
135	в каждом	3	3
136	в другом	3	3
137	и с	1	3
138	лишь в	8	3
139	и тем	3	3
140	кажется что	2	3
141	ни в	12	3
142	чем в	1	3
143	что не	3	3
144	тому что	2	3
145	не по	4	3
146	в основе	5	3
147	а во	1	3
148	в каком	4	3
149	должны быть	1	3
150	должен быть	7	3
151	для себя	5	3
152	то или	2	3
153	об этом	1	3
154	поэтому в	1	3
155	его жизни	3	3
156	тем или	1	3
157	между тем	4	3
158	и только	6	3
159	значит что	1	3
160	но с	1	3
161	в какой	1	3
162	и так	1	3
163	это очень	1	3
164	если это	1	3
165	в виде	2	3
166	а именно	1	3
167	а с	2	3
168	не является	1	3
169	и для	9	3
170	не существует	1	3
171	в результате	1	3
172	или иным	2	3
173	отношению к	22	3
174	культуры в	1	3
175	ничего общего	2	3
176	отношения к	1	2
177	в первом	1	2
178	а как	2	2
179	мы имеем	5	2
180	мы не	3	2
181	бы что	1	2
182	не была	1	2
183	оба эти	2	2
184	совпадает с	1	2
185	быть в	4	2
186	конечно это	1	2
187	совсем не	2	2
188	таком положении	1	2
189	отношение к	5	2
190	более чем	1	2
191	в своем	16	2
192	смысле этого	1	2
193	в каком-то	1	2
194	от этого	2	2
195	ни один	1	2
196	бы не	3	2
197	думать что	2	2
198	в себе	21	2
199	но он	1	2
200	при этом	4	2
201	он не	6	2
202	всех этих	3	2
203	он должен	1	2
204	что все	1	2
205	причем все	1	2
206	в данной	1	2
207	его в	5	2
208	должен был	1	2
209	и уже	1	2
210	нисколько не	4	2
211	места в	4	2
212	знает и	2	2
213	это дело	1	2
214	их в	1	2
215	принципов и	1	2
216	тем самым	4	2
217	дело когда	2	2
218	что эта	2	2
219	она не	1	2
220	меня не	3	2
221	как о	1	2
222	говорить о	2	2
223	вытекает из	2	2
224	ничего не	3	2
225	тем не	2	2
226	в сознании	2	2
227	только с	3	2
228	нет даже	1	2
229	есть только	1	2
230	том кто	1	2
231	с исчерпывающей	1	2
232	и такие	1	2
233	и это	12	2
234	и иные	1	2
235	для этого	2	2
236	то есть	1	2
237	может не	2	2
238	и все	7	2
239	все в	1	2
240	с нашей	1	2
241	и во	1	2
242	и можно	1	2
243	более что	1	2
244	к нему	12	2
245	быть и	3	2
246	по своей	1	2
247	со всеми	2	2
248	конечно не	7	2
249	ведь если	1	2
250	одно из	1	2
251	а то	1	2
252	могло бы	4	2
253	не для	1	2
254	превращается в	1	2
255	здесь дело	1	2
256	который не	1	2
257	не знаю	1	2
258	если не	2	2
259	стороны в	3	2
260	ни на	1	2
261	и потому	2	2
262	и их	6	2
263	я с	1	2
264	том смысле	1	2
265	этого слова	2	2
266	между прочим	1	2
267	но для	2	2
268	при таком	1	2
269	в истинности	1	2
270	в этих	1	2
271	что этот	3	2
272	несмотря на	1	2
273	дело с	2	2
274	не знает	5	2
275	в своих	3	2
276	даже более	1	1
277	позволю себе	1	1
278	можно говорить	1	1
279	научного и	1	1
280	чтобы не	2	1
281	сомнения что	1	1
282	и есть	9	1
283	чего не	2	1
284	отношении я	1	1
285	из его	3	1
286	что эти	1	1
287	исходит из	1	1
288	видеть в	1	1
289	едва ли	2	1
290	в зависимости	1	1
291	и этот	3	1
292	его не	1	1
293	их и	1	1
294	в лучшем	1	1
295	если я	2	1
296	конечно все	1	1
297	так чтобы	1	1
298	котором не	1	1
299	как я	1	1
300	зависимости от	1	1
301	одной в	1	1
302	во мне	3	1
303	на нем	2	1
304	в принципиальном	1	1
305	и на	3	1
306	бы себе	1	1
307	бы то	2	1
308	за свое	4	1
309	истории а	1	1
310	с его	1	1
311	но как	5	1
312	а только	1	1
313	нет не	1	1
314	только при	1	1
315	с собою	1	1
316	нет и	3	1
317	и таким	1	1
318	показать что	1	1
319	хотя и	1	1
320	я должен	7	1
321	мысль в	1	1
322	и к	1	1
323	и полностью	1	1
324	можно провести	1	1
325	вокруг этой	1	1
326	или иную	1	1
327	значения как	1	1
328	и конечно	2	1
329	себе как	2	1
330	момент его	8	1
331	в нашем	1	1
332	лучшем случае	1	1
333	в известном	1	1
334	вообще а	1	1
335	бы только	1	1
336	и до	1	1
337	другом случае	1	1
338	если он	1	1
339	всей его	2	1
340	зрения его	1	1
341	нем нельзя	2	1
342	время и	5	1
343	зрения той	1	1
344	не знать	1	1
345	что сколько	1	1
346	не как	4	1
347	в корне	2	1
348	все с	1	1
349	ни был	2	1
350	значительной степени	1	1
351	котором говорит	1	1
352	том же	1	1
353	могла бы	4	1
354	содержит в	1	1
355	том случае	1	1
356	а по	2	1
357	на все	1	1
358	где оно	1	1
359	с целью	1	1
360	входит в	3	1
361	это было	2	1
362	то все	1	1
363	здесь нет	2	1
364	только одно	1	1
365	говорить в	1	1
366	это положение	1	1
367	соответствии с	2	1
368	были в	1	1
369	с тем	2	1
370	всю жизнь	1	1
371	место и	2	1
372	которой он	2	1
373	и было	1	1
374	в один	1	1
375	эта ошибка	1	1
376	что значит	2	1
377	от своего	1	1
378	быть абсолютно	1	1
379	не становится	1	1
380	это только	2	1
381	место в	5	1
382	постоянно так	1	1
383	от себя	10	1
384	что я	5	1
385	центра и	1	1
386	науки но	1	1
387	значение для	1	1
388	а есть	1	1
389	это утверждение	1	1
390	и эти	2	1
391	действительно есть	1	1
392	такова же	1	1
393	не должно	3	1
394	быть не	2	1
395	бы быть	5	1
396	по себе	2	1
397	если и	1	1
398	и ясно	2	1
399	тогда когда	3	1
400	одна из	1	1
401	я буду	3	1
402	не вытекает	1	1
403	к этим	1	1
404	в процессе	2	1
405	что ей	1	1
406	и имеет	1	1
407	но только	1	1
408	чем не	4	1
409	не могло	1	1
410	является еще	1	1
411	на язык	3	1
412	к каждой	1	1
413	впрочем в	1	1
414	таким путем	1	1
415	за исключением	1	1
416	ему и	1	1
417	бы по	1	1
418	не нужен	2	1
419	уже и	1	1
420	и делает	2	1
421	не потому	2	1
422	сделать в	1	1
423	ни о	1	1
424	не станет	1	1
425	в момент	3	1
426	которых он	1	1
427	но там	1	1
428	в духе	1	1
429	когда мы	1	1
430	другой и	1	1
431	отличается от	1	1
432	к тому	1	1
433	такие которые	1	1
434	отказаться от	2	1
435	правда не	1	1
436	то ни	2	1
437	и о	1	1
438	в виду	3	1
439	но при	1	1
440	и говорить	1	1
441	ни одно	5	1
442	не могу	3	1
443	на основе	7	1
444	мысль о	1	1
445	что подобные	1	1
446	можно сделать	1	1
447	и этим	3	1
448	существует все	1	1
449	не подлежит	1	1
450	отразить в	1	1
451	являются лишь	1	1
452	на том	1	1
453	и когда	2	1
454	времени и	4	1
455	отсюда и	3	1
456	мог бы	1	1
457	произведения не	1	1
458	можно только	1	1
459	работы здесь	1	1
460	образом в	1	1
461	и глубокая	1	1
462	никогда и	1	1
463	лишь при	3	1
464	о нем	4	1
465	я действительно	5	1
466	только так	1	1
467	но к	1	1
468	именно там	1	1
469	как ученый	1	1
470	и та	2	1
471	настоящее время	1	1
472	и просто	2	1
473	можно сказать	1	1
474	не просто	1	1
475	литературе о	1	1
476	но нет	2	1
477	нуждается в	1	1
478	во всей	4	1
479	приводит и	1	1
480	каких бы	1	1
481	в данных	1	1
482	какого-нибудь произведения	1	1
483	в современной	3	1
484	или нет	1	1
485	каждом случае	1	1
486	что только	2	1
487	тот же	1	1
488	мною как	1	1
489	всю свою	1	1
490	и кажется	1	1
491	наше время	1	1
492	бы ни	1	1
493	и из	1	1
494	именно на	2	1
495	себя в	8	1
496	целом это	1	1
497	взято из	1	1
498	далеко от	1	1
499	не имеют	1	1
500	уже не	7	1
501	я имею	3	1
502	если мы	1	1
503	всем его	3	1
504	выражение для	1	1
505	нужно еще	1	1
506	и других	2	1
507	его и	2	1
508	ту или	1	1
509	он имеет	2	1
510	нем может	1	1
511	был бы	3	1
512	себе в	1	1
513	ведь это	1	1
514	слова в	2	1
515	об определенном	1	1
516	общая оценка	1	1
517	в одном	4	1
518	к ним	4	1
519	не о	2	1
520	с него	1	1
521	которые могут	1	1
522	и никогда	1	1
523	это какой-то	1	1
524	от того	3	1
525	ни была	1	1
526	были бы	2	1
527	или иной	2	1
528	точек зрения	1	1
529	говорим о	1	1
530	с другим	1	1
531	на ее	1	1
532	здесь в	1	1
533	чтобы я	1	1
534	и др	1	1
535	но о	1	1
536	ли отсюда	1	1
537	больше и	1	1
538	в соответствии	2	1
539	этот термин	1	1
540	притом не	1	1
541	действительная обязанность	1	1
542	я позволю	1	1
543	до конца	3	1
544	отделить от	1	1
545	нашей точки	1	1
546	бы совершенно	1	1
547	ближе к	3	1
548	для этой	3	1
549	вместе с	1	1
550	на чем	1	1
551	в иной	1	1
552	мы говорим	1	1
553	что именно	1	1
554	всей полноте	1	1
555	из которых	2	1
556	какого бы	1	1
557	лежащий в	1	1
558	им с	1	1
559	и всей	1	1
560	и другой	1	1
561	в последнем	1	1
562	в это	2	1
563	и смерти	1	1
564	него в	1	1
