N	4gram	Vinokur_St_2	Psycholo
1	заключается в том что	1	3
2	в том что она	1	2
3	он не только не	1	2
4	совершенно так же как	2	1
5	дело в том что	4	1
6	в отличие от других	1	1
7	в той мере в	2	1
8	и т п в	1	1
9	если принять во внимание	2	1
10	дело не в том	1	1
11	виде в каком он	1	1
12	той мере в какой	2	1
13	одни и те же	1	1
14	одно и то же	1	1
15	так же как в	1	1
16	в одном из писем	2	1
17	не в том что	1	1
18	но вместе с тем	1	1
19	точно так же как	1	1
20	одному и тому же	1	1
21	о том что он	3	1
22	одним и тем же	1	1
23	поскольку речь идет о	1	1
