N	2gram	Bakhtin_sl_2	formyVre
1	и в	39	50
2	то есть	26	33
3	в романе	46	32
4	греческого романа	1	26
5	в этом	16	25
6	в нем	19	24
7	человека в	5	17
8	и его	33	16
9	в литературе	1	16
10	прежде всего	8	15
11	как мы	7	14
12	и не	22	14
13	в его	7	13
14	вовсе не	10	13
15	как раз	1	13
16	так и	15	12
17	человека и	3	11
18	то же	4	11
19	мы уже	2	11
20	таким образом	8	11
21	может быть	37	11
22	и как	3	10
23	но в	6	10
24	с его	7	9
25	все эти	6	9
26	роль в	2	9
27	не только	24	9
28	в то	4	9
29	ничего не	1	9
30	же время	4	9
31	в том	5	9
32	в конце	1	9
33	в других	1	9
34	в особенности	3	9
35	и др	4	9
36	и т	35	8
37	того же	1	8
38	и на	4	8
39	в самом	1	8
40	ни в	4	8
41	т п	33	8
42	жизни в	2	8
43	но и	21	8
44	и их	5	8
45	как и	6	8
46	жизни и	6	8
47	на античной	4	7
48	так сказать	6	7
49	характер и	1	7
50	не было	2	7
51	в условиях	1	7
52	героя и	5	7
53	например в	5	6
54	античной почве	5	6
55	между двумя	1	6
56	во всех	12	6
57	как в	13	6
58	с этим	2	6
59	все же	6	6
60	лишь в	3	6
61	это не	5	6
62	в их	2	6
63	так как	4	6
64	с ее	2	6
65	в дальнейшем	2	6
66	связи с	3	6
67	у него	3	6
68	то что	2	6
69	в частности	1	6
70	не может	20	6
71	в результате	2	6
72	и все	5	6
73	образ человека	1	6
74	отношению к	4	5
75	и до	1	5
76	еще не	7	5
77	но не	6	5
78	этого типа	1	5
79	и речи	2	5
80	отнюдь не	1	5
81	этих романов	4	5
82	не в	9	5
83	этот процесс	1	5
84	он не	2	5
85	всех этих	4	5
86	значение в	2	5
87	одного и	1	5
88	в основе	4	5
89	того чтобы	2	5
90	точки зрения	8	5
91	только и	2	5
92	могут быть	7	5
93	но все	5	5
94	в пределах	13	5
95	романа в	5	5
96	до нас	1	5
97	в пространстве	1	5
98	для того	2	5
99	истории романа	1	5
100	в связи	2	5
101	в основном	4	5
102	что в	3	5
103	и другие	2	5
104	и это	1	4
105	роман в	3	4
106	идеи испытания	5	4
107	конечно и	2	4
108	в ней	3	4
109	в своем	6	4
110	конечно не	5	4
111	европейского романа	7	4
112	романа но	2	4
113	но на	1	4
114	время и	1	4
115	и с	9	4
116	в них	6	4
117	том что	5	4
118	в процессе	13	4
119	к себе	1	4
120	здесь не	4	4
121	или как	4	4
122	и следовательно	1	4
123	только в	5	4
124	между этими	1	4
125	и проч	2	4
126	характерно что	1	4
127	в роман	3	4
128	именно как	2	4
129	и т.п	2	4
130	влияние на	2	4
131	до конца	17	4
132	в последующем	1	4
133	на этой	1	4
134	в той	4	4
135	все это	16	4
136	между собой	1	4
137	кроме того	2	4
138	и для	5	4
139	судьбы и	1	4
140	романе и	2	4
141	том числе	1	4
142	отношения к	4	3
143	в движение	1	3
144	по преимуществу	1	3
145	а как	1	3
146	есть не	1	3
147	мы не	2	3
148	в сущности	6	3
149	в виду	1	3
150	всем этим	2	3
151	в быту	5	3
152	значение и	1	3
153	по отношению	4	3
154	хотя и	2	3
155	романе не	2	3
156	в себе	2	3
157	и те	1	3
158	при этом	7	3
159	в xvii	2	3
160	вообще не	1	3
161	одно и	1	3
162	его в	4	3
163	входит в	4	3
164	и других	4	3
165	с другими	4	3
166	в новое	4	3
167	здесь нет	1	3
168	и уже	1	3
169	и вне	2	3
170	в этих	7	3
171	в отношении	4	3
172	самого человека	1	3
173	мы говорили	1	3
174	но эта	2	3
175	и разновидности	1	3
176	xviii века	1	3
177	этими двумя	1	3
178	друг друга	1	3
179	чем не	2	3
180	уже говорили	1	3
181	этом отношении	3	3
182	не могут	5	3
183	героев и	1	3
184	и образ	2	3
185	романа мы	1	3
186	нас в	1	3
187	нем не	1	3
188	что и	3	3
189	во всей	1	3
190	в форме	2	3
191	иногда очень	1	3
192	один из	5	3
193	романа и	5	3
194	одной из	1	3
195	поэтому и	4	3
196	и ее	1	3
197	с одной	5	3
198	со всеми	2	3
199	в качестве	1	3
200	только на	1	3
201	здесь это	2	3
202	же в	1	3
203	одно из	1	3
204	в одном	2	3
205	до сих	2	3
206	именно в	2	3
207	мы еще	1	3
208	себя и	4	3
209	что не	1	3
210	более того	2	3
211	быть только	1	3
212	а не	14	3
213	человек в	6	3
214	этим определяются	1	3
215	мира в	1	3
216	в одно	2	3
217	на фоне	4	3
218	вместе с	2	3
219	и потому	7	3
220	да и	1	3
221	организационное значение	1	3
222	сих пор	2	3
223	например у	2	3
224	и времени	1	3
225	или в	2	3
226	совершенно иной	1	3
227	еще более	2	3
228	ни к	2	3
229	романе как	2	3
230	а в	4	3
231	не знает	2	3
232	сказать что	3	3
233	авантюрного романа	3	3
234	и верности	1	3
235	они не	2	3
236	к этому	1	3
237	в таком	4	3
238	во всяком	3	3
239	смысле слова	1	2
240	нем нет	1	2
241	также и	2	2
242	xvii века	2	2
243	и изображения	1	2
244	той же	3	2
245	на материале	2	2
246	дан в	1	2
247	для раскрытия	1	2
248	но она	2	2
249	они были	1	2
250	момент в	1	2
251	и определяется	1	2
252	на них	2	2
253	ее значение	1	2
254	в широком	1	2
255	в различных	2	2
256	в чем	3	2
257	их целом	2	2
258	необходимо отметить	3	2
259	только два	1	2
260	но конечно	1	2
261	кризиса и	1	2
262	друг к	1	2
263	оно уже	2	2
264	важная особенность	1	2
265	совсем не	1	2
266	можно прямо	3	2
267	в истории	11	2
268	не входят	2	2
269	же и	2	2
270	для всех	4	2
271	стороны и	3	2
272	с их	3	2
