N	3gram	Losev_Prob_1	Problema
1	и т п	1	13
2	не может быть	2	11
3	но отнюдь не	3	7
4	с точки зрения	3	6
5	в его целом	1	5
6	в данном случае	8	4
7	с другой стороны	3	4
8	на самом деле	4	3
9	в самом деле	2	3
10	в этом смысле	6	3
11	бы то ни	1	3
12	можно было бы	2	3
13	в основе своей	1	3
14	как мы увидим	2	3
15	художественное произведение в	1	3
16	в том что	5	3
17	в то же	4	3
18	тем не менее	18	3
19	можно сказать что	3	2
20	мы можем говорить	2	2
21	то же самое	9	2
22	в том же	1	2
23	на первый план	1	2
24	и во всех	1	2
25	то или иное	1	2
26	и в то	1	2
27	не только в	1	2
28	не могут быть	1	2
29	мы имеем дело	1	2
30	никогда не может	2	2
31	мы здесь не	1	2
32	то есть чисто	1	2
33	того или иного	2	2
34	может и не	1	2
35	так и в	1	2
36	сказать и о	3	2
37	и в них	1	2
38	мы можем сказать	1	2
39	точки зрения самого	1	2
40	к нему и	1	2
41	и тем самым	3	2
42	той или иной	4	2
43	говорить и о	1	2
44	можем говорить о	1	2
45	для того чтобы	8	2
46	в этом отношении	1	2
47	и может быть	1	1
48	также и на	3	1
49	а между тем	1	1
50	что иное как	2	1
51	о котором можно	1	1
52	как бы они	1	1
53	хотя и не	2	1
54	другой стороны все	1	1
55	в других областях	1	1
56	то есть как	1	1
57	в дальнейшем и	1	1
58	иметь в виду	3	1
59	а вовсе не	1	1
60	не есть вещь	1	1
61	не говоря уже	2	1
62	в этом последнем	1	1
63	подобно тому как	2	1
64	в настоящее время	3	1
65	также и в	1	1
66	здесь прежде всего	1	1
67	в том и	1	1
68	имеют место в	1	1
69	о том как	2	1
70	во что бы	1	1
71	а следовательно и	1	1
72	до сих пор	3	1
73	это направление в	1	1
74	говоря уже о	1	1
75	именно то что	3	1
76	и в других	3	1
77	до известной степени	1	1
78	в таких случаях	2	1
79	сами по себе	3	1
80	что все эти	1	1
81	на самом же	1	1
82	не было бы	1	1
83	с тем что	2	1
84	в известной мере	1	1
85	без всякой оглядки	1	1
86	на то что	8	1
87	не есть ли	1	1
88	может быть и	3	1
89	как в его	1	1
90	и тем не	8	1
91	что бы то	1	1
92	то время как	1	1
93	не что иное	2	1
94	если бы мы	1	1
95	но в то	1	1
96	едва ли кто-нибудь	1	1
97	и в его	1	1
98	а также и	2	1
99	как мы это	1	1
100	то ни стало	1	1
101	в некоторых случаях	1	1
102	и должно быть	1	1
103	и в этом	2	1
104	не есть ни	5	1
105	и как бы	2	1
106	и ничего не	1	1
107	в связи с	4	1
108	о том какое	1	1
109	решения вопроса о	1	1
110	не для того	1	1
111	у нас в	1	1
112	только в таком	1	1
113	бояться того что	1	1
114	а имеются только	1	1
115	о которых мы	2	1
116	мы вообще не	1	1
117	и в том	1	1
118	самом же деле	1	1
119	не чем иным	1	1
120	в истории философии	2	1
121	нет а имеются	1	1
122	в свои права	1	1
123	есть не что	2	1
124	таким образом в	1	1
125	то что в	3	1
126	его во всей	1	1
127	с ним расстаться	1	1
128	чем иным как	1	1
129	раз и навсегда	1	1
130	всякой оглядки на	1	1
131	может иметь значение	1	1
132	в то время	1	1
133	том и в	1	1
134	и т д	10	1
135	всего то что	1	1
136	то есть в	4	1
137	понятие ни слово	1	1
138	и в самом	2	1
139	выходит за пределы	1	1
140	не выходит за	1	1
141	и о других	1	1
142	и как мы	1	1
143	вообще и не	1	1
144	и с точки	1	1
145	в себе все	2	1
146	в другом случае	1	1
147	не больше как	1	1
148	как мы уже	1	1
149	которой можно было	1	1
150	к тому что	1	1
151	мы уже указывали	1	1
152	иметь значение только	1	1
153	как и в	1	1
154	в определенный час	1	1
155	дело в том	3	1
156	и в другом	1	1
157	мы еще не	1	1
