N	2gram	Propp_Isto_6	Tvorches
1	и в	26	20
2	и т	10	13
3	не только	10	13
4	т д	8	11
5	никогда не	13	11
6	как бы	4	11
7	таким образом	12	10
8	в то	5	10
9	в его	5	10
10	и его	7	9
11	там же	3	9
12	же с	1	9
13	и не	10	9
14	при этом	3	8
15	и с	6	8
16	в том	12	8
17	может быть	11	8
18	в этом	12	8
19	прежде всего	4	8
20	но и	9	8
21	то же	5	7
22	это не	4	7
23	представление о	9	7
24	наряду с	3	7
25	потому что	13	7
26	не может	6	7
27	что в	12	7
28	в целом	1	6
29	как и	5	6
30	в своей	3	6
31	что он	9	6
32	так и	5	6
33	у него	7	6
34	именно в	1	6
35	а не	2	6
36	все это	1	6
37	например в	7	5
38	еще не	9	5
39	и на	12	5
40	но не	2	5
41	все же	8	5
42	в этой	2	5
43	если он	3	5
44	и сам	2	5
45	в мире	1	5
46	то есть	1	5
47	о том	7	5
48	и даже	1	5
49	но это	4	5
50	так же	2	5
51	мы не	6	4
52	все эти	8	4
53	что они	2	4
54	как в	6	4
55	хотя и	1	4
56	когда он	3	4
57	но в	7	4
58	за собой	5	4
59	не в	3	4
60	на его	4	4
61	что она	3	4
62	что у	2	4
63	об этом	1	4
64	соответствии с	1	4
65	показывает что	3	4
66	если бы	3	4
67	тем самым	2	4
68	ничего не	2	4
69	в лице	2	4
70	мы видим	5	4
71	а в	3	4
72	и от	3	4
73	героя в	2	4
74	том что	10	4
75	одним из	1	3
76	же как	3	3
77	и через	3	3
78	на западе	2	3
79	а с	2	3
80	по отношению	2	3
81	тогда как	2	3
82	в одной	2	3
83	отношению к	2	3
84	в себе	3	3
85	в нем	8	3
86	он не	2	3
87	в образе	10	3
88	так например	3	3
89	человека в	2	3
90	а затем	1	3
91	его в	5	3
92	но уже	1	3
93	в котором	1	3
94	в которых	2	3
95	своего рода	2	3
96	тем что	5	3
97	одна из	2	3
98	казалось бы	1	3
99	и это	8	3
100	с ним	8	3
101	до сих	4	3
102	между тем	1	3
103	в античной	2	3
104	этот вопрос	1	3
105	уже не	7	3
106	рассказывает о	1	3
107	для него	1	3
108	у нее	1	3
109	так как	18	3
110	то что	6	3
111	как у	2	3
112	и др	2	3
113	что не	2	3
114	превращается в	7	3
115	в свете	1	3
116	вместе с	8	3
117	с этой	2	3
118	в й	1	3
119	сих пор	4	3
120	один из	3	3
121	не является	1	3
122	но зато	1	3
123	одной из	1	3
124	д в	1	3
125	в своих	3	3
126	к этому	3	3
127	в таком	1	3
128	относится и	1	2
129	таком случае	1	2
130	и есть	1	2
131	и он	4	2
132	как правило	1	2
133	в ее	1	2
134	тут же	1	2
135	так что	3	2
136	в истории	1	2
137	и поэтому	1	2
138	и наконец	3	2
139	от ее	1	2
140	в этот	1	2
141	и если	1	2
142	характер в	1	2
143	и по	4	2
144	при помощи	3	2
145	известно что	2	2
146	он же	1	2
147	такой же	3	2
148	всему миру	2	2
149	не столько	1	2
150	что я	1	2
151	их в	3	2
152	влечет за	2	2
153	что этот	2	2
154	где нет	2	2
155	героем и	1	2
156	не менее	1	2
157	как о	1	2
158	на него	2	2
159	в русской	6	2
160	на землю	4	2
161	а во	1	2
162	другой стороны	8	2
163	с полным	1	2
164	что на	1	2
165	у нас	5	2
166	и далее	2	2
167	могут быть	3	2
168	же не	2	2
169	как по	1	2
170	так в	6	2
171	приводит к	1	2
172	полным правом	1	2
173	в классической	1	2
174	только через	3	2
175	сводится к	2	2
176	и что	5	2
177	что его	1	2
178	восходит к	1	2
179	там нет	1	2
180	и только	3	2
181	всяком случае	2	2
182	все время	2	2
183	не случайно	1	2
184	с ними	2	2
185	только в	5	2
186	и ее	3	2
187	уже в	1	2
188	й главе	1	2
