N	2gram	Tiupa_Disk_1	Istorich
1	и в	16	26
2	в сказке	3	23
3	мы имеем	2	14
4	никогда не	2	13
5	потому что	4	13
6	и на	5	12
7	в этом	15	12
8	таким образом	3	12
9	в том	23	12
10	что в	4	12
11	мы видели	1	11
12	может быть	17	11
13	не только	28	10
14	том что	19	10
15	представления о	2	10
16	с другой	10	10
17	и не	11	10
18	еще не	14	9
19	представление о	1	9
20	а именно	1	9
21	что он	4	9
22	но и	14	9
23	и это	1	8
24	все же	3	8
25	в нем	9	8
26	на том	2	8
27	вместе с	1	8
28	другой стороны	3	8
29	например в	2	7
30	но в	8	7
31	мы можем	1	7
32	и его	2	7
33	о том	8	7
34	с одной	9	7
35	уже не	4	7
36	представлений о	1	7
37	одной стороны	9	7
38	мы не	1	6
39	как в	10	6
40	в русской	1	6
41	в виде	1	6
42	то что	5	6
43	этом случае	1	6
44	более ранних	1	6
45	не может	9	6
46	то же	7	5
47	не будет	1	5
48	чаще всего	1	5
49	как и	16	5
50	и эти	1	5
51	и что	2	5
52	в то	3	5
53	так и	8	5
54	в его	7	5
55	только в	7	5
56	тем что	3	5
57	связаны с	1	5
58	как это	1	5
59	как мы	2	4
60	и он	2	4
61	с его	4	4
62	но как	2	4
63	из этих	1	4
64	на его	4	4
65	на земле	1	4
66	и по	2	4
67	это не	3	4
68	и тем	2	4
69	с тем	1	4
70	не всегда	2	4
71	здесь же	1	4
72	но здесь	1	4
73	а также	8	4
74	что и	3	4
75	он имеет	1	4
76	до сих	1	4
77	прежде всего	11	4
78	связано с	1	4
79	зависит от	2	4
80	одну из	2	4
81	как бы	5	4
82	сих пор	1	4
83	в книге	1	4
84	у них	1	4
85	но это	1	4
86	в мифе	1	4
87	на своем	1	4
88	и то	1	3
89	там же	1	3
90	тридевять земель	1	3
91	ее к	1	3
92	независимо от	1	3
93	тех случаях	1	3
94	когда он	2	3
95	в себе	7	3
96	что она	1	3
97	при этом	13	3
98	если бы	1	3
99	за тридевять	1	3
100	так например	2	3
101	в них	4	3
102	в своей	5	3
103	таким же	1	3
104	и ее	2	3
105	в одном	2	3
106	не в	7	3
107	к концу	1	3
108	могут быть	4	3
109	в сказках	2	3
110	его с	1	3
111	и другие	1	3
112	данном случае	2	3
113	только через	1	3
114	стороны он	1	3
115	один из	3	3
116	том как	1	3
117	и действительно	1	3
118	в сказании	3	3
119	в качестве	34	3
120	что сказка	1	3
121	при помощи	1	3
122	и других	1	3
123	от того	1	3
124	со стороны	7	3
125	далеко не	10	3
126	от этого	1	3
127	не было	7	3
128	в частности	9	3
129	в данном	5	3
130	наряду с	1	3
131	в тех	2	3
132	как будто	1	3
133	что здесь	1	3
134	и от	1	3
135	случаях когда	1	3
136	в греческой	2	3
137	или в	2	3
138	вопрос о	1	3
139	превратился в	1	3
140	а в	5	3
141	еще в	3	3
142	сказать что	3	3
143	на более	1	3
144	в своих	3	3
145	к этому	2	3
146	они не	2	3
147	того же	3	2
148	из его	1	2
149	всех его	1	2
150	представляет собой	17	2
151	прочно связан	1	2
152	но не	11	2
153	могло быть	1	2
154	по отношению	9	2
155	должны были	1	2
156	тогда как	19	2
157	на то	1	2
158	в одной	3	2
159	с этим	3	2
160	в своем	6	2
161	что касается	2	2
162	перед нами	3	2
163	целый ряд	2	2
164	и как	6	2
165	так на	1	2
166	что это	1	2
167	в этой	2	2
168	то и	1	2
169	и до	1	2
170	и те	1	2
171	он не	1	2
172	это явление	1	2
173	с этой	1	2
174	но все	1	2
175	человека в	2	2
176	живет в	1	2
177	было бы	1	2
178	обе стороны	1	2
179	приходит в	1	2
180	стоит на	1	2
