N	2gram	Berdyaev_M_1	Analitik
1	может быть	30	29
2	в том	6	27
3	не может	28	22
4	и не	11	21
5	в частности	1	19
6	и в	28	18
7	но и	25	17
8	а не	25	17
9	не только	29	15
10	не в	16	14
11	в этом	20	13
12	как и	5	13
13	в его	9	13
14	том что	3	12
15	в себе	7	11
16	то есть	3	11
17	но не	8	10
18	в то	2	9
19	а в	4	9
20	есть не	4	8
21	в мире	10	8
22	но в	7	8
23	в той	2	8
24	не есть	9	8
25	к тому	3	7
26	особого рода	1	7
27	я и	1	6
28	мы имеем	1	6
29	по отношению	2	6
30	отличие от	1	6
31	в самом	11	6
32	это не	5	6
33	точки зрения	4	6
34	в своей	15	6
35	в отличие	1	6
36	в основе	2	6
37	по своей	2	6
38	должен быть	2	6
39	только в	6	6
40	себя в	3	6
41	то что	5	6
42	прежде всего	10	6
43	в их	4	5
44	что иное	1	5
45	и на	6	5
46	иное как	1	5
47	и как	2	5
48	в этой	6	5
49	лишь в	6	5
50	и его	9	5
51	о том	2	5
52	между тем	1	5
53	как бы	2	5
54	отношению к	2	5
55	и состоит	1	5
56	что в	10	5
57	не что	1	4
58	более чем	1	4
59	все же	2	4
60	сознания в	1	4
61	и более	1	4
62	в области	1	4
63	могут быть	2	4
64	так и	1	4
65	с ним	2	4
66	искусства в	1	4
67	того что	7	4
68	уже не	4	4
69	для того	2	4
70	себя и	3	4
71	вместе с	6	4
72	человека к	2	4
73	и т	1	3
74	одним из	2	3
75	и есть	14	3
76	между двумя	1	3
77	подхода к	1	3
78	место в	2	3
79	если в	1	3
80	что как	1	3
81	вступает в	1	3
82	и к	2	3
83	как он	2	3
84	в нем	13	3
85	он не	24	3
86	по природе	1	3
87	в силу	1	3
88	бы быть	1	3
89	ведет к	6	3
90	смысл и	1	3
91	в котором	8	3
92	разного рода	2	3
93	всякий раз	1	3
94	того чтобы	2	3
95	т п	1	3
96	о нем	2	3
97	как будто	2	3
98	не могут	5	3
99	если бы	2	3
100	означает что	1	3
101	к нему	7	3
102	с его	3	3
103	еще не	1	3
104	обратиться к	1	3
105	ни с	4	3
106	никто не	2	3
107	что и	4	3
108	смысла жизни	1	3
109	а именно	1	3
110	что не	1	3
111	личности в	2	3
112	произведения искусства	1	3
113	человек в	9	3
114	быть не	2	3
115	что мы	1	3
116	она может	2	3
117	и все	10	3
118	хотя бы	3	3
119	будто бы	3	3
120	я в	1	3
121	что он	10	3
122	отношения к	4	2
123	не остается	2	2
124	самом деле	1	2
125	на самом	1	2
126	также и	2	2
127	а как	2	2
128	и то	1	2
129	то он	1	2
130	не все	2	2
131	отношение к	4	2
132	нет и	5	2
133	за пределы	4	2
134	как говорит	1	2
135	как к	1	2
136	его к	1	2
137	в противоположность	1	2
138	в которой	6	2
139	природе своей	1	2
140	все эти	2	2
141	бы не	2	2
142	и до	1	2
143	не к	4	2
144	и по	4	2
145	на этом	3	2
146	и с	3	2
147	на все	1	2
148	вовсе не	1	2
149	так как	3	2
150	перед собой	1	2
151	для него	11	2
152	от своего	1	2
153	не должен	1	2
154	не столько	1	2
155	вопрос о	2	2
156	только для	1	2
157	творчества и	1	2
158	никогда не	14	2
159	потому что	16	2
160	ничто не	1	2
161	о предопределении	2	2
162	реальности это	1	2
163	и заключается	1	2
164	отличается от	2	2
165	роль в	1	2
166	и о	1	2
167	быть может	7	2
168	не могу	1	2
169	в пределах	1	2
170	в искусстве	1	2
171	и сам	1	2
172	особенно в	3	2
173	одного из	1	2
174	еще в	2	2
175	должно быть	3	2
176	но к	1	2
177	и та	1	2
178	один из	4	2
179	ли он	1	2
180	бы ни	1	2
181	в начале	2	2
182	его и	1	2
183	не сам	1	2
184	себе в	1	2
185	было бы	10	2
186	в ряду	1	2
187	душевной жизни	2	2
188	мира в	1	2
189	и потому	10	2
190	как от	1	2
191	она есть	1	2
192	что же	1	2
193	тем более	1	2
194	мире и	1	2
195	нет ничего	7	2
196	культуры в	1	2
197	себя как	1	1
198	человека и	14	1
199	мира не	3	1
200	смысле слова	4	1
201	ничего нельзя	1	1
202	тех же	1	1
203	он обращен	1	1
204	этого мира	3	1
205	недоступной для	1	1
206	или о	1	1
207	должна быть	6	1
208	в зависимости	1	1
209	мы уже	1	1
210	она в	1	1
211	мы не	1	1
212	под ними	1	1
213	слово о	1	1
214	принадлежит к	1	1
215	не вполне	1	1
216	оно есть	1	1
217	зависимости от	1	1
218	не способен	1	1
219	что достоевский	4	1
220	судьба человека	9	1
221	в ней	15	1
222	над ним	1	1
223	начало и	1	1
224	обращен к	4	1
225	литературы и	2	1
226	ожидать от	1	1
227	на нем	1	1
228	он был	14	1
229	он сам	6	1
230	бытие человека	1	1
231	художественном творчестве	1	1
232	что люди	1	1
233	во всех	1	1
234	тем как	1	1
235	в ее	3	1
236	к которой	1	1
237	в сторону	1	1
238	писатель в	1	1
239	его на	1	1
240	как в	2	1
241	за этим	1	1
242	о жизни	1	1
243	в чтении	1	1
244	и наконец	1	1
245	мыслитель и	1	1
246	над собой	1	1
247	искусство и	1	1
248	со своей	1	1
249	та же	1	1
250	с какой	1	1
251	он в	2	1
252	учение о	3	1
253	опыт и	1	1
254	отношение между	1	1
255	только один	2	1
256	имеем в	1	1
257	и те	2	1
258	если он	5	1
259	а вовсе	1	1
260	этот процесс	3	1
261	вера в	3	1
262	приходят к	2	1
263	к миру	2	1
264	всех этих	1	1
265	не значит	2	1
266	не как	4	1
267	отношений между	1	1
268	в человеческой	4	1
269	из него	1	1
270	его от	1	1
271	ни был	1	1
272	и наоборот	1	1
273	от нее	5	1
274	которые уже	1	1
275	же не	1	1
276	в состоянии	1	1
277	том случае	1	1
278	была в	1	1
279	его в	3	1
280	заключается в	1	1
281	который и	2	1
282	с самим	2	1
283	этим именем	1	1
284	в ином	2	1
285	участие в	1	1
286	для них	3	1
287	в них	4	1
288	с тем	9	1
289	видел в	1	1
290	этот странный	1	1
291	одна и	1	1
292	он и	2	1
293	же я	1	1
294	несет в	1	1
295	в этих	4	1
296	все более	1	1
297	во время	1	1
298	этой связи	1	1
299	и ее	1	1
300	из человеческой	1	1
301	в отношении	1	1
302	в такой	1	1
303	л толстого	3	1
304	знает и	1	1
305	не от	1	1
306	в которых	4	1
307	есть его	1	1
308	него не	2	1
309	точку зрения	1	1
310	но он	9	1
311	с разложением	1	1
312	мире все	1	1
313	и эти	1	1
314	не должно	1	1
315	зрения и	1	1
316	есть всегда	1	1
317	да ведь	1	1
318	ему как	1	1
319	между людьми	1	1
320	а от	1	1
321	с миром	1	1
322	как будет	1	1
323	не менее	1	1
324	человека есть	3	1
325	этом смысл	1	1
326	человека но	4	1
327	занимает центральное	1	1
328	в обоих	1	1
329	очень существенно	1	1
330	система в	1	1
331	к этим	2	1
332	или лучше	1	1
333	в самых	1	1
334	это еще	1	1
335	уединения с	1	1
336	ничего не	3	1
337	такова что	1	1
338	к концу	4	1
339	такая же	1	1
340	на природу	2	1
