N	3gram	Medvedev_F_3	Analitik
1	о том что	1	6
2	в том что	3	6
3	в данном случае	4	5
4	по отношению к	3	4
5	так и не	1	4
6	с одной стороны	1	4
7	в этом случае	1	4
8	подобно тому как	4	3
9	в этом отношении	3	3
10	того или иного	1	3
11	той или иной	1	3
12	тем не менее	2	3
13	как и в	1	3
14	в этом смысле	2	2
15	с точки зрения	14	2
16	в таком случае	1	2
17	в то же	7	2
18	можно было бы	1	2
19	том или ином	1	2
20	в значительной степени	1	2
21	а не только	1	2
22	не только в	1	2
23	в отличие от	2	2
24	в том или	1	2
25	с другой стороны	5	2
26	в частности в	1	2
27	т е к	1	2
28	то же время	7	2
29	и в самом	1	2
30	не только не	2	2
31	на то что	1	2
32	тех или иных	1	2
33	с той или	1	2
34	но и все	1	1
35	одних и тех	1	1
36	можно сказать что	1	1
37	внутренней речи то	1	1
38	в действительности и	1	1
39	одним и тем	2	1
40	на этом фоне	2	1
41	виду что в	1	1
42	с установкой на	2	1
43	которые могут быть	1	1
44	данном случае с	1	1
45	хотя бы и	1	1
46	сами по себе	2	1
47	как система мотивов	1	1
48	между тем как	1	1
49	этом случае в	1	1
50	одна из них	1	1
51	и даже в	1	1
52	в противном случае	1	1
53	со всех сторон	1	1
54	одной из своих	1	1
55	с этой точки	1	1
56	и тех же	1	1
57	в данном контексте	1	1
58	те же слова	2	1
59	до известной степени	2	1
60	и тогда когда	1	1
61	не совпадает с	1	1
62	и нисколько не	1	1
63	и тем же	2	1
64	и тот же	1	1
65	это не так	1	1
66	так или иначе	1	1
67	одни и те	3	1
68	в связи с	4	1
69	событие самого рассказывания	1	1
70	этой точки зрения	1	1
71	только то что	2	1
72	не может быть	14	1
73	же имеет место	1	1
74	другой стороны и	1	1
75	не только на	1	1
76	из виду что	1	1
77	в самом деле	4	1
78	лишь в связи	1	1
79	в этих случаях	1	1
80	и те же	3	1
81	но отнюдь не	1	1
82	к тому что	2	1
83	в отношении к	1	1
84	сама по себе	1	1
85	друг с другом	1	1
86	дело не в	2	1
87	органическое единство всех	1	1
88	то же самое	3	1
