N	2gram	Vinokur_Ku_2	DiskursI
1	в себе	1	19
2	при этом	2	17
3	в этом	18	16
4	как и	2	16
5	состоит в	2	16
6	и в	23	16
7	в качестве	8	16
8	может быть	15	16
9	и не	16	15
10	а не	10	14
11	отличие от	2	12
12	в отличие	2	12
13	в частности	2	12
14	но в	11	11
15	но и	7	11
16	со стороны	4	10
17	не только	20	10
18	том что	11	10
19	своего рода	4	10
20	так и	4	9
21	не может	9	9
22	такого рода	1	9
23	как в	3	8
24	в том	19	8
25	а также	3	8
26	но не	6	7
27	в данном	4	7
28	в рамках	1	7
29	в нем	4	7
30	ни в	4	7
31	не менее	7	7
32	прежде всего	8	7
33	то же	6	6
34	еще не	5	6
35	с его	1	6
36	данном случае	2	6
37	отнюдь не	4	6
38	все же	7	6
39	в своей	2	6
40	тем самым	2	6
41	в своих	2	6
42	и на	6	5
43	в своем	2	5
44	в то	4	5
45	с другой	8	5
46	же время	3	5
47	что в	10	5
48	для него	1	5
49	то что	9	5
50	ни к	15	5
51	я в	1	5
52	и то	5	4
53	разумеется не	1	4
54	по отношению	1	4
55	в этой	6	4
56	роль в	2	4
57	потому что	25	4
58	этом отношении	3	4
59	о том	1	4
60	в пределах	4	4
61	одного из	2	4
62	с одной	2	4
63	одно из	1	4
64	в одном	1	4
65	одной стороны	1	4
66	как бы	4	4
67	точки зрения	14	4
68	в период	1	4
69	к этому	4	4
70	также и	5	3
71	столь же	1	3
72	перед нами	4	3
73	и как	1	3
74	все эти	12	3
75	из этих	1	3
76	претендовать на	1	3
77	он не	3	3
78	не следует	5	3
79	в другом	2	3
80	это не	6	3
81	соответствии с	2	3
82	ведет к	1	3
83	в этих	1	3
84	в котором	1	3
85	для данного	2	3
86	не в	8	3
87	могут быть	4	3
88	приводит к	5	3
89	в его	5	3
90	только в	5	3
91	и его	3	3
92	уже не	8	3
93	в них	4	3
94	или иной	1	3
95	не было	4	3
96	не знает	3	3
97	как будто	2	3
98	можно сказать	4	3
99	но это	3	3
100	и все	2	3
101	как на	1	3
102	же как	2	2
103	того же	3	2
104	и это	3	2
105	идет о	1	2
106	по преимуществу	2	2
107	характер как	1	2
108	той же	2	2
109	место в	1	2
110	совпадает с	1	2
111	говорить о	4	2
112	в ней	3	2
113	мы имеем	5	2
114	время в	1	2
115	уже как	1	2
116	отношение к	1	2
