N	3gram	Tiupa_Anal_3	FransuaR
1	то же время	3	9
2	в то же	3	9
3	то есть в	1	4
4	в свою очередь	4	3
5	с точки зрения	2	3
6	так и в	1	3
7	в том что	7	3
8	дело в том	2	2
9	по отношению к	7	2
10	в этом отношении	3	2
11	в большинстве случаев	1	2
12	и в этой	1	2
13	в значительной степени	2	2
14	как и в	4	2
15	не должно быть	1	2
16	в свое время	2	2
17	и в сущности	1	1
18	по своей природе	1	1
19	и может быть	1	1
20	что иное как	1	1
21	в этом мире	1	1
22	свое отражение в	1	1
23	на самом деле	1	1
24	течение двадцати лет	1	1
25	же время в	1	1
26	сам по себе	1	1
27	ведь это не	1	1
28	я не мог	1	1
29	на этот вопрос	1	1
30	не имеющие никакого	1	1
31	со всех сторон	1	1
32	и в божественной	1	1
33	тогда как в	1	1
34	в применении к	1	1
35	здесь как и	1	1
36	не что иное	1	1
37	в данном случае	3	1
38	дело не с	1	1
39	не только в	1	1
40	центральное место в	1	1
41	же время они	1	1
42	в течение двадцати	1	1
43	о том что	5	1
44	в связи с	1	1
45	так и самого	1	1
46	не могла не	1	1
47	по ту сторону	1	1
48	есть не что	1	1
49	таким образом в	1	1
50	во всяком случае	2	1
51	внешних и внутренних	1	1
52	в первом случае	1	1
53	и т.п в	1	1
54	в одном из	1	1
55	к тому же	3	1
56	в особенности с	1	1
57	именно потому что	1	1
58	и прежде всего	2	1
59	носит ярко выраженный	1	1
60	они как бы	1	1
61	друг от друга	1	1
62	тем более что	1	1
63	в этом смысле	1	1
64	было бы сказать	1	1
65	оно далеко не	1	1
66	нашли свое отражение	1	1
