N	2gram	Bakhtin_Fr_7	Myslijsy
1	то есть	20	34
2	потому что	5	33
3	то что	8	29
4	может быть	4	26
5	таким образом	19	24
6	в этом	15	23
7	в том	11	23
8	и в	41	23
9	в слове	1	22
10	и не	7	18
11	что в	9	17
12	при этом	3	15
13	только в	6	15
14	то же	13	14
15	в себе	11	14
16	как и	14	14
17	того что	2	14
18	так как	3	14
19	не было	3	12
20	а не	2	12
21	том что	4	12
22	что я	1	11
23	не в	9	11
24	по себе	1	11
25	но и	9	11
26	не может	3	11
27	что слово	1	10
28	по отношению	2	10
29	не только	5	10
30	тем что	3	10
31	и потому	3	10
32	между тем	1	9
33	не есть	2	9
34	мы не	2	8
35	в своем	9	8
36	но в	8	8
37	было бы	4	8
38	стало быть	1	8
39	о том	6	8
40	другими словами	2	8
41	сказать что	1	8
42	отношению к	2	8
43	мы говорим	1	7
44	как в	5	7
45	с этим	2	7
46	что это	4	7
47	в нем	7	7
48	в силу	1	7
49	мысли и	1	7
50	это не	6	7
51	и что	1	7
52	что и	5	7
53	вовсе не	7	7
54	с тем	1	7
55	и к	5	6
56	в которой	2	6
57	известно что	1	6
58	того как	5	6
59	мысль о	1	6
60	так и	10	6
61	заметить что	1	6
62	вместе с	5	6
63	и то	2	5
64	есть нечто	1	5
65	хотя и	4	5
66	есть для	1	5
67	как бы	7	5
68	так сказать	3	5
69	должно быть	4	5
70	с ним	2	5
71	не имеет	3	5
72	образом в	1	5
73	есть только	1	5
74	находится в	2	5
75	к нему	5	5
76	так что	1	5
77	есть в	6	5
78	уже в	5	5
79	в его	12	5
80	для него	6	5
81	слова и	1	5
82	все это	10	5
83	тем более	1	5
84	а в	5	5
85	таким же	3	5
86	во всяком	2	5
87	сам по	1	4
88	есть не	2	4
89	и о	1	4
90	в истории	1	4
91	думать что	1	4
92	для человека	1	4
93	что все	2	4
94	и с	4	4
95	его в	3	4
96	и тем	1	4
97	мы имеем	2	4
98	точки зрения	5	4
99	в котором	1	4
100	в то	10	4
101	на котором	1	4
102	это слово	1	4
103	со своим	1	4
104	в сознании	1	4
105	в каком	1	4
106	же самое	1	4
107	и может	2	4
108	каждый раз	1	4
109	и та	1	4
110	что он	3	4
111	в одном	3	4
112	тогда как	1	4
113	только на	2	4
114	но есть	3	4
115	самое слово	1	4
116	так же	5	4
117	в данном	2	4
118	в той	3	4
119	и все	14	4
120	между ними	1	4
121	есть то	2	4
122	тем самым	3	4
123	в таком	1	4
124	например в	3	3
125	человека и	1	3
126	самом деле	1	3
127	на самом	2	3
128	и есть	3	3
129	в первом	1	3
130	и до	6	3
131	слова в	1	3
132	мы уже	12	3
133	той же	3	3
134	что между	2	3
135	еще не	2	3
136	и на	4	3
137	то мы	1	3
138	в самом	1	3
139	все эти	13	3
140	так в	1	3
141	лица и	3	3
142	и по	3	3
143	в нее	3	3
144	в каждом	1	3
145	не будет	1	3
146	от одного	1	3
147	но уже	1	3
148	в них	7	3
149	к которым	1	3
150	с точки	3	3
151	но это	3	3
152	в которых	2	3
153	их в	2	3
154	что есть	2	3
155	никогда не	2	3
156	в разных	2	3
157	же время	9	3
158	связи с	1	3
159	к тому	2	3
160	что у	3	3
161	ту же	2	3
162	мы в	2	3
163	из одного	4	3
164	в виду	4	3
165	там же	1	3
166	образом мы	1	3
167	с ними	3	3
168	этот вопрос	1	3
169	и так	2	3
170	уже не	2	3
171	при помощи	1	3
172	и других	2	3
173	себе в	1	3
174	и их	3	3
175	всяком случае	1	3
176	самого слова	1	3
177	даже и	1	3
178	и из	1	3
179	что человек	1	3
