N	3gram	Losev_Prob_1	slovoVRo
1	и т п	1	23
2	в то же	4	12
3	той или иной	4	9
4	с точки зрения	3	8
5	и в то	1	5
6	во всяком случае	3	5
7	и т д	10	5
8	как мы сказали	1	4
9	с другой стороны	3	4
10	но в то	1	4
11	то есть как	1	3
12	в данном случае	8	3
13	более или менее	3	3
14	таким образом в	1	3
15	так и в	1	3
16	не выходит за	1	3
17	выходит за пределы	1	3
18	а между тем	1	2
19	а вовсе не	1	2
20	мы уже сказали	1	2
21	в том и	1	2
22	в этом случае	2	2
23	до сих пор	3	2
24	и во всех	1	2
25	до известной степени	1	2
26	одно и то	1	2
27	то время как	1	2
28	в другом случае	1	2
29	дело не с	1	2
30	не только в	1	2
31	в то время	1	2
32	о нем и	1	2
33	и то же	1	2
34	в известном смысле	1	2
35	и в этом	2	2
36	не могут быть	1	2
37	том и в	1	2
38	в других случаях	2	2
39	того или иного	2	2
40	точки зрения самого	1	2
41	как мы уже	1	2
42	к тому что	1	2
43	можно было бы	2	2
44	и в том	1	2
45	и следовательно в	2	2
46	и в другом	1	2
47	вместе со всем	1	1
48	и на этот	1	1
49	а не к	1	1
50	а следовательно и	1	1
51	между прочим в	1	1
52	но как мы	2	1
53	прежде всего как	1	1
54	все дело в	1	1
55	дело в том	3	1
56	это было бы	1	1
57	и нет ничего	1	1
58	он может быть	1	1
59	которых мы говорили	1	1
60	в скрытой форме	1	1
61	таких понятий как	1	1
62	то или иное	1	1
63	на один из	1	1
64	бы то ни	1	1
65	нет и ничего	1	1
66	на самом же	1	1
67	в этом отношении	1	1
68	к тому или	1	1
69	в литературе и	4	1
70	по крайней мере	2	1
71	может быть и	3	1
72	и те моменты	1	1
73	в процессе своего	1	1
74	слово во всех	1	1
75	за пределы его	1	1
76	и в них	1	1
77	в нем может	1	1
78	и с точки	1	1
79	мы не знаем	1	1
80	том что всякий	1	1
81	а также и	2	1
82	в которой они	1	1
83	во всех этих	2	1
84	и на его	2	1
85	и ничего не	1	1
86	так или иначе	2	1
87	в нем всегда	1	1
88	перед нами в	1	1
89	это не значит	1	1
90	бы оно ни	1	1
91	остановимся на анализе	1	1
92	о которых мы	2	1
93	не может быть	2	1
94	до наших дней	1	1
95	и до наших	1	1
96	здесь перед нами	3	1
97	тем не менее	18	1
98	о том что	5	1
99	оно ни было	1	1
100	всякой оглядки на	1	1
101	таким образом на	1	1
102	никогда не может	2	1
103	тем и другим	2	1
104	если бы мы	1	1
105	то есть в	4	1
106	и его содержание	1	1
107	не только не	3	1
108	вовсе не требует	1	1
109	можно сказать что	3	1
110	у нас в	1	1
111	тех или иных	2	1
112	последние два дня	1	1
113	это не только	1	1
114	самом же деле	1	1
115	для того чтобы	8	1
116	в том что	5	1
117	как и в	1	1
118	как мы видели	1	1
