N	2gram	Vygotskiy__1	Narrotol
1	не только	13	26
2	а не	13	17
3	представляет собой	2	16
4	тогда как	1	15
5	но и	2	15
6	при этом	19	14
7	в том	30	14
8	в качестве	2	14
9	и не	16	14
10	в этом	12	13
11	и в	31	13
12	том что	16	13
13	состоит в	3	12
14	только в	14	11
15	в частности	3	11
16	может быть	22	10
17	своего рода	1	9
18	сводится к	1	9
19	так и	3	9
20	то есть	26	9
21	к тому	4	9
22	а в	6	9
23	в себе	4	8
24	то что	32	8
25	не в	11	8
26	не может	17	8
27	иначе говоря	5	7
28	у него	4	6
29	в своем	3	6
30	все же	5	6
31	и к	3	6
32	но в	3	6
33	в жизни	2	6
34	никогда не	8	6
35	ничего не	2	6
36	можно сказать	1	6
37	а также	1	6
38	в его	6	6
39	вслед за	6	6
40	того что	10	6
41	со стороны	4	6
42	прежде всего	4	6
43	как бы	5	6
44	жизни в	1	6
45	я не	1	5
46	ответ на	1	5
47	отличие от	4	5
48	что он	7	5
49	как в	9	5
50	хотя и	3	5
51	в нем	2	5
52	тем не	2	5
53	он не	3	5
54	таким образом	20	5
55	и тем	2	5
56	далеко не	2	5
57	точки зрения	15	5
58	в котором	4	5
59	тем самым	2	5
60	в то	5	5
61	о том	7	5
62	с одной	5	5
63	с другой	5	5
64	одной стороны	6	5
65	в той	1	5
66	в отличие	3	5
67	то же	5	4
68	в ее	5	4
69	в этой	3	4
70	отнюдь не	6	4
71	перед нами	1	4
72	что это	6	4
73	тому же	3	4
74	в силу	3	4
75	уже не	2	4
76	в мире	1	4
77	об этом	1	4
78	и уже	1	4
79	в своей	3	4
80	не к	1	4
81	в конце	3	4
82	не менее	2	4
83	но при	1	4
84	в себя	2	4
85	времени и	1	4
86	если бы	6	4
87	как у	1	4
88	в какой	5	4
89	для него	1	4
90	в рассказе	1	4
91	как и	16	4
92	как это	4	4
93	в литературе	1	4
94	не является	5	4
95	и все	5	4
96	с ним	2	4
97	же в	1	4
98	и у	4	4
99	жизни и	3	4
100	что в	23	4
101	все что	3	4
102	для себя	1	3
103	самом деле	9	3
104	едва ли	1	3
105	а как	1	3
106	мы имеем	4	3
107	с его	1	3
108	но не	3	3
