N	3gram	Tiupa_Disk_2	Istorich
1	с другой стороны	1	8
2	в этом случае	2	7
3	с одной стороны	4	7
4	о том что	3	4
5	тем не менее	1	4
6	не может быть	3	3
7	по отношению к	4	2
8	в это время	1	2
9	в данном случае	6	2
10	но это не	1	2
11	тем что он	1	2
12	в том что	6	2
13	как и в	5	2
14	как и его	1	1
15	не говорит об	1	1
16	на одном лице	1	1
17	в том числе	1	1
18	себя в нем	1	1
19	в соответствии с	2	1
20	одной стороны и	2	1
21	а потом и	2	1
22	не имеют никакого	1	1
23	можно утверждать что	1	1
24	с точки зрения	2	1
25	в отличие от	12	1
26	том числе и	1	1
27	то же время	5	1
28	таких произведениях как	1	1
29	не в том	1	1
30	состоит в том	2	1
31	на этом свете	1	1
32	потому что в	1	1
33	в таких произведениях	1	1
34	во всяком случае	1	1
35	он представляет собой	1	1
36	наводит на мысль	1	1
37	с самого начала	1	1
38	в пределах одной	1	1
39	в самом деле	1	1
40	подобно тому как	2	1
41	можно сказать что	1	1
42	но и здесь	1	1
43	в то же	4	1
44	здесь как и	1	1
45	в верхний мир	2	1
46	в пределах одного	1	1
47	другой стороны в	1	1
