N	2gram	Vygotskiy__5	VrazhdaK
1	не только	16	9
2	в этом	25	8
3	и в	16	8
4	и что	12	8
5	но и	6	7
6	и все	1	7
7	то что	26	7
8	что в	16	7
9	все же	3	6
10	но в	6	6
11	в нем	7	6
12	как и	8	6
13	в котором	2	6
14	и с	3	6
15	в начале	1	6
16	и даже	2	6
17	то же	8	5
18	об этом	1	5
19	в то	5	5
20	между тем	3	5
21	в письме	1	5
22	у него	6	5
23	не было	1	5
24	и не	12	5
25	в ней	2	4
26	что он	25	4
27	в истории	2	4
28	целый ряд	1	4
29	при этом	4	4
30	это не	4	4
31	несмотря на	1	4
32	все это	2	4
33	в виду	2	4
34	с ним	5	4
35	о том	8	4
36	для нас	1	4
37	уже в	1	4
38	может быть	9	4
39	как бы	5	4
40	в своих	2	4
41	так же	15	4
42	одним из	2	3
43	который был	1	3
44	я не	2	3
45	он был	1	3
46	в чем	3	3
47	с его	1	3
48	в своем	5	3
49	и как	3	3
50	в этот	2	3
51	на то	1	3
52	его в	2	3
53	он не	8	3
54	и уже	1	3
55	том что	15	3
56	но он	7	3
57	и его	3	3
58	связи с	3	3
59	по нашему	1	3
60	и о	1	3
61	что у	2	3
62	и во	1	3
63	в его	11	3
64	в том	18	3
65	чтобы он	1	3
66	в конце	1	3
67	тем что	5	3
68	в связи	1	3
69	к этому	3	3
70	отношения к	2	2
71	же как	7	2
72	и то	4	2
73	и он	1	2
74	он сам	1	2
75	столь же	2	2
76	но как	3	2
77	ответ на	3	2
78	тогда как	1	2
79	в известном	8	2
80	в той	6	2
81	его на	2	2
82	и дети	1	2
83	в этой	6	2
84	что к	1	2
85	в себе	1	2
86	после этого	1	2
87	их в	2	2
88	таким образом	19	2
89	в одну	1	2
90	этот человек	1	2
91	в них	2	2
92	рядом с	1	2
93	а с	2	2
94	мы знаем	3	2
95	на первый	1	2
96	точки зрения	18	2
97	в своей	2	2
98	и ее	1	2
99	с точки	9	2
100	место в	1	2
101	не менее	3	2
102	том же	1	2
103	никогда не	5	2
104	в момент	2	2
105	и это	1	2
106	на основе	2	2
107	еще не	4	2
108	этот момент	1	2
109	тем более	4	2
110	при помощи	1	2
111	из них	2	2
112	его и	3	2
113	для него	5	2
114	отношение к	11	2
115	к ним	2	2
116	как раз	1	2
117	и т.п	1	2
118	о влиянии	2	2
119	как же	1	2
120	с которым	1	2
121	о чем	2	2
122	начиная с	1	2
123	не может	18	2
124	вместе с	4	2
125	но это	3	2
126	что я	2	2
127	же в	2	2
128	а в	3	2
129	в свою	4	2
130	это в	1	2
131	а между	1	1
132	как известно	4	1
133	ко всем	1	1
134	также и	1	1
135	того же	7	1
136	шаг за	1	1
137	это и	3	1
138	и есть	7	1
139	он способен	2	1
140	уже по	4	1
141	в их	3	1
142	полагает что	1	1
143	той же	4	1
144	последовательность в	2	1
145	что уже	1	1
146	совпадает с	2	1
147	говорить о	3	1
148	в полной	1	1
149	это отношение	1	1
150	событий и	1	1
151	него он	1	1
152	объяснить то	1	1
153	собой в	1	1
154	первый план	1	1
155	влияния на	1	1
156	по своему	3	1
157	как правило	1	1
158	но не	10	1
159	а тем	2	1
160	если в	3	1
161	и т.д	4	1
162	есть по	1	1
163	что они	5	1
164	как по	1	1
165	независимо от	1	1
166	как в	5	1
167	с этим	3	1
168	для всех	1	1
169	по которому	1	1
170	как к	1	1
171	как нам	1	1
172	в мысли	6	1
173	и наконец	1	1
174	не являются	1	1
175	ясно почему	1	1
176	эту проблему	1	1
177	то в	3	1
178	поэтому он	2	1
179	в самом	4	1
180	что это	1	1
181	мы получаем	1	1
182	в целом	4	1
183	что же	1	1
184	только два	2	1
185	еще один	1	1
186	тому же	2	1
187	этот вывод	1	1
188	как он	6	1
189	развиваться в	1	1
190	да и	1	1
191	от которого	1	1
192	которой не	1	1
193	высшей степени	2	1
194	в первой	2	1
195	ключ к	1	1
196	же это	1	1
197	в силу	10	1
198	в плане	1	1
199	из него	1	1
200	что ни	1	1
201	однако в	1	1
202	одно и	1	1
203	совпадают с	1	1
204	есть все	1	1
205	конечно в	1	1
206	их и	2	1
207	это было	1	1
208	как тот	1	1
209	заключается в	5	1
210	было бы	10	1
211	задолго до	3	1
212	и заимствования	1	1
213	на пороге	4	1
214	вопрос и	1	1
215	в жизни	2	1
216	в высшей	2	1
217	этого не	1	1
218	во внимание	2	1
219	которой он	1	1
220	в развитии	28	1
221	может идти	3	1
222	такой же	4	1
223	только по-разному	1	1
224	одного и	3	1
225	в этих	3	1
226	и их	4	1
227	предполагать что	1	1
228	всяком случае	1	1
229	на свою	2	1
230	представление о	1	1
231	он принимает	1	1
232	далее в	1	1
233	его отношение	2	1
234	тем не	1	1
235	без всяких	2	1
236	что этот	1	1
237	но они	2	1
238	тем самым	8	1
239	что эта	3	1
240	от нас	1	1
241	не имеет	4	1
242	в процессе	13	1
243	ранней стадии	1	1
244	только не	3	1
245	ничего не	5	1
246	того как	5	1
247	того в	1	1
248	в другую	1	1
249	по своей	3	1
250	такая же	1	1
251	это слово	1	1
252	потому что	21	1
253	что самые	1	1
254	до того	2	1
255	этом отношении	5	1
256	в каком	1	1
257	этот закон	3	1
258	вот в	1	1
259	такие же	1	1
260	этот факт	1	1
261	в духе	1	1
262	могут быть	4	1
263	отличается от	1	1
264	по всем	1	1
265	не есть	4	1
266	постановки вопроса	1	1
267	уже на	2	1
268	ничего общего	3	1
269	с ее	1	1
270	свою очередь	3	1
271	но при	2	1
272	это будет	2	1
273	имеет никаких	1	1
274	в ее	1	1
275	только при	1	1
276	не могло	1	1
277	но мы	5	1
278	то время	4	1
279	этот период	2	1
