N	3gram	Vinokur_Vv_1	Mirosoze
1	не может быть	8	8
2	в нем есть	1	6
3	для того чтобы	21	4
4	его отношение к	1	4
5	что иное как	4	3
6	до сих пор	5	3
7	к тому что	1	3
8	так же как	1	3
9	от того что	1	3
10	и в этом	3	3
11	потому что она	1	3
12	есть не что	2	3
13	не что иное	4	3
14	человека к человеку	1	3
15	и той же	2	2
16	подобно тому как	1	2
17	также и в	2	2
18	потому что он	2	2
19	в ней есть	1	2
20	и никогда не	1	2
21	может быть и	2	2
22	т е в	4	2
23	не до конца	2	2
24	на этом пути	1	2
25	о том что	12	2
26	одной и той	2	2
27	по отношению к	4	2
28	друг для друга	1	2
29	после того как	2	2
30	в том что	12	2
31	том что в	1	1
32	а между тем	1	1
33	потому что в	1	1
34	вопрос о природе	1	1
35	было бы назвать	1	1
36	только тогда когда	1	1
37	по своему значению	2	1
38	с точки зрения	2	1
39	прежде всего должен	1	1
40	сам по себе	1	1
41	но и в	1	1
42	в этом отношении	3	1
43	не сам по	1	1
44	в той мере	4	1
45	деле то что	1	1
46	превратить его в	1	1
47	и тогда когда	1	1
48	в значительной степени	1	1
49	бы и не	1	1
50	а не только	1	1
51	о чем они	1	1
52	не потому что	1	1
53	не есть еще	1	1
54	ни к какому	1	1
55	той мере в	4	1
56	смысле этого слова	2	1
57	не имеет своего	1	1
58	быть у него	1	1
59	по сравнению с	3	1
60	каких и не	1	1
61	в этом опыте	1	1
62	как момент в	1	1
63	может быть названо	4	1
64	т е своего	1	1
65	мере в какой	4	1
66	на эту тему	1	1
67	не осталось ни	1	1
68	но также и	9	1
69	того чтобы сделать	1	1
70	той или иной	1	1
71	в его собственной	1	1
72	только в этом	1	1
73	сама по себе	3	1
74	на самом деле	1	1
75	во всех его	1	1
76	в этом втором	1	1
77	в конце концов	2	1
78	в центре внимания	2	1
