N	3gram	Losev_Vlad_2	Psycholo
1	для того чтобы	1	19
2	на то что	2	16
3	в том что	9	14
4	что в этом	1	6
5	о том что	3	6
6	заключается в том	2	6
7	в самом деле	1	5
8	до сих пор	1	5
9	и как бы	1	4
10	по этому поводу	1	4
11	никак не может	1	3
12	сам по себе	2	3
13	вместе с тем	1	3
14	на этот вопрос	1	3
15	и то что	5	3
16	так как это	2	3
17	то что он	3	3
18	с самого начала	1	3
19	можно было бы	2	3
20	и т д	1	3
21	в этом отношении	1	3
22	что иное как	1	2
23	тех пор пока	1	2
24	имеет дело с	1	2
25	потому что в	1	2
26	самом деле если	1	2
27	в этом случае	1	2
28	как это делает	1	2
29	может быть и	1	2
30	с точки зрения	3	2
31	на первый план	2	2
32	в отличие от	3	2
33	то что в	1	2
34	нечто такое что	1	2
35	в данном случае	2	2
36	в том чтобы	2	2
37	не только в	2	2
38	в конце концов	3	2
39	по себе не	1	2
40	само по себе	2	2
41	не может быть	1	2
42	есть нечто такое	1	2
43	не что иное	1	2
44	можно сказать что	1	2
45	до тех пор	1	2
46	для нас важно	1	1
47	прежде всего на	1	1
48	оно может быть	1	1
49	чуть ли не	1	1
50	дело в том	3	1
51	ни в каких	2	1
52	формулировать то что	1	1
53	более или менее	3	1
54	требует от нас	1	1
55	равно как и	1	1
56	как это мы	4	1
57	в этом смысле	1	1
58	пишет о его	1	1
59	во многих случаях	1	1
60	том что он	2	1
61	нам кажется что	2	1
62	а в том	2	1
63	до известной степени	1	1
64	чем главным образом	1	1
65	и в свою	1	1
66	с двух сторон	1	1
67	только то что	1	1
68	что в нем	1	1
69	в каких внешних	1	1
70	что и здесь	1	1
71	в этом письме	2	1
72	почти никогда не	1	1
73	по крайней мере	4	1
74	и не в	1	1
75	не то что	2	1
76	что даже и	1	1
77	он никогда не	2	1
78	и не принимает	1	1
79	и в частности	1	1
80	то время как	1	1
81	каждый из этих	1	1
82	и в его	2	1
83	все равно не	1	1
84	содержание и форму	1	1
85	казалось бы что	1	1
86	остановиться только на	1	1
87	и никак не	1	1
88	как и вообще	1	1
89	в последнее время	2	1
90	в течение всей	2	1
91	но вместе с	1	1
92	о чем главным	1	1
93	только в очень	1	1
94	потому что если	1	1
95	и в том	1	1
96	о чем у	1	1
97	сих пор не	1	1
98	собственном смысле слова	1	1
99	по себе как	1	1
100	что в этой	1	1
101	в то время	6	1
102	в свою очередь	2	1
103	в собственном смысле	1	1
104	после того как	2	1
105	ничего общего с	1	1
106	точки зрения можно	1	1
107	самого начала в	1	1
108	но во всяком	1	1
109	и все же	2	1
110	в письме к	4	1
111	в области этого	1	1
112	из этих элементов	1	1
113	потому что для	1	1
