N	2gram	Voloshinov_1	StatiiOP
1	и в	13	44
2	в том	2	36
3	что в	3	30
4	том что	2	29
5	в этом	2	21
6	вовсе не	2	19
7	не только	6	18
8	то что	6	18
9	было бы	4	17
10	а в	2	17
11	а не	2	16
12	и не	8	16
13	может быть	8	15
14	в области	2	14
15	в данном	2	14
16	как в	2	13
17	можно было	1	13
18	не в	3	12
19	самом деле	3	11
20	в этой	1	11
21	того чтобы	1	11
22	точки зрения	7	11
23	но в	4	10
24	для того	1	10
25	что он	1	10
26	только в	6	10
27	но и	3	10
28	также и	1	9
29	как и	3	9
30	в отношении	2	9
31	в то	1	9
32	так и	3	9
33	если бы	2	9
34	в его	7	9
35	с другой	2	9
36	например в	1	8
37	все же	5	8
38	но ведь	5	8
39	с точки	5	8
40	и его	12	8
41	не может	8	8
42	что они	2	7
43	в самом	2	7
44	в статье	1	7
45	таким образом	6	7
46	другой стороны	2	7
47	этом отношении	1	7
48	прежде всего	9	7
49	сказать что	1	7
50	по поводу	1	7
51	на самом	1	6
52	в своей	4	6
53	и языка	1	6
54	потому что	1	6
55	данном случае	2	6
56	для него	2	6
57	что же	3	6
58	но это	1	6
59	хотя бы	5	6
60	вряд ли	3	5
61	и то	3	5
62	то же	4	5
63	в целом	2	5
64	все эти	2	5
65	в нем	2	5
66	г в	3	5
67	такой же	1	5
68	в которых	1	5
69	не менее	2	5
70	вплоть до	1	5
71	никогда не	3	5
72	могут быть	2	5
73	стр и	1	5
74	так как	3	5
75	тем что	2	5
76	нужно сказать	1	5
77	там где	2	5
78	что мы	1	5
79	все это	4	5
80	так же	2	5
81	как это	1	4
82	это и	1	4
83	в которой	3	4
84	вопрос о	1	4
85	столь же	1	4
86	на то	1	4
87	что она	1	4
88	является не	1	4
89	но если	1	4
90	представление о	1	4
91	времени не	1	4
92	не имеет	2	4
93	же время	1	4
94	это слово	1	4
95	своей статье	1	4
96	в ее	3	4
97	языка и	5	4
98	и что	1	4
99	заключается в	1	4
100	этот вопрос	1	4
101	никто не	1	4
102	не было	1	4
103	к которому	1	4
104	на эту	1	4
105	как бы	6	4
106	тем более	1	4
107	или иного	2	4
108	того или	2	4
109	же как	1	3
110	того же	1	3
111	то это	1	3
112	в ней	2	3
113	еще не	1	3
114	в чем	2	3
115	своего рода	2	3
116	но не	1	3
117	по отношению	3	3
118	или иное	1	3
119	к сожалению	2	3
120	в истории	1	3
121	общего с	3	3
122	с этим	3	3
123	как к	1	3
124	что касается	1	3
125	точку зрения	3	3
126	ведь и	1	3
127	в каждом	4	3
128	эпохи не	1	3
129	связанные с	2	3
130	в другом	2	3
131	лишь в	4	3
132	и тем	2	3
133	кажется что	2	3
134	тому что	1	3
135	в г	2	3
136	в конце	1	3
137	о значении	1	3
138	а на	1	3
139	в основе	1	3
140	и вполне	1	3
141	должны быть	1	3
142	для себя	2	3
143	то или	1	3
144	об этом	1	3
145	внимание на	1	3
146	между тем	2	3
147	в двух	4	3
148	с одной	2	3
149	вопроса о	4	3
150	в виде	1	3
151	в начале	1	3
152	в тех	2	3
153	да и	3	3
154	с этой	2	3
155	вопрос в	1	3
156	не является	4	3
157	и для	3	3
158	не существует	1	3
159	отношению к	3	3
160	ничего общего	3	3
161	а как	2	2
162	мы имеем	1	2
163	мы не	4	2
164	бы что	1	2
165	или же	1	2
166	из того	1	2
167	совсем не	1	2
168	отношение к	1	2
169	и речи	1	2
170	за пределы	3	2
171	в своем	1	2
172	от этого	2	2
173	ни один	3	2
174	чуть ли	1	2
175	думать что	2	2
176	в себе	3	2
177	при этом	2	2
178	о системе	1	2
179	и более	1	2
180	его в	1	2
181	не всегда	1	2
182	и уже	3	2
183	в такой	1	2
184	что до	1	2
185	бы мы	1	2
186	их в	1	2
187	что эта	2	2
188	как о	1	2
189	говорить о	3	2
190	тем не	1	2
191	в сознании	4	2
192	только с	1	2
193	ли не	1	2
194	что при	1	2
195	и это	1	2
196	в эпоху	1	2
197	для этого	1	2
198	материала и	3	2
199	а также	2	2
200	другом месте	1	2
201	должно было	1	2
202	и все	3	2
203	отметить что	1	2
204	статье о	1	2
205	к нему	1	2
206	быть и	1	2
207	по своей	1	2
208	история литературы	1	2
209	со всеми	1	2
210	конечно не	1	2
211	и у	1	2
212	уже в	2	2
213	на врага	1	2
214	одно из	1	2
215	даже и	1	2
216	вопросы связанные	2	2
217	представляет собою	1	2
218	еще и	4	2
219	превращается в	3	2
220	одной стороны	2	2
221	и заняться	1	2
222	если не	1	2
223	на который	1	2
224	и их	7	2
225	такого рода	1	2
226	этого слова	1	2
227	с историей	2	2
228	точно и	1	2
229	и тогда	1	2
230	но для	3	2
231	при таком	1	2
232	то не	1	2
233	истории литературы	2	2
234	несмотря на	2	2
235	не знает	1	2
236	в своих	2	2
237	можно говорить	1	1
238	художественного произведения	5	1
239	как известно	1	1
240	художественных произведений	2	1
241	словами и	1	1
242	и есть	1	1
243	здесь и	1	1
244	не отражается	1	1
245	на две	2	1
246	едва ли	1	1
247	в зависимости	2	1
248	и абсолютно	1	1
249	и этот	2	1
250	и язык	1	1
251	в строфе	1	1
252	но даже	1	1
253	зависимости от	2	1
254	революции в	1	1
255	там нет	1	1
256	ставить в	1	1
257	на нем	1	1
258	время в	1	1
259	с его	1	1
260	мысль что	1	1
261	о языке	2	1
262	стилистических особенностей	2	1
263	нет и	1	1
264	в свои	1	1
265	в одной	1	1
266	до его	1	1
267	систему как	1	1
268	и к	2	1
269	или иную	1	1
270	значения как	1	1
271	не приходится	1	1
272	существует лишь	1	1
273	понимания всего	1	1
274	является лишь	1	1
275	так в	1	1
276	с их	1	1
277	значение так	1	1
278	и до	1	1
279	поэтому вполне	1	1
280	если он	1	1
281	а вовсе	1	1
282	объективный факт	1	1
283	в узком	1	1
284	не как	3	1
285	и вот	1	1
286	сказал что	1	1
287	изучение фактов	1	1
288	в школе	4	1
289	на все	1	1
290	литературного языка	2	1
291	осуществлена в	1	1
292	входит в	2	1
293	те или	1	1
294	и дает	1	1
295	ведь в	1	1
296	здесь нет	1	1
297	только одно	1	1
298	для них	1	1
299	в них	2	1
300	является для	1	1
301	о которых	1	1
302	соответствии с	2	1
303	далеко не	1	1
304	которой он	1	1
305	выйти за	1	1
306	материалом для	2	1
307	этого произведения	1	1
308	на себя	1	1
309	когда в	1	1
310	со всей	3	1
311	которую он	1	1
312	одно дело	1	1
313	от своего	2	1
314	и при	2	1
315	их места	1	1
316	что такое	1	1
317	мы в	1	1
318	не столько	3	1
319	несомненно что	1	1
320	как их	1	1
321	и правильное	1	1
322	иным как	2	1
323	речи в	1	1
324	и наоборот	1	1
325	не должно	1	1
326	быть не	1	1
327	бы быть	1	1
328	которой является	2	1
329	по себе	1	1
330	всего его	1	1
331	нет никакого	1	1
332	равно не	1	1
333	и другое	1	1
334	она ни	1	1
335	одна из	1	1
336	в науке	1	1
337	в процессе	5	1
338	работы но	1	1
339	на язык	2	1
340	о некотором	1	1
341	в разных	1	1
342	того как	1	1
343	только и	4	1
344	с одним	1	1
345	за исключением	1	1
346	и является	2	1
347	бы по	1	1
348	традиций и	1	1
349	бы несколько	1	1
350	ни о	1	1
351	которых он	1	1
352	разрыв между	2	1
353	но там	1	1
354	когда мы	1	1
355	возможности но	1	1
356	к тому	2	1
357	же только	1	1
358	совсем иначе	1	1
359	языка что	1	1
360	поэтического языка	2	1
361	и о	1	1
362	в виду	1	1
363	но при	1	1
364	ни одно	2	1
365	не могу	1	1
366	на основе	1	1
367	последнее время	1	1
368	только то	1	1
369	с самого	2	1
370	на том	1	1
371	что ведь	1	1
372	отсюда и	1	1
373	мог бы	2	1
374	почему же	1	1
375	произведения не	1	1
376	которые с	1	1
377	еще в	2	1
378	но у	1	1
379	разумеется что	2	1
380	грамматики и	2	1
381	и требование	1	1
382	отдельном случае	1	1
383	и который	1	1
384	времени в	1	1
385	несомненно и	1	1
386	образом мы	1	1
387	и гг	1	1
388	нуждается в	2	1
389	во всей	2	1
390	в другой	1	1
391	но столь	1	1
392	случае и	2	1
393	не зная	1	1
394	следовательно в	1	1
395	автора они	1	1
396	пушкина или	1	1
397	тот же	2	1
398	этого материала	1	1
399	наук в	1	1
400	или иные	1	1
401	который в	1	1
402	литературы такой	1	1
403	можно уже	1	1
404	эпохи но	1	1
405	не имеют	1	1
406	литературы в	1	1
407	еще одну	1	1
408	и других	1	1
409	языка но	2	1
410	его и	1	1
411	ту или	1	1
412	себе в	1	1
413	в одном	3	1
414	в выборе	4	1
415	каждый из	1	1
416	и никогда	1	1
417	вполне достаточно	1	1
418	само собой	1	1
419	ни была	1	1
420	с известным	1	1
421	он встречался	1	1
422	каждом отдельном	1	1
423	собой разумеется	1	1
424	мира это	1	1
425	и др	2	1
426	обратиться к	1	1
427	больше и	1	1
428	в некоторых	1	1
429	в рифме	1	1
430	неполно и	1	1
431	до конца	1	1
432	более того	2	1
433	не на	2	1
434	самое слово	1	1
435	в руках	2	1
436	него не	1	1
437	объясняется только	1	1
438	но что	1	1
439	вместе с	1	1
440	всей полноте	1	1
441	в течение	2	1
442	этому не	1	1
443	и там	1	1
444	для понимания	1	1
445	в последнем	1	1
446	нужно отметить	2	1
447	не говорить	1	1
448	случаях когда	1	1
449	указать на	1	1
450	отдельных произведений	1	1
451	но такой	1	1
452	или в	1	1
453	узком смысле	1	1
454	другое дело	1	1
455	у некоторых	1	1
456	бы в	2	1
457	вообще в	1	1
458	абсолютно точное	1	1
459	грубой ошибкой	1	1
460	в целях	2	1
461	одной из	1	1
462	слово в	3	1
463	местах в	1	1
464	этот разрыв	1	1
465	работы и	1	1
466	ведь именно	1	1
467	уже говорить	1	1
468	от всех	2	1
469	внимания к	1	1
470	включает в	1	1
471	к этому	1	1
472	только путем	3	1
473	они не	1	1
