N	3gram	Bakhtin_Fr_2	Formalny
1	с точки зрения	5	13
2	в настоящее время	1	10
3	то же время	6	8
4	в его целом	3	8
5	в то же	6	8
6	на самом деле	1	6
7	до сих пор	4	6
8	не может быть	4	5
9	по отношению к	1	4
10	одной стороны и	1	4
11	с одной стороны	3	4
12	во всяком случае	2	4
13	так и в	1	4
14	прежде всего в	1	3
15	в своей статье	2	3
16	и не может	1	2
17	в своей книге	2	2
18	в строгом смысле	1	2
19	как если бы	1	2
20	в большинстве случаев	1	2
21	в том чтобы	1	2
22	но в то	3	2
23	все более и	1	2
24	более и более	1	2
25	в связи со	1	2
26	в целом ряде	1	2
27	влияние и на	1	2
28	того или иного	1	2
29	как и всякая	1	2
30	не только не	1	2
31	в художественном произведении	1	2
32	как мы видели	2	2
33	художественных функций в	1	1
34	вполне понятно что	2	1
35	проникнуть во все	1	1
36	еще далеко не	1	1
37	это резко отличает	1	1
38	в изобразительных искусствах	1	1
39	в чем же	1	1
40	теорий и философий	1	1
41	совершенно неправильно в	1	1
42	и во всех	3	1
43	вышедшая в году	1	1
44	в том что	1	1
45	но и в	4	1
46	на самом же	1	1
47	в этом отношении	3	1
48	для этого прежде	1	1
49	несмотря на их	1	1
50	на первом плане	3	1
51	в этой смене	1	1
52	иногда и в	1	1
53	этого прежде всего	1	1
54	и в то	2	1
55	глубокое миросозерцательное значение	1	1
56	по сравнению с	2	1
57	традиции то она	1	1
58	все же в	3	1
59	в нашу задачу	1	1
60	всех своих моментах	1	1
61	что касается до	1	1
62	в новое время	1	1
63	с другой стороны	3	1
64	самом же деле	1	1
65	самом деле в	1	1
66	именно в том	1	1
67	в общем не	1	1
68	не могла не	1	1
69	определяется прежде всего	1	1
70	во всех своих	1	1
71	нам важно лишь	1	1
72	так и на	2	1
73	все это в	1	1
74	всем миром и	1	1
75	не только с	1	1
76	нужно сказать что	3	1
77	неправильно в духе	1	1
78	и все остальные	1	1
79	но все же	2	1
80	в жизни этих	1	1
81	как своего рода	1	1
82	и вступает в	1	1
83	но даже и	2	1
84	к действительности и	1	1
85	не только на	1	1
86	миросозерцательное значение это	1	1
87	в предисловии к	1	1
88	и ни на	1	1
89	громадное влияние на	1	1
90	выходит за пределы	1	1
91	наконец в году	1	1
92	место в его	1	1
