N	2gram	Losev_Dial_4	Hudozhes
1	том что	10	16
2	и в	15	14
3	так и	5	13
4	не только	8	12
5	при этом	2	12
6	о том	5	12
7	в том	11	12
8	а не	18	12
9	и т	17	11
10	в себе	8	11
11	в этом	11	11
12	прежде всего	11	11
13	в своей	3	10
14	то же	9	9
15	как и	7	9
16	что он	7	9
17	в качестве	2	9
18	в этой	4	8
19	как в	3	8
20	то что	16	8
21	же время	6	8
22	ничего не	17	8
23	в его	4	8
24	в то	6	8
25	еще не	4	7
26	это не	12	7
27	не в	8	7
28	личности в	5	7
29	быть может	1	7
30	уже не	9	7
31	именно в	5	7
32	не может	11	7
33	как бы	14	7
34	а в	1	7
35	человека в	1	6
36	было бы	9	6
37	никогда не	2	6
38	жизни в	1	6
39	что в	7	6
40	с его	5	5
41	перед нами	6	5
42	но в	3	5
43	об этом	3	5
44	ни в	8	5
45	точки зрения	14	5
46	не менее	2	5
47	и его	7	5
48	потому что	10	5
49	к себе	1	5
50	и он	1	5
51	можно было	1	5
52	только в	7	5
53	может быть	17	5
54	но и	4	5
55	в частности	2	5
56	к жизни	3	5
57	в аспекте	2	5
58	жизни и	4	5
59	к другому	1	4
60	мы уже	3	4
61	и о	8	4
62	в ней	5	4
63	в своем	5	4
64	то в	5	4
65	в самом	2	4
66	та же	3	4
67	на то	5	4
68	что она	5	4
69	он не	1	4
70	и с	4	4
71	тем не	2	4
72	с ним	3	4
73	она не	4	4
74	связи с	1	4
75	как будто	2	4
76	в духе	1	4
77	и это	8	4
78	картина мира	1	4
79	можно сказать	5	4
80	того что	13	4
81	один из	4	4
82	себя в	2	4
83	из них	2	4
84	в я	1	4
85	в конце	1	4
86	как раз	4	4
87	не было	2	4
88	и все	11	4
89	бытия и	4	4
90	только что	2	4
91	т е	46	4
92	и от	1	4
93	речь идет	1	3
94	с точки	9	3
95	едва ли	3	3
96	видит в	1	3
97	говорить о	11	3
98	и на	5	3
99	в ее	2	3
100	отнюдь не	4	3
101	идет о	1	3
102	как к	1	3
103	все же	2	3
104	но он	1	3
105	в нем	5	3
106	т д	15	3
107	и по	2	3
108	на этом	3	3
109	лишь в	2	3
110	его в	1	3
111	с этим	3	3
112	даже в	1	3
113	в своих	1	3
114	такой же	1	3
115	она в	3	3
116	все эти	3	3
117	та или	3	3
118	или иная	2	3
119	тем что	2	3
120	как мы	1	3
121	того чтобы	5	3
122	в пределах	1	3
123	и когда	2	3
124	том как	2	3
125	если бы	6	3
126	о нем	2	3
127	будто бы	1	3
128	как его	1	3
129	и даже	6	3
130	со стороны	3	3
131	превращается в	1	3
132	то и	2	3
133	однако и	1	3
134	в связи	1	3
135	и для	5	3
136	от него	3	3
137	или не	4	3
138	может и	2	3
139	я и	1	2
140	говоря о	1	2
141	же как	1	2
142	на самом	1	2
143	только потому	3	2
144	в их	3	2
145	той же	5	2
146	для своего	1	2
147	мы не	9	2
148	вопрос о	2	2
149	к своему	2	2
150	не нужно	2	2
151	и личность	1	2
152	но как	2	2
153	себе и	2	2
154	его я	1	2
155	в одной	1	2
156	хотя и	6	2
157	или иную	2	2
158	жизни эта	1	2
159	так или	1	2
160	жизни так	1	2
161	как он	1	2
162	жизнью и	1	2
163	когда все	1	2
164	в первую	1	2
165	однако в	2	2
166	не бывает	1	2
167	речь в	1	2
168	а его	1	2
169	ясно что	11	2
170	того или	2	2
171	по себе	13	2
172	одной из	2	2
173	все равно	2	2
174	должно быть	2	2
175	от себя	2	2
176	что я	5	2
177	все это	9	2
178	для нее	2	2
179	как все	1	2
180	и потом	1	2
181	бы на	1	2
182	не раз	2	2
183	и другое	2	2
184	не о	4	2
185	не имеет	14	2
186	одна из	1	2
187	на себе	5	2
188	с и	1	2
189	чужой жизни	1	2
190	заметить что	1	2
191	что на	2	2
192	не знаем	1	2
193	с ее	10	2
194	в землю	1	2
195	в себя	5	2
196	никак не	2	2
197	и что	9	2
198	его жизни	1	2
199	говорить об	2	2
200	и об	3	2
201	в него	1	2
202	но с	1	2
203	с ними	4	2
204	и потому	3	2
205	с другим	1	2
206	и так	2	2
207	поэтому и	1	2
208	так что	6	2
209	за ним	1	2
210	ту или	2	2
211	а то	1	2
212	на том	1	2
213	или иначе	2	2
214	ему не	1	2
215	с той	2	2
216	себя и	3	2
217	что не	3	2
218	до конца	1	2
219	человек в	1	2
220	или с	1	2
221	ближе к	1	2
222	на фоне	1	2
223	вся жизнь	1	2
224	как кажется	1	2
225	в человеке	2	2
226	что же	2	2
227	да и	2	2
228	в это	1	2
229	и не	30	2
230	с этой	2	2
231	своей жизни	1	2
232	только для	3	2
233	нет ничего	6	2
234	в результате	6	2
235	о котором	1	2
236	то о	1	2
237	личности и	10	2
238	не знает	1	2
239	легко заметить	1	2
240	этот момент	3	2
241	это так	1	2
242	которая не	2	2
243	ни души	1	1
244	говорили о	1	1
245	а между	1	1
246	смысле слова	1	1
247	можно говорить	2	1
248	в сфере	5	1
249	человека и	2	1
250	только теперь	2	1
251	и то	3	1
252	тех же	2	1
253	это и	9	1
254	всего это	1	1
255	причем все	1	1
256	достоевского в	1	1
257	он всегда	2	1
258	исходит из	1	1
259	ведь и	2	1
260	видеть в	1	1
261	то самое	2	1
262	личности то	1	1
263	также и	4	1
264	его не	1	1
265	что уже	2	1
266	происходит это	2	1
267	своими корнями	1	1
268	есть нечто	2	1
269	в каждый	1	1
270	в сущности	5	1
271	но она	1	1
272	с детства	1	1
273	я не	5	1
274	ты для	1	1
275	хотя бы	4	1
276	событий и	1	1
277	же что	3	1
278	это время	1	1
279	на них	1	1
280	можно понять	1	1
281	в чем	8	1
282	без которого	1	1
283	не требует	1	1
284	мы еще	2	1
285	бы в	4	1
286	явлений и	1	1
287	к слову	1	1
288	есть по	2	1
289	и чужой	1	1
290	в общем	1	1
291	отношение к	1	1
