N	3gram	Ircho_Kome_3	StatiiOP
1	в том что	9	11
2	и т п	3	6
3	то обстоятельство что	2	5
4	по крайней мере	1	4
5	с точки зрения	3	4
6	в этом отношении	2	4
7	то время как	2	4
8	во всяком случае	3	4
9	с другой стороны	2	4
10	о том что	4	4
11	в то время	2	4
12	состоит в том	2	3
13	в г в	1	3
14	в конце концов	2	3
15	в связи с	3	3
16	то же время	4	3
17	на то что	1	3
18	в то же	4	3
19	потому что он	1	2
20	это не так	1	2
21	до сих пор	9	2
22	в том чтобы	1	2
23	себе отчет в	1	2
24	с одной стороны	3	2
25	и в этом	1	2
26	с самого начала	4	2
27	по этому поводу	1	2
28	но все же	2	2
29	мы имеем в	1	2
30	в течение всей	1	2
31	к тому что	1	2
32	тем не менее	3	2
33	независимо от того	1	2
34	и т д	1	2
35	можно сказать что	1	1
36	время его пребывания	1	1
37	на себя внимание	1	1
38	у целого ряда	1	1
39	и для самого	1	1
40	более или менее	1	1
41	в самом деле	6	1
42	можно спорить о	1	1
43	нет ни одного	1	1
44	так что он	1	1
45	то же самое	3	1
46	не было и	1	1
47	говоря уже о	1	1
48	вместе с тем	3	1
49	и если бы	1	1
50	в этой комедии	1	1
51	в частности на	1	1
52	об этом не	1	1
53	с этой точки	1	1
54	его пребывания в	1	1
55	вместе с ним	2	1
56	и в частности	1	1
57	на мой взгляд	1	1
58	как раз в	1	1
59	в самом начале	1	1
60	к ней и	1	1
61	обращает на себя	1	1
62	и с его	1	1
63	в том же	1	1
64	которым он хочет	1	1
65	в некоторых случаях	1	1
66	из его современников	1	1
67	то что он	1	1
68	в пятом акте	1	1
69	так или иначе	2	1
70	и сам он	1	1
71	и здесь история	1	1
72	мы подходим к	1	1
73	сомнения в том	1	1
74	в свое время	1	1
75	этой точки зрения	1	1
76	эти слова с	1	1
77	молодой человек в	1	1
78	а то что	1	1
79	одной стороны он	1	1
80	при его жизни	1	1
81	его отношение к	1	1
82	в свою очередь	6	1
83	к этому времени	1	1
84	что у него	1	1
85	и в самом	3	1
86	во время его	1	1
87	речь идет о	3	1
88	не менее в	1	1
89	в известной степени	2	1
90	что в смысле	1	1
91	тому как мы	1	1
92	вопрос о том	1	1
93	на пути к	1	1
94	из них есть	1	1
95	вовсе не является	1	1
96	для того чтобы	6	1
97	мы сталкиваемся с	1	1
98	спорить о том	1	1
99	не говоря уже	1	1
100	должно было бы	1	1
