N	3gram	Propp_Isto_4	Formalny
1	не может быть	4	14
2	и т д	24	6
3	в зависимости от	1	5
4	с другой стороны	4	5
5	подобно тому как	1	4
6	и не может	1	4
7	в данном случае	3	4
8	в связи с	2	4
9	в большинстве случаев	1	4
10	потому что он	1	3
11	то же самое	2	3
12	вместе с тем	1	3
13	одни и те	1	3
14	и те же	1	3
15	но уже в	1	2
16	о том как	1	2
17	мы увидим что	2	2
18	как и все	1	2
19	может быть только	1	2
20	мы видели что	3	2
21	мы не можем	1	2
22	так и в	2	2
23	вовсе не в	1	2
24	к тому что	1	2
25	тем не менее	2	2
26	мы уже знаем	1	2
27	смысле этого слова	2	2
28	как мы видели	3	2
29	и даже в	1	1
30	а в его	1	1
31	что в этом	1	1
32	говорит об этом	2	1
33	могут быть определены	1	1
34	вовсе не есть	1	1
35	ни к каким	1	1
36	что в данном	1	1
37	в этом случае	3	1
38	в своей работе	1	1
39	таким образом между	1	1
40	но для нас	1	1
41	знаем что этот	1	1
42	нужно прибавить что	1	1
43	тому как в	1	1
44	друг на друга	1	1
45	данном случае с	1	1
46	одна из них	1	1
47	и с помощью	1	1
48	до сих пор	5	1
49	мы подойдем к	1	1
50	так как он	2	1
51	и в других	1	1
52	если мы подойдем	1	1
53	т е в	3	1
54	так же как	12	1
55	не потому что	1	1
56	не только в	2	1
57	что в американских	1	1
58	нам важно установить	1	1
59	и вместе с	1	1
60	так и с	1	1
61	мере того как	1	1
62	не в том	1	1
63	с нашей точки	1	1
64	в наши задачи	1	1
65	том что они	1	1
66	а не только	1	1
67	но так как	1	1
68	о том что	2	1
69	т е к	2	1
70	объясняется тем что	1	1
71	но все же	4	1
72	нашей точки зрения	1	1
73	можно сказать что	1	1
74	между жизнью и	1	1
75	мы имеем в	2	1
76	на то что	3	1
77	т д нам	1	1
78	увидим что в	1	1
79	в этих случаях	7	1
80	в том числе	1	1
81	не удается но	1	1
82	как и в	1	1
83	по мере того	1	1
84	идет не от	1	1
