N	2gram	Losev_Vlad_1	Mirosoze
1	и в	31	46
2	в нем	4	22
3	у него	15	22
4	может быть	6	21
5	в этом	14	20
6	не только	24	18
7	и не	17	18
8	никогда не	9	18
9	для него	7	18
10	во имя	1	16
11	но и	19	15
12	не может	6	15
13	человека в	1	14
14	как и	4	13
15	а не	1	13
16	не есть	1	13
17	друг друга	1	12
18	прежде всего	1	12
19	потому что	11	12
20	и он	3	11
21	не было	5	11
22	но он	5	11
23	в ней	1	11
24	у нас	6	11
25	но в	12	10
26	в себе	4	10
27	он не	10	10
28	он был	14	9
29	не в	5	9
30	и есть	1	8
31	отношение к	3	8
32	в своем	4	8
33	любовь к	1	8
34	так как	8	8
35	она не	1	8
36	но это	3	8
37	человеческой природы	1	7
38	как в	3	7
39	и к	6	7
40	в нашем	4	7
41	в этой	4	7
42	любви к	1	7
43	хотя бы	2	7
44	и потому	6	7
45	и для	2	7
46	что он	12	7
47	вопрос о	1	6
48	он сам	2	6
49	и здесь	3	6
50	во власти	1	6
51	жизнь в	2	6
52	так же	1	6
53	того что	2	6
54	жизни и	5	6
55	то же	6	5
56	есть не	1	5
57	я не	4	5
58	не способен	1	5
59	совсем не	4	5
60	в самом	2	5
61	и вот	3	5
62	что она	2	5
63	что все	2	5
64	бога и	2	5
65	в своей	4	5
66	в отношении	3	5
67	в конце	9	5
68	во всем	4	5
69	и его	7	5
70	к тому	3	5
71	и это	2	5
72	те же	1	5
73	это не	1	5
74	один из	4	5
75	в его	12	5
76	для того	2	5
77	то что	18	5
78	и все	4	5
79	также и	10	4
80	с его	11	4
81	у них	1	4
82	его на	2	4
83	чем у	1	4
84	в жизни	3	4
85	том что	14	4
86	жизнь и	3	4
87	тому что	1	4
88	того чтобы	2	4
89	способен к	1	4
90	что у	4	4
91	так и	6	4
92	ума и	2	4
93	себя в	4	4
94	в социализме	2	4
95	уже не	3	4
96	что и	5	4
97	в свою	1	4
98	до конца	1	4
99	самого себя	1	4
100	в бога	1	4
101	что в	14	4
102	все что	2	4
103	это и	2	3
104	той же	2	3
105	и самого	1	3
106	и на	3	3
107	иное как	1	3
108	в чем	2	3
109	менее всего	1	3
110	он в	3	3
111	как он	4	3
112	душу и	1	3
113	в россии	4	3
114	в каждом	1	3
115	не будет	1	3
116	и с	14	3
117	на все	2	3
118	с самим	1	3
119	на почве	1	3
120	ни в	2	3
121	в них	2	3
122	в высшей	1	3
123	всю жизнь	3	3
124	для чего	1	3
125	и тогда	1	3
126	не мог	3	3
127	любовь и	1	3
128	не для	1	3
129	любви и	1	3
130	и против	1	3
131	что иное	1	3
132	и всегда	3	3
133	по своей	4	3
134	только с	1	3
135	себя и	1	3
136	не существует	1	3
137	было в	1	3
138	если бы	1	3
139	с ним	5	3
140	и перед	1	3
141	о том	11	3
142	не стоит	1	3
143	и во	1	3
144	и можно	2	3
145	что они	3	3
146	к которой	1	3
147	в том	11	3
148	только в	9	3
149	и никогда	2	3
150	тем что	2	3
151	от того	1	3
152	русской истории	2	3
153	с которым	2	3
154	тогда только	1	3
155	не знал	1	3
156	жизни в	1	3
157	и от	5	3
158	отношении к	1	3
159	сказать что	7	3
160	социализма и	1	3
161	не что	1	3
162	в своих	5	3
163	отношения к	1	2
164	в обычном	1	2
165	когда человек	1	2
166	поэтому он	1	2
167	не имеют	1	2
168	и за	2	2
169	ему принадлежат	1	2
170	который был	2	2
171	но она	3	2
172	не был	5	2
173	он переживает	1	2
174	во всех	1	2
175	россии и	2	2
176	то он	6	2
177	к богу	1	2
178	по отношению	1	2
179	себе и	1	2
180	не хотел	1	2
181	она есть	1	2
182	как к	2	2
183	хотя и	4	2
184	говорит что	4	2
185	то в	1	2
186	в которой	4	2
187	момент его	1	2
188	и тот	2	2
189	и те	1	2
190	если он	1	2
191	но на	3	2
192	и если	5	2
193	на его	3	2
194	этого вопроса	1	2
195	не к	1	2
196	одной и	1	2
197	на этом	2	2
198	лишь в	2	2
199	если я	1	2
200	а за	1	2
201	чем в	1	2
202	в этих	1	2
203	точки зрения	2	2
204	в который	1	2
205	ее в	1	2
206	место в	2	2
207	от его	1	2
208	то перед	1	2
209	и той	1	2
210	мир и	1	2
211	но эта	1	2
212	которые в	1	2
213	бог есть	1	2
214	сам он	1	2
215	в атмосфере	1	2
216	правда в	1	2
217	чем не	2	2
218	нет смысла	1	2
219	ничего не	3	2
220	к ней	4	2
221	связи с	1	2
222	было не	1	2
223	человека что	1	2
224	к себе	2	2
225	нет ни	1	2
226	был для	3	2
227	мысль о	1	2
228	он так	2	2
229	человека он	1	2
230	еще в	4	2
231	в разных	1	2
232	вот почему	1	2
233	и поэтому	1	2
234	и что	6	2
235	нас в	1	2
236	к нему	4	2
237	свобода и	1	2
238	но с	1	2
239	тот же	3	2
240	мы увидим	3	2
