N	2gram	Losev_Dial_1	Istorich
1	и в	18	24
2	не только	13	21
3	что он	11	21
4	и т	21	17
5	т д	19	16
6	этих случаях	1	16
7	т е	25	16
8	может быть	17	14
9	не может	12	14
10	что в	13	13
11	в этих	5	13
12	мы имеем	2	12
13	как в	2	12
14	в этом	12	12
15	но и	7	11
16	это не	9	10
17	том что	9	10
18	и что	12	10
19	у него	1	10
20	мы видим	4	10
21	а в	5	10
22	все же	5	9
23	с другой	6	9
24	не в	6	9
25	о том	4	9
26	потому что	14	9
27	и другие	1	9
28	то же	10	8
29	еще не	2	8
30	показывает что	1	8
31	что и	3	8
32	так как	11	8
33	другой стороны	4	8
34	а не	14	8
35	все это	11	8
36	во всех	1	7
37	то что	13	7
38	в первую	2	7
39	таким образом	1	7
40	к нему	8	7
41	что здесь	2	7
42	один из	3	7
43	в том	9	7
44	вместе с	1	7
45	что это	11	6
46	но не	4	6
47	как он	4	6
48	в нем	16	6
49	он не	3	6
50	всех этих	3	6
51	об этом	4	6
52	как и	2	6
53	для нас	1	6
54	и все	3	6
55	а именно	1	6
56	того что	2	6
57	только в	3	6
58	так же	4	6
59	с этой	2	6
60	мы увидим	2	6
61	то это	4	5
62	в чем	6	5
63	с одной	2	5
64	отношение к	5	5
65	но в	6	5
66	что она	7	5
67	здесь мы	1	5
68	не менее	2	5
69	с ним	6	5
70	дело не	2	5
71	ничего не	17	5
72	так и	9	5
73	одной стороны	2	5
74	там где	1	5
75	видно что	1	5
76	тот кто	2	5
77	же как	2	4
78	он может	1	4
79	мы уже	1	4
80	мы не	1	4
81	первый взгляд	1	4
82	как бы	11	4
83	при этом	1	4
84	мы можем	4	4
85	но все	3	4
86	не всегда	1	4
87	на первый	1	4
88	точки зрения	17	4
89	в их	3	4
90	тем не	1	4
91	по существу	1	4
92	не имеет	15	4
93	никогда не	9	4
94	и говорит	1	4
95	так в	1	4
96	что у	1	4
97	то не	2	4
98	в брак	1	4
99	представления о	1	4
100	а она	1	4
101	ли он	1	4
102	то и	2	4
103	вовсе не	7	4
104	ее на	2	4
105	если не	1	4
106	в данном	3	4
107	за него	1	4
108	в состоянии	1	4
109	и не	30	4
110	мы должны	5	4
111	есть и	5	4
112	например в	1	3
113	и он	5	3
114	в различных	1	3
115	себе и	2	3
116	тоже не	2	3
117	что они	3	3
118	эта связь	1	3
119	этой стороны	2	3
120	кроме того	1	3
121	хотя и	4	3
122	когда он	1	3
123	и наконец	1	3
124	из этих	2	3
125	или она	1	3
126	в дальнейшем	5	3
127	на то	5	3
128	если он	1	3
129	и если	1	3
130	после этого	1	3
131	том чтобы	1	3
132	и по	1	3
133	его в	1	3
134	уже знаем	1	3
135	кажется что	1	3
136	в них	3	3
137	и становится	1	3
138	представление о	1	3
139	знаем что	1	3
140	вопрос о	2	3
