N	2gram	Bakhtin_Pr_3	Sovremen
1	не может	2	17
2	может быть	12	12
3	точки зрения	4	12
4	таким образом	6	11
5	мы не	4	9
6	в каждом	4	8
7	в этом	8	7
8	не можем	1	7
9	и в	53	7
10	мы можем	5	6
11	ничего не	6	6
12	как и	11	6
13	и не	15	6
14	в результате	1	6
15	и наконец	2	5
16	все эти	9	5
17	прежде всего	15	5
18	с точки	2	5
19	в условиях	4	5
20	в дальнейшем	7	4
21	в зависимости	2	4
22	зависимости от	2	4
23	нет и	1	4
24	мы должны	4	4
25	в том	14	4
26	в целом	1	4
27	из них	4	4
28	так как	7	4
29	мы видели	2	4
30	не только	4	4
31	в развитии	3	4
32	с помощью	1	4
33	как бы	14	4
34	вместе с	2	4
35	это не	6	4
36	их в	2	4
37	а в	2	4
38	жизни и	9	4
39	ли мы	1	3
40	с самого	3	3
41	то же	6	3
42	и т.д	2	3
43	но мы	1	3
44	видели что	2	3
45	его развития	1	3
46	еще не	5	3
47	но в	5	3
48	он в	2	3
49	у каждого	1	3
50	в этой	1	3
51	в себе	5	3
52	уже в	2	3
53	как он	2	3
54	что она	1	3
55	ведь это	1	3
56	в конце	3	3
57	в нем	10	3
58	при этом	3	3
59	на этой	1	3
60	было бы	5	3
61	а не	11	3
62	и потому	5	3
63	не в	2	3
64	все это	8	3
65	самого начала	4	3
66	не подлежит	1	3
67	одна из	7	3
68	и все	10	3
69	поэтому мы	1	3
70	и к	5	3
71	в области	3	3
72	как мы	5	2
73	той же	5	2
74	времени и	2	2
75	каждого из	2	2
76	на этом	1	2
77	и даже	2	2
78	говорить о	2	2
79	и что	1	2
80	и во	4	2
81	подлежит сомнению	1	2
82	в которую	1	2
83	в его	8	2
84	с этим	2	2
85	развития но	1	2
86	быть и	2	2
87	некоторое время	1	2
88	только один	1	2
89	в самом	2	2
90	по мнению	1	2
91	в которой	2	2
92	не будем	3	2
93	что это	2	2
94	из этих	1	2
95	и пространства	1	2
96	со всеми	8	2
97	и они	2	2
98	уже не	1	2
99	так сказать	5	2
100	на его	3	2
101	тем не	2	2
102	который как	1	2
103	всяком случае	1	2
104	у него	1	2
105	и по	3	2
106	отличие от	1	2
107	что все	1	2
108	значение в	4	2
109	конечно в	2	2
110	или иной	1	2
111	развития в	1	2
112	в некоторых	4	2
113	жизненной силы	1	2
114	в один	2	2
115	из которых	1	2
116	в отличие	1	2
117	знаем что	1	2
118	о жизни	1	2
119	не менее	3	2
120	можно назвать	2	2
121	этих двух	2	2
122	в науке	1	2
123	еще более	5	2
124	мы видим	2	2
125	не дает	1	2
126	тот же	2	2
127	могут быть	4	2
128	же самое	1	2
129	что в	2	2
130	если же	1	2
131	в таком	2	2
132	во всяком	1	2
133	а может	1	1
134	дальнейшем мы	1	1
135	новое время	4	1
136	и это	3	1
137	своего развития	1	1
138	человека и	7	1
139	появляются новые	1	1
140	с ее	1	1
141	через все	2	1
142	на другой	1	1
143	на самом	1	1
144	это и	1	1
145	но тем	1	1
146	что приводило	1	1
147	между двумя	1	1
148	здесь и	4	1
149	характерное для	2	1
150	отношению к	1	1
151	и до	5	1
152	в мире	5	1
153	можно было	1	1
154	мы уже	5	1
155	есть не	1	1
156	здесь нет	1	1
157	во многом	2	1
158	мы имеем	1	1
159	и всюду	1	1
160	смысле можно	1	1
161	теперь мы	4	1
162	это что	1	1
163	мы в	1	1
164	что уже	2	1
165	поэтому в	1	1
166	и вообще	3	1
167	с человеком	1	1
168	но такая	1	1
169	что иное	1	1
170	и действительно	1	1
171	и ни	1	1
172	и живой	1	1
173	то они	1	1
174	того же	2	1
175	подчеркнуть что	3	1
176	о том	2	1
177	в ней	7	1
178	и та	1	1
179	которую можно	3	1
180	на них	1	1
181	он сам	4	1
182	все его	2	1
183	иное как	1	1
184	же время	5	1
185	его в	2	1
186	с его	2	1
187	во всех	12	1
188	но конечно	1	1
189	как нет	1	1
190	но не	5	1
191	к этому	4	1
192	мы будем	1	1
193	по отношению	2	1
194	а потому	1	1
195	во всей	4	1
196	крайней мере	1	1
197	большинство других	1	1
198	один и	1	1
199	всю эту	1	1
200	все время	1	1
201	говорить только	1	1
202	независимо от	1	1
203	форму и	1	1
204	более и	1	1
205	один из	6	1
206	кроме того	3	1
207	от общей	1	1
208	одной из	4	1
209	это просто	1	1
210	только в	4	1
211	для ее	3	1
212	форму этого	1	1
213	до наших	3	1
214	но ведь	1	1
215	и тот	3	1
216	конечно не	4	1
217	и у	7	1
218	xviii и	2	1
219	в большинстве	4	1
220	только на	1	1
221	пусть это	1	1
222	сохраняя при	1	1
223	форму которая	1	1
224	в начале	2	1
225	и если	3	1
226	всеми ее	1	1
227	он не	3	1
228	конечно нет	1	1
229	и еще	1	1
230	и их	2	1
231	к одному	2	1
