N	3gram	Tiupa_Disk_1	Hudozhes
1	по отношению к	9	10
2	в отличие от	4	7
3	не сводится к	2	6
4	то же время	4	6
5	в то же	3	6
6	более или менее	2	5
7	с другой стороны	3	5
8	той или иной	3	5
9	в том что	13	5
10	состоит в том	2	4
11	и того же	2	3
12	с точки зрения	1	3
13	одно и то	1	3
14	одного и того	2	3
15	по сути своей	2	3
16	и то же	1	3
17	несет в себе	1	3
18	в конечном счете	1	3
19	тем не менее	1	3
20	того или иного	1	3
21	можно сказать что	2	3
22	в этом смысле	1	3
23	и не могло	1	2
24	мы имеем дело	2	2
25	в том и	1	2
26	причастной вненаходимости бахтин	1	2
27	тот или иной	2	2
28	в таком случае	1	2
29	и в то	1	2
30	значении этого термина	2	2
31	в основе своей	2	2
32	в противном случае	1	2
33	сказания или анекдота	1	2
34	до известной степени	1	2
35	как уже говорилось	1	2
36	в значительной степени	2	2
37	не могло быть	1	2
38	в рамках которого	1	2
39	с одной стороны	9	2
40	является своего рода	1	2
41	кто говорит и	1	2
42	уготованной ему позиции	1	2
43	в равной степени	1	2
44	а с другой	3	2
45	в свою очередь	3	2
46	тем или иным	1	2
47	отношения к сообщаемому	1	2
48	в эстетический объект	1	2
49	вокруг я героя	1	2
50	том числе и	2	2
51	индивидуального речевого замысла	2	2
52	по сути дела	2	2
53	в том числе	2	2
54	в силу своей	2	2
55	и прежде всего	1	2
56	со стороны адресата	1	2
57	и в форме	2	2
58	как к содержанию	2	2
59	автора и читателей	1	2
60	нейтральное к языку	1	1
61	по своей природе	2	1
62	устремленный от одного	1	1
63	только раскрывают содержание	1	1
64	в нем определенные	1	1
65	к однозначности и	1	1
66	произнесения сказания субъект	1	1
67	при этом остается	1	1
68	о коммуникативной природе	1	1
69	оно не предполагает	1	1
70	судьбой предопределенной ему	1	1
71	рекоша но от	1	1
72	определяется предметом целью	3	1
73	рода механизмом активизации	1	1
74	говорящий здесь только	1	1
75	останется не реализованной	1	1
76	в е годы	2	1
77	его вступление в	1	1
78	являет собой лишь	1	1
79	нравственный закон собственно	1	1
80	в чистом виде	1	1
81	события на поучающего	1	1
82	убеждения организующего учительный	1	1
83	они бытуют как	1	1
84	форм высказывания в	1	1
85	потому нейтральное к	1	1
86	мира которая своей	1	1
87	в качестве текстовой	1	1
88	отделен от своей	1	1
89	но от божья	1	1
90	виде целенаправленно устремленный	1	1
91	определена как регулятивная	1	1
92	нами не как	1	1
93	в хх веке	1	1
94	непреложный и неоспоримый	1	1
95	как ценностного центра	1	1
96	и слушающих общим	1	1
97	прежде всего в	1	1
98	перед ним определенные	1	1
99	мира в притче	1	1
100	одним и тем	1	1
101	отношении к предмету	1	1
102	готовом стабильно дифференцированном	1	1
103	ощущаться завершенная и	1	1
104	регулятивная отношение слушателя	1	1
105	да и персонажи	1	1
106	мы строим свою	1	1
107	высказывания в их	1	1
108	подобно тому как	2	1
109	порой фактически точными	1	1
110	то она здесь	1	1
111	слово общенародной хвалы	1	1
112	языком ставят перед	1	1
113	слове писал бахтин	1	1
114	судьба выражает внеличную	1	1
115	действующие лица по	1	1
116	универсального опыта к	1	1
117	анекдота ни столь	1	1
118	жанр в свою	1	1
119	индивидуальной жизненной практике	1	1
120	самой ситуации рассказывания	1	1
121	в этом случае	1	1
122	к содержанию сказания	1	1
123	может быть осуществлено	1	1
124	своей природе суть	1	1
125	не предполагает хоровой	1	1
126	слушающих общим знанием	1	1
127	сказания еще не	1	1
128	в одной из	2	1
129	смысле можно говорить	1	1
130	к предмету речи	1	1
131	своей коммуникативной природе	1	1
132	не было и	1	1
133	и кому говорят	1	1
134	предносится целое нашего	1	1
135	даже будучи порой	1	1
136	творится окказиональная случайностная	1	1
137	касается ментальной и	1	1
138	другому что касается	1	1
139	сплетни то есть	1	1
140	предметом целью и	3	1
141	рассказывания а не	2	1
142	раскрывают содержание судьбы	1	1
143	том случае если	1	1
144	когда мы строим	1	1
145	не как объекты	1	1
146	с ее иносказательностью	1	1
147	ни столь свободным	1	1
148	сочинение литературного произведения	1	1
149	завершенная и строго	1	1
150	что он не	1	1
151	это позиция активного	1	1
152	на поучающего и	1	1
153	мира вокруг я	1	1
154	некий нравственный закон	1	1
155	имеем дело не	1	1
156	в самом общем	2	1
157	активного приятия не	1	1
158	или сплетни то	1	1
159	только то что	1	1
160	а по своей	1	1
161	из того что	1	1
162	нечто смешное но	1	1
163	здесь действующие лица	1	1
164	ставят перед ним	1	1
165	слухи или сплетни	1	1
166	коммуникативного события на	1	1
167	лежат в основе	1	1
168	наделенного репродуктивной компетентностью	1	1
169	внеличную сторону индивида	1	1
170	сродни любому иному	1	1
171	но как субъекты	1	1
172	преступается не предначертанность	1	1
173	приобщения к общенародной	1	1
174	для притчи иносказательность	1	1
175	монолог в чистом	1	1
176	и составляющий морализаторскую	1	1
177	том или ином	1	1
178	перед нами не	1	1
179	определенной жанровой схемы	1	1
180	жанра высказывания жанр	1	1
181	и ситуацией высказывания	3	1
182	может быть проделано	1	1
183	в рассказе чехова	1	1
184	в сказании повествуемой	1	1
185	задания реализуют в	1	1
186	дискурсе речевой акт	1	1
187	притчи может быть	1	1
188	в стилевых формах	1	1
189	они хотят и	1	1
190	проделано и рассказывающим	1	1
191	занять уготованной ему	1	1
192	схемы и в	1	1
193	в готовом стабильно	1	1
194	осуществляется или преступается	1	1
195	зависит от жанра	1	1
196	персонажи не выбирают	1	1
197	значении этого слова	1	1
198	присутствует как правило	1	1
199	в форме индивидуального	1	1
200	по крайней мере	2	1
201	есть принадлежат самой	1	1
202	форме индивидуального речевого	1	1
203	в том случае	1	1
204	принципиальная для притчи	1	1
205	ним определенные задания	1	1
206	от жанра высказывания	1	1
207	субъекта объекта и	1	1
208	не от своея	1	1
209	из уст в	1	1
210	любопытное занимательное неожиданное	1	1
211	здесь присутствует как	1	1
212	бытуют как слухи	1	1
213	форме определенной жанровой	1	1
214	чистом виде целенаправленно	1	1
215	известного рода взаимная	1	1
216	предстают перед нами	1	1
217	тогда как в	5	1
218	которые лежат в	1	1
219	очередь определяется предметом	2	1
220	но в таком	1	1
221	извлечения адресатом некоего	1	1
222	своего рода механизмом	1	1
223	едва ли не	2	1
224	слушателя к содержанию	1	1
225	принадлежат самой ситуации	1	1
226	к общему миропорядку	1	1
227	курьезное любопытное занимательное	1	1
228	точными они бытуют	1	1
229	и персонажи сказания	1	1
230	сторону индивида и	1	1
231	читатель может и	1	1
232	прибавить ни убавить	2	1
233	содержит в себе	1	1
234	можно даже сказать	1	1
235	поучающего и поучаемого	1	1
236	индивида и его	1	1
237	монологизированного слова в	1	1
238	и т.д эта	1	1
239	первое может быть	1	1
240	именовал веком героев	1	1
241	связаны с языком	1	1
242	механизмом активизации воспринимающего	1	1
243	изменить ничего нельзя	1	1
244	субъекты этического выбора	1	1
245	общим знанием поэтому	1	1
246	живет в готовом	1	1
247	к другому что	1	1
248	нормативное приложение запечатленного	1	1
249	и строго отграниченная	1	1
250	ментальной и речевой	1	1
251	взаимная условленность конвенциональность	1	1
252	своей судьбы они	1	1
253	и не занять	1	1
254	нем определенные возможности	1	1
255	не утрачивает своей	1	1
256	свободным как к	1	1
257	случае его вступление	1	1
258	сказании повествуемой ситуации	1	1
259	по своим коммуникативным	1	1
260	причастности к общему	1	1
261	может быть признано	1	1
262	являет собой некоторую	1	1
263	может ощущаться завершенная	1	1
264	его поступки только	1	1
265	же время они	1	1
266	обязательно курьезное любопытное	1	1
267	в форме определенной	1	1
268	и его поступки	1	1
269	к содержанию анекдота	1	1
270	быть определена как	3	1
271	искусства не сводится	1	1
272	не более чем	2	1
273	в этом состоит	1	1
274	всегда предносится целое	1	1
275	и потому что	1	1
276	как слухи или	1	1
277	достоверным но не	1	1
278	стабильно дифференцированном и	1	1
279	фактический слушатель читатель	1	1
280	в известном смысле	1	1
281	не предполагает внутренне	1	1
282	коммуникативную стратегию эстетического	1	1
283	картина мира которая	2	1
284	она здесь присутствует	1	1
285	в молчание бахтин	1	1
286	собственно и составляющий	1	1
287	коммуникативного события в	1	1
288	не отделен от	1	1
289	в притче универсального	1	1
290	морализаторскую премудрость притчевого	1	1
291	в евгении онегине	1	1
292	быть осуществлено только	1	1
293	или преступается не	1	1
294	уже не таково	1	1
295	оно живет в	1	1
296	и на его	1	1
297	и как бы	3	1
298	исторически продуктивный тип	1	1
299	встречающихся в дискурсе	1	1
300	имеем дело с	1	1
301	всего к ценностной	1	1
302	суть то что	1	1
303	что касается ментальной	1	1
304	повеленья сказание в	1	1
305	здесь только исполнитель	1	1
306	параметрам сродни любому	1	1
307	лично для себя	1	1
308	в том или	1	1
309	однозначности и прежде	1	1
310	к ценностной однозначности	1	1
311	восприятия со стороны	1	1
