N	2gram	Bakhtin_Pr_3	Tragedij
1	и в	34	18
2	петра верховенского	2	17
3	в романе	1	10
4	в этом	16	9
5	в бесах	1	9
6	не только	10	8
7	он сам	5	7
8	и с	15	7
9	и на	6	7
10	может быть	19	7
11	как бы	27	7
12	и не	29	7
13	но в	16	6
14	и его	16	6
15	же время	12	6
16	что он	23	6
17	у него	4	6
18	то же	14	5
19	все же	7	5
20	что это	5	5
21	он вдруг	1	5
22	это не	5	5
23	как и	18	5
24	несмотря на	1	5
25	в то	12	5
26	в дальнейшем	1	5
27	так и	6	5
28	это очень	1	5
29	не может	19	5
30	у достоевского	13	5
31	а я	10	5
32	я не	7	4
33	еще не	4	4
34	в себе	6	4
35	в целом	5	4
36	в этой	1	4
37	в нем	19	4
38	презрение к	1	4
39	об этом	1	4
40	том что	3	4
41	что я	15	4
42	достоевский не	1	4
43	и что	5	4
44	но и	12	4
45	и даже	7	4
46	прежде всего	15	4
47	так же	8	4
48	но это	4	4
49	все это	16	4
50	что в	7	4
51	и все	19	4
52	то что	11	4
53	достоевского в	3	3
54	в мире	4	3
55	и он	2	3
56	своего рода	2	3
57	эпизод с	2	3
58	отнюдь не	2	3
59	как в	4	3
60	в своем	2	3
61	и как	3	3
62	все эти	4	3
63	при этом	4	3
64	то есть	1	3
65	должно быть	3	3
66	николай всеволодович	2	3
67	что с	3	3
68	о чем	2	3
69	что вы	2	3
70	с ее	3	3
71	и сам	5	3
72	мог бы	2	3
73	жизнь и	2	3
74	с ним	8	3
75	к нему	14	3
76	в его	22	3
77	один из	2	3
78	уже в	3	3
79	записках из	2	3
80	для него	13	3
81	никто не	1	3
82	в конце	5	3
83	как будто	7	3
84	один в	2	3
85	в основном	1	3
86	ставрогина и	2	3
87	если б	2	2
88	ивана карамазова	3	2
89	в первом	1	2
90	и до	1	2
91	что эти	1	2
92	а как	2	2
93	общество в	1	2
94	по замыслу	12	2
95	никогда не	8	2
96	и то	3	2
97	другим в	1	2
98	он был	1	2
99	столь же	2	2
100	в преступлении	2	2
101	с его	6	2
102	ее к	1	2
103	отношение к	6	2
104	отличие от	2	2
105	тут же	1	2
106	не просто	1	2
107	так что	5	2
108	романах достоевского	3	2
109	перед нами	1	2
110	говорит что	1	2
111	я к	2	2
112	в самом	8	2
113	в письмах	1	2
114	бы и	4	2
115	в записках	3	2
116	он не	15	2
117	что же?	1	2
118	но все	5	2
119	что все	4	2
120	его в	4	2
121	знает что	3	2
122	я все	6	2
123	ни в	4	2
124	нет в	2	2
125	с тем	5	2
126	не мог	5	2
127	я ведь	5	2
128	любви и	1	2
129	к ивану	1	2
130	замыслу достоевского	7	2
131	в отличие	2	2
132	вопрос о	2	2
133	но эта	1	2
134	не в	9	2
135	настасья филипповна	5	2
136	что этот	1	2
137	раз и	3	2
138	этими двумя	2	2
139	одна из	1	2
140	я буду	1	2
141	не могут	1	2
142	его за	3	2
143	он и	5	2
144	к тому	5	2
145	и это	4	2
146	но при	1	2
147	в ее	3	2
148	данном случае	1	2
149	он вообще	1	2
150	первого же	1	2
151	еще в	3	2
152	а что	3	2
153	ничего не	4	2
154	лицо его	1	2
155	о том	2	2
156	в глаза	3	2
157	что и	5	2
158	в том	3	2
159	преступлении и	1	2
160	по мнению	1	2
161	между этими	1	2
162	и ее	2	2
163	ставрогина к	2	2
164	на всем	1	2
