N	2gram	Vygotskiy__3	formyVre
1	и в	25	50
2	в этом	14	25
3	в нем	2	24
4	и его	2	16
5	прежде всего	4	15
6	как мы	8	14
7	и не	10	14
8	в его	15	13
9	вовсе не	1	13
10	как раз	1	13
11	по существу	1	12
12	так и	5	12
13	человека и	5	11
14	то же	2	11
15	мы уже	5	11
16	таким образом	17	11
17	может быть	13	11
18	и как	5	10
19	но в	1	10
20	с его	2	9
21	все эти	7	9
22	роль в	1	9
23	не только	6	9
24	в то	4	9
25	в том	23	9
26	в конце	1	9
27	того же	6	8
28	и на	6	8
29	в самом	3	8
30	ни в	9	8
31	но и	4	8
32	и их	3	8
33	как и	15	8
34	характер и	1	7
35	для себя	1	7
36	и во	2	7
37	в условиях	1	7
38	например в	1	6
39	между двумя	2	6
40	во всех	1	6
41	как в	9	6
42	с этим	4	6
43	все же	6	6
44	первый тип	1	6
45	и того	4	6
46	так как	12	6
47	с ее	5	6
48	в ее	1	6
49	в дальнейшем	1	6
50	связи с	9	6
51	в жизни	3	6
52	у него	1	6
53	то что	15	6
54	в частности	4	6
55	не может	6	6
56	так же	17	6
57	в результате	3	6
58	и все	4	6
59	отношению к	2	5
60	и до	1	5
61	время как	4	5
62	еще не	4	5
63	но не	6	5
64	этого типа	1	5
65	и речи	20	5
66	отнюдь не	4	5
67	и у	6	5
68	не в	6	5
69	этот процесс	3	5
70	он не	4	5
71	всех этих	2	5
72	значение в	3	5
73	одного и	4	5
74	в основе	16	5
75	того чтобы	8	5
76	точки зрения	6	5
77	не могло	1	5
78	только и	1	5
79	могут быть	5	5
80	но все	2	5
81	в пределах	1	5
82	если бы	5	5
83	для того	7	5
84	в связи	6	5
85	наряду с	3	5
86	в основном	6	5
87	что в	17	5
88	и то	2	4
89	и это	4	4
90	мы и	2	4
91	в ней	1	4
92	в своем	4	4
93	то время	4	4
94	но на	3	4
95	чтобы они	1	4
96	и с	1	4
97	в них	2	4
98	том что	20	4
99	в котором	3	4
100	в процессе	27	4
101	не имеет	1	4
102	потому что	6	4
103	понятно что	1	4
104	или как	1	4
105	только в	10	4
106	между этими	1	4
107	до конца	1	4
108	на этой	5	4
