1	в том что	6	11
2	и т п	2	6
3	не может быть	3	5
4	в этом смысле	1	4
5	с точки зрения	8	4
6	в то время	3	4
7	по крайней мере	9	4
8	то время как	3	4
9	во всяком случае	2	4
10	в этом отношении	1	4
11	с другой стороны	4	4
12	о том что	4	4
13	не только в	2	3
14	в связи с	4	3
15	не в том	1	3
16	в то же	3	3
17	то же время	4	3
18	но это не	2	3
19	в конце концов	1	3
20	нельзя сказать что	2	2
21	но и в	1	2
22	до сих пор	2	2
23	к тому что	1	2
24	все более и	1	2
25	в том смысле	4	2
26	с самого начала	2	2
27	с одной стороны	1	2
28	и пр в	1	2
29	что в общем	1	2
30	тем не менее	2	2
31	и в этом	1	2
32	и т д	15	2
33	потому что он	2	2
34	что это за	2	2
35	только тогда когда	4	2
36	а потому что	1	2
37	независимо от того	1	2
38	но все же	1	2
39	более и более	1	2
40	в каком смысле	1	2
41	на тему о	1	2
42	заключается в том	1	2
43	и в частности	2	1
44	не менее в	1	1
45	от того что	2	1
46	в той или	2	1
47	то как они	1	1
48	ведет нас к	1	1
49	все эти качества	1	1
50	говоря уже о	2	1
51	я думаю что	1	1
52	крайней мере три	1	1
53	время как в	1	1
54	сказать что он	1	1
55	это вполне понятно	1	1
56	том отношении что	1	1
57	с первого взгляда	2	1
58	ни на что	1	1
59	только что в	1	1
60	и в другом	1	1
61	не может не	3	1
62	том что он	1	1
63	речь идет о	1	1
64	в том отношении	1	1
65	это не может	1	1
66	т е как	1	1
67	на самом деле	1	1
68	каждой из них	1	1
69	на то как	1	1
70	более или менее	2	1
71	приводит к тому	1	1
72	и что такое	1	1
73	и может быть	3	1
74	была бы совершенно	1	1
75	есть и такие	1	1
76	вместе с тем	1	1
77	сам по себе	3	1
78	одних и тех	1	1
79	том что именно	1	1
80	связанные с этим	1	1
81	не говоря уже	2	1
82	то же самое	2	1
83	время во всяком	1	1
84	отличается тем что	1	1
85	собственно говоря даже	1	1
86	сопоставить ее с	1	1
87	об этом мы	1	1
88	одно из многих	1	1
89	в одних и	1	1
90	что это было	1	1
91	сих пор мы	1	1
92	том смысле что	3	1
93	и тех же	1	1
94	так или иначе	2	1
95	как раз в	1	1
96	борис годунов и	1	1
97	того или другого	1	1
98	той или иной	1	1
99	принять во внимание	3	1
100	но и это	1	1
101	в свое время	1	1
102	в самом деле	3	1
103	ни в какой	2	1
104	в некоторых случаях	1	1
105	можно сказать что	3	1
106	того что в	1	1
107	вопрос о том	1	1
108	связи с этим	1	1
109	не было и	1	1
110	дело не в	1	1
111	в другом случае	1	1
112	иметь в виду	2	1
113	то что эти	1	1
114	что несмотря на	1	1
115	не потому что	6	1
116	если принять во	2	1
117	как и вообще	1	1
118	на эти вопросы	1	1
119	сказать несколько слов	1	1
