N	2gram	Vygotskiy__4	Mirosoze
1	и в	20	46
2	в нем	2	22
3	у него	2	22
4	может быть	12	21
5	в этом	24	20
6	не только	15	18
7	и не	8	18
8	никогда не	5	18
9	для него	2	18
10	но и	9	15
11	не может	6	15
12	как и	9	13
13	ведет к	1	13
14	а не	7	13
15	не есть	2	13
16	друг друга	4	12
17	прежде всего	2	12
18	потому что	12	12
19	и он	2	11
20	но он	1	11
21	в ней	2	11
22	у нас	1	11
23	но в	3	10
24	та же	1	10
25	в себе	10	10
26	он не	1	10
27	не в	4	9
28	не знает	2	9
29	и есть	1	8
30	в своем	4	8
31	так как	10	8
32	как бы	7	8
33	но это	1	8
34	человека и	1	7
35	связана с	2	7
36	как в	5	7
37	и к	5	7
38	в нашем	4	7
39	в этой	3	7
40	и потому	1	7
41	и для	4	7
42	что он	6	7
43	вопрос о	1	6
44	что это	2	6
45	и здесь	2	6
46	так же	11	6
47	того что	10	6
48	то же	16	5
49	я не	1	5
50	друг к	1	5
51	совсем не	1	5
52	в самом	6	5
53	привести к	2	5
54	что она	1	5
55	что все	3	5
56	к другу	1	5
57	в своей	7	5
58	в отношении	10	5
59	в конце	1	5
60	есть прежде	1	5
61	во всем	3	5
62	и его	5	5
63	к тому	6	5
64	и это	2	5
65	те же	6	5
66	это не	5	5
67	один из	3	5
68	в его	11	5
69	для того	5	5
70	то что	15	5
71	также и	2	4
72	мысль что	1	4
73	у них	1	4
74	на деле	3	4
75	том что	35	4
76	тому что	4	4
77	не имеет	2	4
78	того чтобы	7	4
79	должен быть	1	4
80	так и	5	4
81	для этого	1	4
82	означает что	1	4
83	в русском	1	4
84	себя в	3	4
85	уже не	1	4
86	вопроса о	2	4
87	что и	9	4
88	в свою	2	4
89	они не	2	4
90	самого себя	2	4
91	человека не	1	4
92	что в	19	4
93	смысле слова	1	3
94	же как	6	3
95	высшей степени	2	3
96	той же	6	3
97	и на	6	3
98	иное как	1	3
99	в чем	3	3
100	как он	4	3
101	идет дальше	1	3
102	не бывает	2	3
103	в каждом	2	3
104	и с	4	3
105	на все	3	3
106	его в	6	3
107	ни в	3	3
108	в высшей	2	3
109	все равно	1	3
110	одна и	1	3
111	и тогда	2	3
112	этого необходимо	1	3
113	в такой	1	3
114	того как	2	3
115	что иное	1	3
116	и всегда	1	3
117	по своей	6	3
118	только с	1	3
119	не существует	1	3
120	было в	1	3
121	если бы	5	3
122	с ним	1	3
123	о том	5	3
124	и во	3	3
125	нет у	1	3
126	что они	14	3
127	в том	42	3
128	только в	10	3
129	тем что	7	3
130	от того	3	3
131	с другим	1	3
132	до сих	1	3
133	к которому	3	3
134	связано с	1	3
135	с которым	2	3
136	нет ничего	1	3
137	тех которые	1	3
138	сих пор	1	3
139	и от	3	3
140	теряет свою	1	3
141	отношении к	1	3
142	на смену	1	3
143	сказать что	6	3
144	не что	1	3
145	в своих	1	3
146	на высшую	2	2
147	не имеют	3	2
148	с таким	3	2
149	его не	1	2
150	в сфере	1	2
151	человека которая	1	2
152	же что	1	2
153	во всех	1	2
154	должно привести	2	2
155	то он	1	2
156	по отношению	1	2
157	себе и	3	2
158	не хотел	1	2
159	нельзя было	1	2
160	в мысли	2	2
161	хотя и	1	2
162	говорит что	3	2
163	в действительности	5	2
164	увидим что	5	2
165	то в	1	2
166	в которой	3	2
167	бы не	1	2
168	и тот	7	2
169	и те	4	2
170	но на	1	2
171	дальше и	2	2
172	этот процесс	6	2
173	на его	3	2
174	этого вопроса	2	2
175	одной и	5	2
176	на этом	3	2
177	еще более	1	2
178	этом он	1	2
179	в единую	1	2
180	то все	1	2
181	не всегда	1	2
182	чем в	3	2
183	должно быть	3	2
184	что путь	1	2
185	не будут	1	2
186	самого последнего	1	2
187	в этих	3	2
188	точки зрения	24	2
189	другим и	1	2
190	нас не	1	2
191	ее в	1	2
192	место в	2	2
193	от его	1	2
194	и той	4	2
195	но эта	1	2
196	которые в	4	2
197	есть еще	1	2
198	что есть	1	2
199	стоит в	1	2
200	тогда когда	8	2
201	ничего не	1	2
202	связи с	3	2
203	в основе	17	2
204	приходит к	3	2
205	можно было	6	2
206	после того	1	2
207	по себе	1	2
208	в разных	1	2
209	и поэтому	3	2
210	и та	1	2
211	и что	8	2
212	и глубже	1	2
213	в сущности	4	2
214	нас в	3	2
215	к нему	2	2
216	все время	4	2
217	подобно тому	2	2
218	мы видим	10	2
219	тот же	9	2
220	мы увидим	1	2
221	между тем	9	2
222	это означает	2	2
223	одни и	3	2
224	так что	3	2
225	же и	1	2
226	уже в	6	2
227	и других	3	2
228	противоречии с	1	2
229	как у	1	2
230	что не	1	2
231	и люди	1	2
232	не означает	3	2
233	личности и	1	2
234	вместе с	8	2
235	такого рода	6	2
236	тому как	2	2
237	это есть	1	2
238	ничего кроме	2	2
239	но для	2	2
240	сознания и	1	2
241	его с	1	2
242	и самое	1	2
243	бы в	3	2
244	а в	2	2
245	к самому	1	2
246	отношением к	1	2
247	но этот	1	2
248	отношению к	1	2
249	и то	10	1
250	приходят к	1	1
251	самом деле	7	1
252	он может	1	1
253	не иначе	1	1
254	почти всегда	3	1
255	должна быть	2	1
256	это прекрасно	1	1
257	процесс а	1	1
258	должно раскрыться	1	1
259	мы не	1	1
260	что если	2	1
261	среды и	1	1
262	но по	1	1
263	говорить о	1	1
264	на практике	1	1
265	и ее	1	1
266	вывод что	1	1
267	и этого	1	1
268	высшую ступень	2	1
269	быть в	1	1
270	и связь	2	1
271	тем как	3	1
272	не оставляет	1	1
273	на определенный	1	1
274	друг на	5	1
275	значение и	1	1
276	только тогда	1	1
277	не все	1	1
278	если в	1	1
279	которые не	2	1
280	с этим	5	1
281	неспособности к	1	1
282	кто не	1	1
283	могли бы	9	1
284	и как	9	1
285	его к	4	1
286	к построению	2	1
287	не быть	1	1
288	явления и	1	1
289	в целом	11	1
290	все эти	5	1
291	во многих	2	1
292	из опыта	1	1
293	раз в	2	1
294	отношение между	1	1
295	только один	1	1
296	на то	5	1
297	в первых	1	1
298	отношение которое	1	1
299	все другие	2	1
300	и другим	1	1
301	когда это	2	1
302	из сферы	1	1
303	он должен	1	1
304	наших глазах	1	1
305	не могли	1	1
306	в плане	1	1
307	он отвергает	1	1
308	но все	1	1
309	совпадают с	1	1
310	же не	2	1
311	и характер	1	1
312	они должны	1	1
313	с целью	1	1
314	входит в	2	1
315	его личности	1	1
316	было бы	8	1
317	всю свою	1	1
318	и тем	8	1
319	не соответствует	2	1
320	к которым	2	1
321	с тем	6	1
322	на друга	5	1
323	которой он	1	1
324	нигде не	1	1
325	внешние условия	1	1
326	в развитии	25	1
327	человека мы	2	1
328	и становится	1	1
329	которую он	2	1
330	но если	1	1
331	что такое	5	1
332	с точки	11	1
333	к одному	6	1
334	в другое	1	1
335	понимал что	1	1
336	это верно	1	1
337	в которых	1	1
338	своего рода	1	1
339	признать что	1	1
340	должны были	1	1
341	значение для	1	1
342	обнаруживается в	1	1
343	и более	7	1
344	их в	2	1
345	он выступает	1	1
346	между двумя	2	1
347	нас к	3	1
348	но они	2	1
349	этими двумя	2	1
350	как о	1	1
351	к этим	2	1
352	раскрыться в	1	1
353	не по	2	1
354	нас нет	1	1
355	и именно	1	1
356	же его	1	1
357	к такому	1	1
358	и весь	1	1
359	своей природе	1	1
360	один путь	1	1
361	на одной	2	1
362	в сознании	4	1
363	того же	9	1
364	до того	1	1
365	исторического процесса	1	1
366	уже и	2	1
367	и делает	1	1
368	что на	2	1
369	в момент	1	1
370	обнаруживают в	1	1
371	не могут	3	1
372	и часто	1	1
373	лежит в	1	1
374	сомневаться в	1	1
375	бы он	1	1
376	отличается от	2	1
377	он видит	2	1
378	по сравнению	4	1
379	и слишком	1	1
380	для себя	1	1
381	тем в	1	1
382	говорит об	1	1
383	слова нельзя	1	1
384	говорили что	1	1
385	приводит к	3	1
386	роль в	4	1
387	им как	2	1
388	и сам	1	1
389	невозможно и	1	1
390	она раскрывает	1	1
391	мог бы	1	1
392	о связи	1	1
393	на что	1	1
394	со словами	3	1
395	связанная с	1	1
396	находится в	1	1
397	средством для	1	1
398	а также	2	1
399	в самой	1	1
400	на вопрос	1	1
401	может не	2	1
402	толстой и	2	1
403	своему значению	3	1
404	это в	2	1
405	невозможны никакие	1	1
406	раньше чем	5	1
407	стоит и	1	1
408	и только	4	1
409	тот момент	1	1
410	происходит в	1	1
411	но так	2	1
412	только одной	1	1
413	характерный для	1	1
414	в какой	3	1
415	которое должно	1	1
416	верно и	1	1
417	всех его	1	1
418	начало в	1	1
419	одних и	1	1
420	в голове	1	1
421	со всеми	3	1
422	не то	1	1
423	к какому	1	1
424	которому он	1	1
425	своей целью	1	1
426	и у	2	1
427	и они	1	1
428	в противоречии	1	1
429	не из	1	1
430	и толстой	1	1
431	моментов в	1	1
432	от тех	3	1
433	смысле этого	7	1
434	для них	1	1
435	но что	3	1
436	человек как	1	1
437	этом отношении	7	1
438	и исторический	1	1
439	пришли к	1	1
440	с другой	12	1
441	вслед за	2	1
442	характерно для	1	1
443	а с	2	1
444	же о	1	1
445	на которые	1	1
446	больше и	1	1
447	к более	1	1
448	также в	1	1
449	бы назвать	2	1
450	отрывается от	1	1
451	о чем	1	1
452	его собственной	1	1
453	ребенок знал	1	1
454	действует в	1	1
455	представляется нам	4	1
456	деле то	1	1
457	ни на	1	1
458	на самом	1	1
459	независимо от	1	1
460	бы заменить	1	1
461	по своему	4	1
462	видит в	1	1
463	сравнению с	3	1
464	это приводит	1	1
465	в той	2	1
466	слова он	2	1
467	а потом	2	1
468	в тот	1	1
469	многих других	1	1
470	распадается на	1	1
471	этого слова	11	1
472	с этой	4	1
473	все это	1	1
474	есть знак	1	1
475	поэтому у	1	1
476	оторвалось от	1	1
477	не нашли	1	1
478	не достигает	1	1
479	формы и	3	1
480	а все	1	1
481	своей собственной	1	1
482	же должно	1	1
483	когда он	3	1
484	то при	2	1
485	целый ряд	5	1
486	из себя	1	1
487	конце концов	1	1
488	мы должны	11	1
489	всякий раз	1	1
490	только что	4	1
491	между ними	4	1
492	имеют своей	2	1
493	связей и	3	1
494	из этого	1	1
495	в свое	2	1
