N	3gram	Bakhtin_sl_1	StatiiOP
1	и т д	5	21
2	в том что	1	17
3	о том что	1	11
4	для того чтобы	1	10
5	и т п	23	9
6	с точки зрения	8	8
7	можно было бы	2	8
8	до сих пор	2	7
9	в этом отношении	1	7
10	в данном случае	3	6
11	с другой стороны	4	6
12	во всяком случае	5	6
13	не может быть	1	5
14	дело в том	1	4
15	то же время	12	4
16	не только в	2	4
17	так и в	3	4
18	того или иного	2	4
19	в то же	12	4
20	то или иное	1	3
21	и в этом	2	3
22	это не значит	1	3
23	т п в	1	3
24	в свое время	1	2
25	да и в	1	2
26	и сам в	1	2
27	в этом случае	2	2
28	и в том	2	2
29	хотя бы и	3	2
30	но и в	1	2
31	может быть и	1	2
32	а иногда и	1	2
33	по крайней мере	1	2
34	но с другой	1	2
35	если бы мы	1	2
36	но в то	4	2
37	с одной стороны	4	2
38	в то время	2	2
39	так или иначе	1	2
40	а также и	1	2
41	же и в	1	2
42	тем не менее	1	2
43	как и в	1	2
44	а между тем	2	1
45	и на этот	1	1
46	не может не	5	1
47	как в отношении	1	1
48	в одном из	1	1
49	в той или	9	1
50	той или иной	9	1
51	в том и	2	1
52	и др а	1	1
53	в лучшем случае	2	1
54	в зависимости от	3	1
55	стиля и языка	1	1
56	бы то ни	1	1
57	каждое из них	1	1
58	и нуждается в	1	1
59	языка и стиля	1	1
60	он в нем	1	1
61	пришлось бы воспроизводить	1	1
62	то время как	2	1
63	в нем может	1	1
64	т п на	1	1
65	с известным правом	1	1
66	и в то	5	1
67	и в отношении	1	1
68	так что они	1	1
69	и не было	1	1
70	во всех этих	1	1
71	в какой степени	1	1
72	а вовсе не	2	1
73	и не могла	1	1
74	таким образом в	3	1
75	и некоторые другие	1	1
76	те или иные	3	1
77	без всяких оговорок	1	1
78	как бы ни	2	1
79	и не может	2	1
80	эпохи и в	1	1
81	бы они ни	1	1
82	они ни были	1	1
83	как в самом	1	1
84	в сущности можно	1	1
85	но это не	1	1
86	к тому что	2	1
87	в узком смысле	10	1
88	в ином стиле	1	1
89	и не в	1	1
90	в основе этой	1	1
91	со всеми его	1	1
