N	2gram	Tiupa_Anal_3	DiskursI
1	в себе	2	19
2	при этом	11	17
3	в этом	14	16
4	как и	14	16
5	состоит в	4	16
6	и в	18	16
7	в качестве	12	16
8	может быть	9	16
9	и не	12	15
10	а не	9	14
11	отличие от	2	12
12	то есть	10	12
13	в отличие	2	12
14	и т.п	5	12
15	в частности	12	12
16	тогда как	20	11
17	но в	2	11
18	представляет собой	5	11
19	в мире	5	11
20	но и	13	11
21	со стороны	9	10
22	не только	22	10
23	том что	12	10
24	своего рода	8	10
25	так и	14	9
26	не может	2	9
27	такого рода	5	9
28	как в	3	8
29	в том	9	8
30	а также	2	8
31	но не	7	7
32	в данном	4	7
33	в рамках	3	7
34	в лирике	2	7
35	картины мира	4	7
36	в нем	2	7
37	художественного письма	1	7
38	не менее	4	7
39	при всей	1	7
40	прежде всего	5	7
41	то же	3	6
42	еще не	6	6
43	с его	8	6
44	данном случае	3	6
45	себя в	4	6
46	отнюдь не	4	6
47	все же	4	6
48	по мысли	1	6
49	в своей	1	6
50	тем самым	4	6
51	по своей	2	6
52	анекдота и	2	6
53	в своих	1	6
54	и на	4	5
55	в противовес	2	5
56	в своем	4	5
57	в противоположность	2	5
58	и притчи	1	5
59	в то	3	5
60	коммуникативного события	11	5
61	с другой	7	5
62	же время	3	5
63	что в	9	5
64	для него	6	5
65	то что	2	5
66	данного жанра	1	5
67	а с	1	5
68	я в	5	5
69	героя в	1	5
70	я и	3	4
71	по отношению	7	4
72	в этой	6	4
73	роль в	3	4
74	человека в	1	4
75	жанровая стратегия	3	4
76	притчи о	4	4
77	в основе	1	4
78	потому что	1	4
79	этом отношении	3	4
80	о том	6	4
81	в пределах	4	4
82	картина мира	4	4
83	одного из	1	4
84	с одной	2	4
85	одно из	1	4
86	в одном	4	4
87	не сводится	1	4
88	картину мира	1	4
89	одной стороны	2	4
90	художественного целого	6	4
91	как бы	10	4
92	ни для	2	4
93	не является	5	4
94	мира и	2	4
95	точки зрения	3	4
96	к его	1	4
97	к этому	3	4
98	отношению к	7	4
99	например в	2	3
100	своего и	1	3
101	и ее	2	3
102	анекдота но	1	3
103	жанровой традиции	2	3
104	в становлении	2	3
105	принадлежит к	4	3
106	жизненной позиции	2	3
107	проявляется в	1	3
108	столь же	4	3
109	к жизни	3	3
110	перед нами	4	3
111	и как	4	3
112	все эти	2	3
113	всей своей	1	3
114	из этих	3	3
115	он не	6	3
116	из виду	1	3
117	и анекдота	1	3
118	не следует	1	3
119	подход к	2	3
120	и может	1	3
