N	2gram	Losev_Prob_1	StatiiOP
1	и в	32	44
2	в том	9	36
3	и т	11	30
4	что в	12	30
5	том что	12	29
6	в этом	19	21
7	т д	10	21
8	вовсе не	35	19
9	не только	17	18
10	то что	42	18
11	было бы	8	17
12	о том	11	17
13	а в	4	17
14	а не	15	16
15	и не	31	16
16	может быть	14	15
17	т е	1	15
18	в области	2	14
19	в данном	9	14
20	как в	4	13
21	пушкина и	1	13
22	можно было	3	13
23	не в	4	12
24	самом деле	6	11
25	в этой	10	11
26	того чтобы	9	11
27	у нас	14	11
28	точки зрения	3	11
29	но в	14	10
30	ясно что	3	10
31	для того	8	10
32	что он	7	10
33	только в	7	10
34	но и	9	10
35	также и	11	9
36	как и	3	9
37	в отношении	3	9
38	в то	6	9
39	так и	12	9
40	если бы	4	9
41	того что	7	9
42	в его	6	9
43	т п	1	9
44	с другой	3	9
45	например в	2	8
46	во всех	7	8
47	все же	1	8
48	но ведь	3	8
49	это не	6	8
50	из них	3	8
51	с точки	3	8
52	у пушкина	2	8
53	и его	3	8
54	не может	8	8
55	я не	1	7
56	что они	3	7
57	в самом	6	7
58	так например	1	7
59	таким образом	6	7
60	другой стороны	3	7
61	для нас	5	7
62	и об	1	7
63	этом отношении	1	7
64	до сих	3	7
65	прежде всего	10	7
66	сих пор	3	7
67	сказать что	13	7
68	по поводу	4	7
69	на самом	6	6
70	со стороны	1	6
71	из этих	2	6
72	в своей	8	6
73	и языка	1	6
74	потому что	16	6
75	данном случае	8	6
76	всяком случае	3	6
77	так что	6	6
78	для него	2	6
79	именно в	4	6
80	дело в	3	6
81	что же	9	6
82	но это	8	6
83	хотя бы	3	6
84	во всяком	7	6
85	и то	6	5
86	то же	10	5
87	той же	1	5
88	уже о	1	5
89	все эти	8	5
90	в нем	13	5
91	г в	1	5
92	в котором	5	5
93	в которых	3	5
94	этой области	2	5
95	не менее	19	5
96	вплоть до	1	5
97	никогда не	7	5
98	могут быть	2	5
99	так как	11	5
100	тем что	7	5
101	и даже	11	5
102	несколько примеров	1	5
103	нужно сказать	3	5
104	что мы	13	5
105	все это	7	5
106	была бы	1	5
107	совершенно не	6	5
108	жизни и	1	5
109	так же	9	5
110	как это	6	4
111	в которой	2	4
112	вопрос о	1	4
113	бы и	1	4
114	что это	3	4
115	на то	8	4
116	что она	5	4
117	в россии	1	4
118	является не	2	4
119	но все	3	4
120	но если	2	4
121	том как	2	4
122	представление о	1	4
123	и очень	2	4
124	можно ли	5	4
125	дело не	1	4
126	не имеет	2	4
127	своей статье	1	4
128	как будто	3	4
129	в ее	3	4
130	и что	9	4
131	заключается в	1	4
132	во втором	1	4
133	этот вопрос	1	4
134	в качестве	2	4
135	же и	3	4
136	мы находим	2	4
137	как раз	13	4
138	не было	4	4
139	даже не	1	4
140	как бы	14	4
141	тем более	5	4
142	или иного	2	4
143	того или	2	4
144	это в	1	4
145	гораздо более	2	4
146	же как	2	3
147	того же	3	3
148	и без	1	3
149	тем же	1	3
150	должна быть	1	3
151	то это	1	3
152	конечно и	1	3
153	еще не	9	3
154	он был	1	3
155	в чем	3	3
156	но не	9	3
157	или иное	1	3
158	к сожалению	1	3
159	и я	1	3
160	в истории	4	3
161	общего с	8	3
162	с этим	3	3
163	говорит что	1	3
164	не являются	5	3
165	то в	5	3
166	во многих	2	3
167	не значит	2	3
168	в каждом	1	3
169	связанные с	1	3
170	же касается	3	3
171	в другом	1	3
172	и с	2	3
173	лишь в	1	3
174	и тем	13	3
175	даже в	1	3
176	кажется что	1	3
177	ни в	7	3
178	о которой	1	3
179	что не	3	3
180	тому что	4	3
181	во время	1	3
182	в конце	6	3
183	о значении	1	3
184	в основе	1	3
185	этих двух	1	3
186	в каком	3	3
187	очень часто	1	3
188	и вполне	3	3
189	должны быть	1	3
190	что оно	3	3
191	должен быть	1	3
192	для себя	3	3
193	то или	2	3
194	об этом	10	3
195	поэтому в	1	3
196	и вообще	4	3
197	внимание на	1	3
198	его жизни	1	3
199	тем или	3	3
200	между тем	2	3
201	и только	4	3
202	значит что	3	3
203	но с	1	3
204	и так	2	3
205	по этому	3	3
206	вопроса о	2	3
207	в виде	15	3
208	в начале	1	3
209	без всякой	2	3
210	а именно	12	3
211	что для	2	3
212	говорит о	3	3
213	на этот	3	3
214	я вовсе	1	3
215	да и	3	3
216	с этой	1	3
217	видно что	1	3
218	не является	5	3
219	и для	4	3
220	не существует	6	3
221	в результате	2	3
222	будто бы	1	3
223	в таком	9	3
224	ничего общего	11	3
225	отношения к	1	2
226	в первом	2	2
227	не хочет	3	2
228	по его	2	2
229	которыми он	1	2
230	мы имеем	2	2
231	мы не	2	2
232	бы что	1	2
233	в сущности	2	2
234	время как	1	2
235	когда речь	1	2
236	литературы и	4	2
237	быть в	1	2
238	совсем не	4	2
239	за пределы	6	2
240	в своем	5	2
241	есть в	5	2
242	что нет	2	2
243	как иначе	1	2
244	к числу	1	2
245	от этого	1	2
246	ни один	1	2
247	так или	2	2
248	бы не	1	2
249	думать что	1	2
250	раз в	1	2
251	в себе	15	2
252	но он	3	2
253	и те	1	2
254	но на	1	2
255	в случае	3	2
256	в наших	1	2
257	вообще не	2	2
258	при этом	6	2
259	но именно	3	2
260	он не	3	2
261	всех этих	7	2
262	он должен	2	2
263	этого вопроса	1	2
264	ни были	1	2
265	что ни	2	2
266	тут не	1	2
267	что все	3	2
268	разница между	2	2
269	при помощи	13	2
270	в данной	1	2
271	его в	6	2
272	это вовсе	2	2
273	первую очередь	1	2
274	дела и	1	2
275	и уже	3	2
276	в москве	1	2
277	нисколько не	3	2
278	только тем	1	2
279	в первую	1	2
280	имеет ничего	2	2
281	в такой	1	2
282	одним и	1	2
283	бы мы	3	2
284	которые в	2	2
285	для которых	1	2
286	без всяких	2	2
287	их в	4	2
288	тем самым	4	2
289	что эта	1	2
290	она не	2	2
291	как о	1	2
292	было не	1	2
293	пушкина можно	1	2
294	говорить о	6	2
295	случае не	3	2
296	ничего не	10	2
297	больше чем	2	2
298	имеем дело	1	2
299	тем не	18	2
300	пушкина что	2	2
301	в сознании	5	2
