N	2gram	Trubetskoy_1	Istorich
1	и в	14	24
2	не только	9	21
3	что он	6	21
4	и т	3	17
5	этих случаях	1	16
6	может быть	9	14
7	не может	22	14
8	что в	4	13
9	в этих	2	13
10	в этом	17	12
11	но и	10	11
12	это не	1	10
13	том что	9	10
14	и что	2	10
15	у него	2	10
16	а в	5	10
17	все же	4	9
18	с другой	1	9
19	не в	4	9
20	о том	7	9
21	потому что	5	9
22	то же	11	8
23	еще не	3	8
24	что и	3	8
25	так как	4	8
26	а не	2	8
27	все это	6	8
28	или в	3	8
29	во всех	5	7
30	то что	13	7
31	таким образом	11	7
32	одна из	3	7
33	эти задачи	1	7
34	к нему	2	7
35	один из	1	7
36	в том	17	7
37	вместе с	4	7
38	что это	3	6
39	но не	4	6
40	в нем	5	6
41	он не	5	6
42	всех этих	3	6
43	об этом	1	6
44	как и	4	6
45	для нас	2	6
46	и все	1	6
47	того что	3	6
48	только в	5	6
49	тем что	3	6
50	так же	2	6
51	с этой	1	6
52	во время	2	6
53	то это	3	5
54	но в	2	5
55	здесь мы	1	5
56	не менее	1	5
57	с ним	2	5
58	так и	1	5
59	этих задач	1	5
60	эта задача	1	5
61	тот кто	1	5
62	же как	1	4
63	он может	1	4
64	мы уже	2	4
65	мы не	1	4
66	первый взгляд	1	4
67	как бы	4	4
68	при этом	5	4
69	мы можем	2	4
70	но все	1	4
71	не всегда	1	4
72	на первый	1	4
73	точки зрения	11	4
74	в их	4	4
75	тем не	1	4
76	по существу	5	4
77	никогда не	5	4
78	в других	2	4
79	совершенно ясно	1	4
80	что у	1	4
81	представления о	1	4
82	то и	1	4
83	вовсе не	1	4
84	если не	2	4
85	в данном	7	4
86	в состоянии	1	4
87	и не	19	4
88	мы должны	7	4
89	одной из	3	4
90	есть и	2	4
91	видеть в	2	3
92	в различных	1	3
93	тогда как	2	3
94	себе и	4	3
95	что они	3	3
96	к себе	2	3
97	когда он	1	3
98	и наконец	2	3
99	из этих	3	3
100	на то	5	3
101	если он	1	3
102	и если	7	3
103	том чтобы	3	3
104	и по	3	3
105	его в	4	3
106	уже знаем	1	3
107	которой он	4	3
108	представление о	1	3
109	знаем что	3	3
110	вопрос о	5	3
111	должны были	1	3
112	в конце	3	3
113	задачи и	1	3
114	как мы	1	3
115	тогда когда	4	3
116	связи с	3	3
117	из одного	1	3
118	должны быть	1	3
119	данном случае	3	3
120	не столько	1	3
121	приходит к	3	3
122	в качестве	3	3
123	чаще всего	1	3
124	так что	2	3
125	на ней	1	3
126	между прочим	1	3
127	и даже	2	3
128	по своим	1	3
129	этой задачи	1	3
130	связано с	1	3
131	превращается в	1	3
132	и стал	1	3
133	в свете	1	3
134	происходит в	1	3
135	сих пор	5	3
136	но это	2	3
137	от него	2	3
138	с ней	1	3
139	ее в	2	3
140	свое место	1	2
141	что эти	1	2
142	со своей	1	2
143	такое положение	1	2
144	на себя	2	2
145	у некоторых	1	2
146	их не	2	2
147	того же	1	2
148	оказывается что	1	2
149	и на	5	2
150	что его	1	2
151	к которой	6	2
152	если в	6	2
153	в китае	1	2
154	со стороны	4	2
155	не просто	2	2
156	которые не	1	2
157	что во	1	2
158	в одной	1	2
159	с этим	2	2
160	которой они	1	2
161	стороны и	1	2
162	перед нами	1	2
163	что по	1	2
164	он на	1	2
165	в самом	3	2
166	в которой	1	2
167	не видят	1	2
168	все эти	2	2
169	во многих	2	2
170	им в	1	2
171	и тот	2	2
172	вообще не	1	2
173	на его	1	2
174	то этим	1	2
175	прочим и	1	2
176	в силу	2	2
177	на земле	4	2
178	так например	1	2
179	в одну	1	2
180	не будет	7	2
181	было бы	5	2
182	и тем	2	2
183	участие в	2	2
184	ни в	2	2
