N	3gram	Propp_Isto_5	StatiiOP
1	и т д	18	21
2	в том что	2	17
3	о том что	4	11
4	для того чтобы	3	10
5	с точки зрения	1	8
6	до сих пор	2	7
7	на самом деле	1	6
8	в данном случае	2	6
9	с другой стороны	8	6
10	во всяком случае	1	6
11	в самом деле	1	5
12	не может быть	3	5
13	я думаю что	1	4
14	то же время	1	4
15	не только в	2	4
16	что и в	2	4
17	на то что	2	4
18	в то же	1	4
19	по отношению к	2	3
20	только в том	1	3
21	так же как	3	3
22	но все же	4	3
23	возможно что в	1	2
24	так как в	2	2
25	в том числе	1	2
26	т д и	1	2
27	в этом случае	7	2
28	каждого из них	1	2
29	но и в	2	2
30	том числе и	1	2
31	а иногда и	1	2
32	то обстоятельство что	1	2
33	то что у	1	2
34	если бы мы	2	2
35	с одной стороны	7	2
36	в то время	1	2
37	не в том	1	2
38	т е в	3	2
39	вопрос о том	1	2
40	в том смысле	1	2
41	тем не менее	4	2
42	дело не в	1	2
43	как и в	2	2
44	как и вообще	1	1
45	на том что	2	1
46	потому что он	2	1
47	о том чем	1	1
48	т е тот	1	1
49	он узнал о	1	1
50	а не в	1	1
51	объясняется тем что	1	1
52	в соответствии с	1	1
53	свидетельствует о том	1	1
54	же как и	2	1
55	но для нас	1	1
56	в зависимости от	1	1
57	в таких случаях	2	1
58	что он не	1	1
59	ведь это не	1	1
60	точно так же	1	1
61	только тем что	1	1
62	без всякой надобности	1	1
63	и в других	1	1
64	что там где	1	1
65	в это время	2	1
66	это может быть	1	1
67	о том как	2	1
68	то время как	1	1
69	если не считать	2	1
70	думаю что это	1	1
71	в том чтобы	2	1
72	показывает следующий случай	1	1
73	во всех этих	1	1
74	его и т	1	1
75	то что он	1	1
76	который судя по	1	1
77	уже и сейчас	1	1
78	не в количестве	1	1
79	на той же	1	1
80	и таким образом	2	1
81	таким образом в	1	1
82	д и т	1	1
83	в одно целое	1	1
84	но то что	1	1
85	на камне в	1	1
86	хотя бы в	1	1
87	не оставляют в	1	1
88	после того как	3	1
89	но это не	2	1
90	во многих отношениях	1	1
91	показывает что он	1	1
92	и черты его	1	1
93	с этой теорией	1	1
94	он не только	1	1
