N	3gram	Nazirov_Tv_2	Problemy
1	то же время	7	9
2	в то же	7	9
3	по отношению к	3	8
4	в том что	2	6
5	и в этом	1	5
6	в романе достоевского	5	5
7	но в то	1	5
8	в романах достоевского	12	5
9	в мире достоевского	1	4
10	в творчестве достоевского	4	4
11	не может быть	3	4
12	в произведениях достоевского	2	3
13	и т п	2	3
14	сами по себе	1	3
15	это не значит	1	3
16	во всяком случае	2	3
17	и это не	1	3
18	была для него	1	3
19	с другой стороны	2	3
20	героя и его	1	3
21	ивана карамазова и	2	3
22	записок из подполья	1	2
23	в самом деле	2	2
24	до сих пор	3	2
25	и не может	2	2
26	и в то	2	2
27	б м энгельгардт	2	2
28	только то что	1	2
29	но это не	1	2
30	он ни был	1	2
31	определение романа достоевского	1	2
32	в целом ряде	1	2
33	бы он ни	1	2
34	все же не	2	2
35	можно было бы	1	2
36	именно потому что	1	2
37	романа достоевского как	1	2
38	то все же	1	1
39	другой стороны и	1	1
40	в другом месте	1	1
41	мир достоевского не	1	1
42	приводит его к	1	1
43	хотя и не	1	1
44	мы уже говорили	1	1
45	как и у	1	1
46	же как и	1	1
47	дело в том	1	1
48	в свою очередь	1	1
49	и лишена завершающего	1	1
50	в первой части	2	1
51	в нем и	1	1
52	у достоевского всегда	1	1
53	рядом с ним	1	1
54	знал бы уже	1	1
55	идея может быть	1	1
56	творчестве достоевского в	1	1
57	может быть назван	1	1
58	о герое записок	1	1
59	и сам автор	1	1
60	не вошел в	1	1
61	не знал бы	1	1
62	м энгельгардт в	1	1
63	буквально нечего сказать	1	1
64	извне как бы	1	1
65	лишь одна из	1	1
66	что в нем	1	1
67	точно так же	1	1
68	на этот вопрос	2	1
69	в своих романах	2	1
70	работе идеологический роман	1	1
71	у ивана карамазова	1	1
72	нам буквально нечего	1	1
73	по крайней мере	2	1
74	противоречит тому что	1	1
75	так и в	2	1
76	для достоевского как	1	1
77	его героиней была	1	1
78	себе самом как	1	1
79	и что в	1	1
80	так же как	2	1
81	подполья нам буквально	1	1
82	тем что он	1	1
83	в противоречии с	1	1
84	герое записок из	1	1
85	это прежде всего	2	1
86	он не знал	1	1
87	в высшей степени	1	1
88	и если не	1	1
89	обессилена и лишена	1	1
90	точка зрения извне	1	1
91	как будто бы	1	1
92	в известном смысле	1	1
93	всего романа в	1	1
94	не могут быть	1	1
95	лишена завершающего слова	1	1
96	нечего сказать чего	1	1
97	что он сам	1	1
98	в его романах	1	1
99	сказать чего он	1	1
100	могут быть поняты	2	1
101	романе достоевского нет	1	1
102	бы заранее обессилена	1	1
103	по себе не	1	1
104	о том что	2	1
105	того или иного	1	1
106	не может служить	1	1
107	все же что	1	1
108	в одном из	2	1
109	которые сами по	1	1
110	в то время	1	1
111	героиней была идея	1	1
112	зрения извне как	1	1
113	это и есть	1	1
114	но у достоевского	2	1
115	и никогда не	1	1
116	достоевского но эта	1	1
117	с самого начала	1	1
118	и превращается в	1	1
119	нужно сказать что	1	1
120	чего он не	1	1
121	в конце своей	1	1
122	как бы заранее	1	1
123	идея у достоевского	1	1
124	друг за другом	1	1
125	при всей их	1	1
126	идеологический роман достоевского	1	1
127	творчестве достоевского но	1	1
128	заранее обессилена и	1	1
129	в построении образов	1	1
130	у достоевского мы	1	1
131	из подполья нам	1	1
132	и т д	11	1
133	у достоевского как	3	1
