N	2gram	Losev_Vlad_2	StatiiOP
1	и в	30	29
2	том что	12	27
3	в том	18	27
4	в этом	20	21
5	не только	12	19
6	но и	8	19
7	что в	12	19
8	о том	4	17
9	в его	11	13
10	что он	13	13
11	между прочим	7	12
12	в которой	4	11
13	то что	20	11
14	все это	5	11
15	таким образом	3	10
16	к тому	2	10
17	и т	1	9
18	в своем	8	9
19	он не	4	9
20	пушкина и	1	9
21	потому что	9	9
22	так и	5	9
23	этом отношении	1	9
24	и не	18	9
25	но в	8	8
26	как раз	1	8
27	письме к	4	8
28	по поводу	4	8
29	я не	4	7
30	в ней	4	7
31	в самом	2	7
32	так например	1	7
33	но все	2	7
34	в г	1	7
35	в своей	5	7
36	в котором	5	7
37	не столько	3	7
38	того как	2	7
39	для того	2	7
40	в виду	2	7
41	с тем	2	7
42	вместе с	8	7
43	одним из	1	6
44	и на	4	6
45	все же	9	6
46	т д	1	6
47	вовсе не	4	6
48	того чтобы	2	6
49	и его	6	6
50	об этом	6	6
51	и что	5	6
52	в одном	1	6
53	до сих	1	6
54	в течение	5	6
55	г в	2	5
56	в свет	1	5
57	было бы	9	5
58	точки зрения	7	5
59	в русской	1	5
60	была бы	1	5
61	того что	5	5
62	в качестве	1	5
63	своего рода	1	5
64	в письме	8	5
65	прежде всего	6	5
66	а не	7	5
67	о чем	6	5
68	в той	2	5
69	как бы	5	5
70	сих пор	1	5
71	если б	1	4
72	кроме того	9	4
73	хотя и	6	4
74	и к	6	4
75	в нем	4	4
76	и с	14	4
77	должен был	3	4
78	не в	9	4
79	дело в	3	4
80	пушкина но	1	4
81	ничего не	2	4
82	и о	4	4
83	времени и	1	4
84	разумеется что	2	4
85	после того	2	4
86	раньше чем	1	4
87	но с	1	4
88	связи с	8	4
89	при помощи	1	4
90	для него	9	4
91	именно в	4	4
92	в частности	2	4
93	в печати	2	4
94	еще более	3	4
95	а как	1	4
96	к этому	6	4
97	например в	1	3
98	самом деле	1	3
99	в году	24	3
100	в их	2	3
101	по его	1	3
102	его не	2	3
103	хотя бы	3	3
104	и он	4	3
105	не был	2	3
106	но не	3	3
107	не то	3	3
108	в общем	2	3
109	меньше всего	1	3
110	как в	3	3
111	с этим	5	3
112	не было	10	3
113	что это	4	3
114	тому же	1	3
115	в начале	4	3
116	в россии	3	3
117	из них	1	3
118	ни в	7	3
119	не мог	8	3
120	в этих	4	3
121	но он	3	3
122	по себе	5	3
123	пять лет	1	3
124	не менее	7	3
125	на рубеже	1	3
126	самого начала	1	3
127	не могло	1	3
128	никогда не	7	3
129	и по	2	3
130	тем что	1	3
131	у нас	6	3
132	у меня	1	3
133	с самого	1	3
134	на нее	1	3
135	за то	1	3
136	столько же	1	3
137	он писал	1	3
138	и здесь	1	3
139	на вопрос	1	3
140	в пользу	1	3
141	как у	2	3
142	наконец в	3	3
143	но это	4	3
144	года в	6	3
145	мне кажется	1	3
146	неудивительно что	1	3
147	вот что	4	3
148	так что	5	3
149	с нею	1	3
150	ни одного	1	3
151	кажется что	2	3
152	всяком случае	6	3
153	т п	1	3
154	из нее	1	3
155	и даже	10	3
156	еще и	6	3
157	до конца	7	3
158	сколько в	1	3
159	iii отделения	1	3
160	так же	4	3
161	xix века	1	3
162	отношении к	1	3
163	во всяком	6	3
164	как известно	1	2
165	также и	6	2
166	до него	1	2
167	в рукописи	2	2
168	того же	5	2
169	думал о	1	2
170	из его	2	2
171	то же	4	2
172	поэзии и	1	2
173	в письмах	1	2
174	для своего	1	2
175	на первом	2	2
176	в полной	1	2
177	письма к	4	2
178	это время	4	2
179	французском языке	3	2
180	далее в	1	2
181	бы то	1	2
182	с его	4	2
183	за него	1	2
184	письмо к	2	2
185	и который	1	2
186	отличие от	3	2
187	нет и	1	2
188	что они	1	2
189	на то	2	2
190	и я	5	2
191	мере в	1	2
192	и как	3	2
193	по пути	1	2
194	более или	3	2
195	в чисто	2	2
196	все эти	5	2
197	выражение в	1	2
198	в этой	4	2
199	в себе	6	2
200	как он	2	2
201	на его	4	2
202	больше всего	1	2
203	в статье	2	2
204	при этом	5	2
205	если бы	1	2
206	тем не	6	2
207	не к	1	2
208	что писал	1	2
209	том же	3	2
210	то ни	1	2
211	для своей	1	2
212	его в	4	2
213	это было	4	2
214	которая была	1	2
215	в это	4	2
216	как и	5	2
217	во внимание	1	2
218	несмотря на	4	2
219	в москве	6	2
220	или менее	3	2
221	которую он	7	2
222	что такое	1	2
223	в отношении	3	2
224	в №	1	2
225	к истории	1	2
226	был склонен	1	2
227	с точки	3	2
228	в отличие	3	2
229	что я	3	2
230	не раз	1	2
231	времени не	1	2
232	была не	1	2
233	борьбу с	1	2
234	не могли	3	2
235	что этот	1	2
236	даже в	2	2
237	но они	1	2
238	что с	1	2
239	в то	9	2
240	дело не	1	2
241	не имеет	2	2
242	есть еще	1	2
243	только не	1	2
244	и всегда	1	2
245	очень мало	1	2
246	не может	9	2
247	только с	1	2
248	в области	3	2
249	в каком	1	2
250	с и	2	2
251	где он	3	2
252	и это	3	2
253	в кавказском	1	2
254	меня в	2	2
255	из москвы	1	2
256	два года	1	2
257	него самого	1	2
258	этому поводу	1	2
259	и сам	2	2
260	особенно в	1	2
261	во многом	1	2
262	еще в	2	2
263	он был	6	2
264	этом месте	1	2
265	а также	10	2
266	разумеется в	1	2
267	никак не	3	2
268	борьба с	2	2
269	что и	3	2
270	судить по	4	2
271	как например	1	2
272	чем он	1	2
273	этот вопрос	1	2
274	в какой	1	2
275	только в	6	2
276	это очень	1	2
277	по этому	1	2
278	свидетельствуют о	1	2
279	ни с	2	2
280	в конце	13	2
281	так как	5	2
282	на меня	2	2
283	может быть	7	2
284	в них	3	2
285	со стороны	4	2
286	о своей	1	2
287	в период	1	2
288	ему не	1	2
289	и др	1	2
290	на этот	4	2
291	не на	2	2
292	ниже в	1	2
293	его как	1	2
294	было для	2	2
295	как говорит	1	2
296	если не	2	2
297	и вообще	10	2
298	эти слова	1	2
299	и потому	2	2
300	как это	7	2
301	отрывок из	2	2
302	шесть лет	1	2
303	что именно	1	2
304	к своему	1	2
305	по своему	2	2
306	в данном	3	2
307	такого рода	2	2
308	в тех	1	2
309	по существу	3	2
310	сравнении с	1	2
311	с этой	4	2
312	ее в	1	2
313	в результате	5	2
314	а к	2	2
315	темы но	1	2
316	на л	1	2
317	во время	1	2
318	сказать что	11	2
319	утверждать что	1	2
320	и другие	1	2
321	уже после	1	2
322	они не	1	2
323	совершенно новой	1	1
324	полемика с	2	1
325	отдельным изданием	2	1
326	сам по	2	1
327	и то	5	1
328	была лишена	1	1
329	основан на	1	1
330	отношения между	1	1
331	по преимуществу	1	1
332	отвечал на	1	1
333	и до	2	1
334	а об	1	1
335	для понимания	1	1
336	высшей степени	1	1
337	действительности и	1	1
338	той же	4	1
339	с с	4	1
340	характер его	1	1
341	в защиту	2	1
342	мы не	2	1
343	бы что	1	1
344	ответить на	1	1
345	своем отношении	1	1
346	есть нечто	2	1
347	два обстоятельства	1	1
348	в сущности	2	1
349	говорить о	1	1
350	не вполне	2	1
351	на тему	1	1
352	в изложении	1	1
353	ни малейшего	1	1
354	которое в	2	1
355	к брату	2	1
356	думаю что	1	1
357	литературы и	1	1
358	стороны но	1	1
359	еще не	1	1
360	верить в	1	1
361	он сам	2	1
362	сам а	1	1
363	полученное им	1	1
364	в чем	2	1
365	этим не	1	1
366	в создании	1	1
367	не признавал	1	1
368	других источников	1	1
369	своей работе	1	1
370	в трагедию	1	1
371	при жизни	2	1
372	совсем не	4	1
373	б с	1	1
374	но как	1	1
375	что роман	1	1
376	петра i	2	1
377	отношение к	4	1
378	себе и	2	1
379	тут же	2	1
380	не просто	1	1
381	себе отчет	1	1
382	никаких иллюзий	1	1
383	в поисках	1	1
384	о необходимости	1	1
385	чем же	1	1
386	более чем	1	1
387	что во	1	1
388	если она	1	1
389	независимо от	1	1
390	самостоятельного и	1	1
391	до его	1	1
392	что касается	3	1
393	еще больше	1	1
394	когда он	1	1
395	целый ряд	1	1
396	из письма	2	1
397	это просто	1	1
398	и хотя	2	1
399	не очень	4	1
400	о самом	1	1
401	за собой	1	1
402	не имею	1	1
403	так или	3	1
404	из этих	3	1
405	им в	3	1
406	о ее	1	1
407	есть но	1	1
408	и если	4	1
409	но кажется	1	1
410	к выводу	1	1
411	что она	1	1
412	этом споре	2	1
413	а то	2	1
414	одному из	1	1
415	которой не	2	1
416	нужно не	1	1
417	и еще	1	1
418	в первую	1	1
419	свою собственную	1	1
420	к одному	1	1
421	них нет	1	1
422	ими в	1	1
423	свое время	1	1
424	но вместе	1	1
425	его от	1	1
426	пишет о	1	1
427	на этом	2	1
428	же касается	5	1
429	об этой	1	1
430	связанных с	1	1
431	те же	3	1
432	говорил что	1	1
433	а по	1	1
434	в несколько	1	1
435	заключается в	2	1
436	первую очередь	1	1
437	отчет в	2	1
438	не имела	1	1
439	этом смысле	1	1
440	неподалеку от	1	1
441	по истории	1	1
442	и тем	1	1
443	известная книга	1	1
444	основания для	1	1
445	для них	1	1
446	но уже	2	1
447	в высшей	1	1
448	к которым	1	1
449	вполне самостоятельного	1	1
450	на основании	1	1
451	а за	2	1
452	был напечатан	1	1
453	мы видели	2	1
454	ее совершенства	1	1
455	говорится о	2	1
456	отдавать себе	1	1
457	никакого смысла	1	1
458	к середине	2	1
459	можно считать	1	1
460	рецензию на	1	1
461	м т	1	1
462	со времени	1	1
463	такой же	1	1
464	но я	1	1
465	та что	1	1
466	вещей может	1	1
467	но если	1	1
468	во второй	2	1
469	от своего	1	1
470	и их	1	1
471	можно найти	1	1
472	ли можно	1	1
473	это делает	1	1
474	что свое	1	1
475	то для	1	1
476	место в	1	1
477	представление о	1	1
478	i с	3	1
479	что до	1	1
480	то его	2	1
481	говорил о	2	1
482	прочим и	2	1
483	котором все	2	1
484	вплоть до	3	1
485	нельзя было	1	1
486	не будем	1	1
487	основании анализа	1	1
488	написанное в	1	1
489	имел в	1	1
490	и очень	2	1
491	ноября года	1	1
492	иной раз	2	1
493	при всех	1	1
494	она не	2	1
495	я более	1	1
496	с теми	1	1
497	который был	2	1
498	на него	1	1
499	тех пор	1	1
500	было не	1	1
501	читаем что	1	1
502	возвращении в	1	1
503	года он	10	1
504	можно судить	4	1
505	но только	1	1
506	л и	1	1
507	около двух	1	1
508	в москву	4	1
509	и без	1	1
510	на французском	4	1
511	же время	3	1
512	всего и	1	1
513	этих двух	1	1
514	и лишь	1	1
515	время к	1	1
516	под старость	1	1
517	отрывок в	1	1
518	к концу	5	1
519	к ней	3	1
520	не читал	1	1
521	прежде чем	1	1
522	вернее сказать	1	1
523	не нам	1	1
524	был так	1	1
525	из истории	1	1
526	как будто	2	1
527	на все	2	1
528	свое собственное	1	1
529	ни о	1	1
530	уже о	2	1
531	исходить из	2	1
532	не могут	1	1
533	он и	3	1
534	в разгар	2	1
535	и вполне	3	1
536	сравнительно с	3	1
537	ему все	2	1
538	которого я	2	1
539	заметил что	1	1
540	что вы	2	1
541	а что	2	1
542	что является	1	1
543	остановиться на	1	1
544	в московских	1	1
545	он никогда	2	1
546	будто и	1	1
547	отказаться от	1	1
548	которое принадлежит	1	1
549	лет с	1	1
550	тогда я	1	1
551	и которая	1	1
552	как мы	11	1
553	в свое	1	1
554	что все	1	1
555	но вообще	1	1
556	свою очередь	2	1
557	здесь не	4	1
558	не успел	1	1
559	не могу	2	1
560	без всякого	2	1
561	данном случае	2	1
562	в в	1	1
563	только при	1	1
564	уже потому	1	1
565	книги и	2	1
566	о появлении	1	1
567	характер и	1	1
568	не понял	1	1
569	прочим следующее	1	1
570	то время	6	1
571	так в	1	1
572	имеет никакого	2	1
573	слова а	1	1
574	на том	1	1
575	и совершенно	1	1
576	с собой	1	1
577	можно было	2	1
578	не так	1	1
579	не с	1	1
580	с самим	1	1
581	здесь нет	1	1
582	на которую	1	1
583	которые он	1	1
584	к вопросам	1	1
585	письмо от	1	1
586	не были	1	1
587	разного рода	4	1
588	возможно что	2	1
589	поэтому в	1	1
590	отрицать что	1	1
591	выводу что	1	1
592	что значит	1	1
593	лет не	1	1
594	связанное с	1	1
595	имел возможность	1	1
596	о в	2	1
597	настоящее время	2	1
598	второй половине	2	1
599	можно сказать	4	1
600	критических статей	1	1
601	кажутся мне	1	1
602	критики в	1	1
603	и во	2	1
604	не дал	1	1
605	обходилось без	1	1
606	или иначе	3	1
607	лет спустя	1	1
608	только после	2	1
609	во втором	1	1
610	то место	1	1
611	это нужно	1	1
612	и русская	1	1
613	году как	1	1
614	друзей и	1	1
615	и об	1	1
616	в лице	1	1
617	и отдельные	1	1
618	говорит в	1	1
