N	3gram	Losev_Dial_2	KFilosof
1	не может быть	3	11
2	с точки зрения	8	10
3	может быть только	2	6
4	в нем и	2	3
5	на самом деле	1	3
6	в этом смысле	1	3
7	того или иного	1	3
8	и в этом	1	3
9	но все эти	1	3
10	может быть в	3	3
11	для которой все	1	2
12	вовсе не значит	1	2
13	бы то ни	1	2
14	то или иное	4	2
15	на своем месте	1	2
16	и не быть	1	2
17	бы и не	1	2
18	во всех своих	1	2
19	в нем я	1	2
20	ни в каком	3	2
21	то же время	4	2
22	вовсе не есть	2	2
23	вопрос о том	1	2
24	той или иной	1	2
25	в то же	3	2
26	тем не менее	2	2
27	в том что	6	2
28	не может не	3	1
29	и говорить о	2	1
30	но не потому	1	1
31	ничем не отличаются	1	1
32	мы говорим о	1	1
33	в целом есть	1	1
34	того что в	1	1
35	и это нисколько	1	1
36	но только не	1	1
37	зависит от того	1	1
38	мы никогда не	1	1
39	не зависит от	1	1
40	равно как и	1	1
41	и может быть	3	1
42	это нисколько не	1	1
43	будет ли она	1	1
44	если он не	1	1
45	тогда когда оно	2	1
46	пространства и времени	4	1
47	не было и	1	1
48	не отличаются от	1	1
49	бы ни была	1	1
50	в зависимости от	2	1
51	такова же и	1	1
52	и та же	4	1
53	с ним в	1	1
54	независимо от того	1	1
55	но это не	2	1
56	самого по себе	1	1
57	со всех сторон	1	1
58	вместе с тем	1	1
59	и то что	1	1
60	и как бы	1	1
61	может быть и	3	1
62	и в то	1	1
63	ту или иную	1	1
64	это и не	1	1
65	не потому что	6	1
66	в самом своем	1	1
67	на задний план	1	1
68	утверждение себя в	1	1
69	мы имеем не	1	1
70	отсюда следует что	1	1
71	не содержит в	1	1
72	и его самого	1	1
73	мы будем говорить	1	1
74	не в том	1	1
75	в нем не	1	1
76	при этом условии	2	1
77	это не значит	2	1
78	во всяком случае	2	1
79	не должно быть	2	1
80	одна и та	4	1
81	я не могу	1	1
82	и пр и	1	1
83	и всякий другой	1	1
84	в каком плане	1	1
85	бы оно было	1	1
86	по себе а	1	1
87	а скорее наоборот	1	1
88	в искусстве в	1	1
89	пространство и время	1	1
90	само по себе	2	1
91	а не просто	1	1
92	значит что я	1	1
93	и пространства и	1	1
94	он вступает в	1	1
95	не менее в	1	1
96	как бы ни	2	1
97	не в этом	1	1
98	в другом случае	1	1
99	когда мы говорим	1	1
100	к тому что	1	1
101	в том смысле	4	1
102	не значит что	3	1
103	и пр все	1	1
104	и познания и	1	1
105	и в нем	1	1
106	это может быть	1	1
107	дело не в	1	1
108	совершенно иной чем	1	1
109	что и в	1	1
110	только тогда когда	4	1
111	совершенно не зависит	1	1
112	то же самое	2	1
113	не есть просто	1	1
114	времени и пространства	2	1
