N	2gram	Bakhtin_Pr_1	Marksizm
1	точки зрения	8	34
2	второго направления	1	27
3	может быть	26	26
4	и не	42	26
5	не может	27	24
6	с точки	6	20
7	и в	38	19
8	и его	16	19
9	языка как	2	17
10	таким образом	10	17
11	в этом	15	16
12	как бы	22	15
13	в процессе	1	14
14	языка в	3	14
15	как мы	7	13
16	языка и	1	13
17	прежде всего	13	13
18	как и	7	12
19	и пр	2	12
20	так и	5	11
21	связи с	2	11
22	и для	11	11
23	самом деле	6	10
24	в нем	15	10
25	в слове	3	10
26	ни было	3	10
27	в самом	7	10
28	лишь в	2	9
29	только в	13	9
30	для него	1	9
31	в результате	1	9
32	на материале	3	8
33	бы то	3	8
34	все же	6	8
35	не только	9	8
36	при этом	5	8
37	то ни	3	8
38	друг друга	1	8
39	до сих	1	8
40	но и	9	8
41	в контексте	1	8
42	сих пор	1	8
43	то что	8	8
44	язык как	1	7
45	во всех	11	7
46	в ее	4	7
47	точка зрения	3	7
48	но в	4	7
49	психологии и	1	7
50	все эти	5	7
51	и те	2	7
52	то же	5	7
53	в каждом	2	7
54	слова как	1	7
55	бытия в	3	7
56	а не	5	7
57	в связи	2	7
58	так же	1	7
59	отнюдь не	19	6
60	кроме того	3	6
61	ничего не	6	6
62	в пределах	6	6
63	и здесь	2	6
64	настоящее время	1	6
65	в его	43	6
66	на почве	3	6
67	в том	8	6
68	с помощью	7	6
69	в смысле	1	6
70	в настоящее	1	6
71	другой стороны	4	6
72	отличие от	5	5
73	конечно не	5	5
74	входит в	8	5
75	может стать	3	5
76	языка для	2	5
77	рядом с	5	5
78	в отличие	5	5
79	не в	7	5
80	должна опираться	1	5
81	того чтобы	2	5
82	и все	3	5
83	этот вопрос	1	5
84	опираться на	1	5
85	ясно что	3	5
86	в начале	2	5
87	вовсе не	2	5
88	с другой	7	5
89	за пределы	12	5
90	именно в	1	5
91	до конца	1	5
92	и потому	4	5
93	является слово	1	5
94	хотя бы	4	5
95	к этому	2	5
96	науку об	3	4
97	оно может	2	4
98	вопрос о	1	4
99	и на	3	4
100	нет и	3	4
101	как в	4	4
102	не будем	3	4
103	к одному	1	4
104	здесь мы	2	4
105	было бы	8	4
106	мысли и	1	4
107	не менее	4	4
108	по себе	1	4
109	не является	3	4
110	в единство	2	4
111	наук об	3	4
112	в ней	4	4
113	язык в	2	4
114	еще не	7	4
115	только на	1	4
116	для того	2	4
117	этой проблемы	1	4
118	далеко не	5	4
119	и между	1	4
120	в данном	4	4
121	дело идет	2	4
122	в лингвистике	1	4
123	и внешнего	2	4
124	форм и	2	4
125	а в	6	4
126	отношении к	1	4
127	жизни в	1	4
128	между ними	4	4
129	и эта	2	4
130	сказать что	4	4
131	что в	7	4
132	формы и	5	3
133	на самом	4	3
134	он может	2	3
135	и есть	2	3
136	в нашу	1	3
137	не имеют	2	3
138	высшей степени	5	3
139	действительности и	3	3
140	а как	3	3
141	в большинстве	5	3
142	по отношению	21	3
143	в истории	2	3
144	целый ряд	1	3
145	и как	8	3
146	и к	3	3
147	в первом	1	3
148	ее целом	1	3
149	в которой	1	3
150	к другому	1	3
151	понимания и	1	3
152	в корне	2	3
153	его в	9	3
154	от одного	1	3
155	но именно	1	3
156	он не	3	3
157	он является	1	3
158	в высшей	5	3
159	переходим к	2	3
160	том что	3	3
161	места в	1	3
162	эта последняя	1	3
163	в своей	7	3
164	и ее	2	3
165	не становится	1	3
166	в котором	2	3
167	более того	4	3
168	место в	8	3
169	войти в	2	3
170	в то	4	3
171	не имеет	9	3
172	действительности но	2	3
173	же время	3	3
174	следует что	2	3
175	этом отношении	2	3
176	в области	11	3
177	не могут	2	3
178	же самое	2	3
179	должны быть	4	3
180	не есть	6	3
181	и это	3	3
182	не существует	1	3
183	только при	2	3
184	в дальнейшем	3	3
185	нашей работы	1	3
186	можно сказать	2	3
187	с другими	3	3
188	здесь в	2	3
189	и следовательно	1	3
190	внутреннего и	1	3
191	того что	2	3
192	быть и	1	3
193	одной из	3	3
194	нуждается в	2	3
195	в какой	2	3
196	и действительно	1	3
197	между тем	7	3
198	не дает	2	3
199	большинстве случаев	5	3
200	из них	1	3
201	лишь для	2	3
202	момент в	1	3
203	или иной	2	3
204	не было	2	3
205	на этот	1	3
206	все это	3	3
207	нашу задачу	1	3
208	смысле этого	1	3
209	и формы	1	3
210	слова и	3	3
211	и от	3	3
212	что делает	1	3
213	она может	3	3
214	и внешним	1	3
215	пр в	1	3
216	слово в	2	3
217	и при	2	3
218	совершенно не	7	3
219	мы должны	2	3
220	всех других	1	3
221	первом случае	1	3
222	это и	1	3
223	нем нет	1	2
224	не остается	2	2
225	все остальное	1	2
226	как необходимый	1	2
227	мы уже	1	2
228	со всех	2	2
229	не приходится	1	2
230	содержания в	4	2
231	совпадает с	2	2
232	этом условии	1	2
233	это отношение	2	2
234	и он	2	2
235	всех сторон	2	2
236	свою очередь	1	2
237	быть понято	1	2
238	первый план	2	2
239	в чем	2	2
240	во внешнем	1	2
241	и всего	1	2
242	что язык	1	2
243	не все	2	2
244	постановка проблемы	1	2
245	себе и	1	2
246	не просто	1	2
247	из важнейших	3	2
248	конечно совершенно	1	2
249	природы как	1	2
250	как к	2	2
251	к данному	1	2
252	в своем	5	2
253	все остальные	1	2
254	понять и	1	2
255	может получить	1	2
256	в действительности	1	2
257	и иными	1	2
258	то в	1	2
259	бы и	1	2
260	формы в	1	2
261	к единству	5	2
262	в нашем	4	2
263	в себе	4	2
264	как он	1	2
265	если он	1	2
266	как оно	1	2
267	тем не	3	2
268	должна быть	4	2
269	в понимании	1	2
270	в узком	1	2
271	не как	1	2
272	продуктивная разработка	1	2
273	реальный момент	1	2
274	можно было	4	2
275	человека в	2	2
276	от нее	1	2
277	организм и	1	2
278	могла бы	1	2
279	что все	2	2
