N	2gram	Vygotskiy__3	Komedia
1	и в	38	22
2	том что	14	12
3	но и	5	11
4	в том	25	11
5	не только	12	10
6	в то	3	10
7	из них	6	10
8	и т	14	9
9	как и	8	9
10	может быть	19	9
11	таким образом	12	8
12	должны были	2	8
13	о том	6	8
14	и его	6	8
15	в одном	8	8
16	и не	10	8
17	едва ли	3	7
18	в этой	13	7
19	и других	1	7
20	то же	10	6
21	тому же	1	6
22	и по	2	6
23	не в	12	6
24	ни в	3	6
25	в конце	2	6
26	одного из	2	6
27	что он	11	6
28	к тому	6	6
29	а в	7	6
30	в которой	5	6
31	что в	20	6
32	в истории	2	5
33	как в	4	5
34	то время	2	5
35	на его	1	5
36	при этом	4	5
37	нападки на	1	5
38	потому что	14	5
39	мы встречаем	1	5
40	так и	1	5
41	и даже	4	5
42	между тем	7	5
43	один из	6	5
44	в его	5	5
45	т п	5	5
46	о которых	9	5
47	с другой	7	5
48	когда же	1	5
49	все это	3	5
50	другой стороны	5	5
51	по которым	1	4
52	из его	1	4
53	время как	4	4
54	что они	4	4
55	но в	3	4
56	в нем	4	4
57	т д	4	4
58	и вот	2	4
59	в другом	5	4
60	участие в	1	4
61	несмотря на	5	4
62	точки зрения	16	4
63	в котором	6	4
64	в их	1	4
65	так как	6	4
66	как мы	7	4
67	на него	1	4
68	ясно что	6	4
69	что и	4	4
70	действующих лиц	5	4
71	в качестве	2	4
72	мы можем	7	4
73	тем что	3	4
74	именно в	1	4
75	и опять	1	4
76	и особенно	1	4
77	в результате	1	4
78	же в	2	4
79	к этому	3	4
80	речь идет	4	3
81	же как	1	3
82	в тех	4	3
83	идет о	4	3
84	мы не	5	3
85	и о	3	3
86	и на	6	3
87	в чем	1	3
88	с одной	6	3
89	в этом	13	3
90	все же	8	3
91	хотя и	1	3
92	и как	8	3
93	можно сделать	1	3
94	в целом	4	3
95	на то	16	3
96	главным образом	3	3
97	он не	6	3
98	и еще	1	3
99	здесь мы	4	3
100	и с	1	3
101	его в	3	3
102	чаще всего	1	3
103	в них	3	3
104	на основании	1	3
105	и ее	2	3
106	место в	3	3
107	однако в	1	3
108	на всю	2	3
109	даже в	1	3
110	того как	3	3
111	к этим	1	3
112	казалось бы	5	3
113	ничего не	2	3
114	этом отношении	1	3
115	у нас	2	3
116	на море	1	3
