N	3gram	Bakhtin_Fr_8	Problema
1	с точки зрения	2	11
2	той или иной	1	11
3	в том что	6	8
4	в той или	1	7
5	то же самое	1	6
6	с другой стороны	2	6
7	в данном случае	2	5
8	здесь перед нами	1	5
9	можно было бы	1	4
10	не только не	2	4
11	на самом деле	1	3
12	в этом смысле	1	3
13	вместе с тем	1	3
14	смысле слова но	1	3
15	в связи с	3	3
16	той или другой	1	3
17	о том что	2	3
18	более высокую ступень	1	2
19	к своему пределу	1	2
20	мы не будем	1	2
21	и в других	1	2
22	все эти образы	2	2
23	в значительной мере	1	2
24	и в частности	1	2
25	в том или	1	2
26	а также и	1	2
27	для того чтобы	2	2
28	самом же деле	1	2
29	на самом же	1	2
30	более или менее	2	2
31	заключается в том	1	2
32	в то время	2	2
33	и прежде всего	1	2
34	в то же	10	2
35	но если бы	1	2
36	и все они	1	2
37	к тому же	1	2
38	и только в	1	2
39	на более высокую	1	1
40	а следовательно и	1	1
41	связь их с	1	1
42	еще далеко не	1	1
43	дело в том	2	1
44	в предисловии к	1	1
45	на ряде примеров	1	1
46	о том как	1	1
47	по своему значению	1	1
48	в нем и	2	1
49	по сравнению с	1	1
50	эти образы и	1	1
51	как мы сказали	1	1
52	они вовсе не	1	1
53	и в то	5	1
54	у гоголя и	1	1
55	таким образом к	1	1
56	бы то ни	2	1
57	только то что	1	1
58	говорит о себе	1	1
59	том числе и	2	1
60	во всех областях	2	1
61	до сих пор	8	1
62	и то что	1	1
63	сказать что в	1	1
64	в эпоху возрождения	2	1
65	на эту тему	1	1
66	и не имеет	1	1
67	если бы мы	1	1
68	сих пор мы	1	1
69	то ни было	1	1
70	с одной стороны	2	1
71	в чем же	1	1
72	и как бы	1	1
73	не в том	1	1
74	прежде всего в	1	1
75	друг к другу	1	1
76	в вечном и	1	1
77	вопрос о том	1	1
78	в том числе	3	1
79	в новое время	1	1
80	нет ни одного	1	1
81	в известном смысле	1	1
82	в одном и	1	1
83	так и в	1	1
84	и вместе с	1	1
85	сказать и о	1	1
86	во всем этом	1	1
87	вовсе не как	1	1
88	с самого начала	1	1
89	таковы прежде всего	1	1
90	написал в году	1	1
91	в настоящее время	3	1
92	что это не	1	1
93	конечно не в	1	1
94	весь этот мир	1	1
95	как бы оно	1	1
96	выходит за пределы	1	1
97	как и в	4	1
98	действительности и ни	1	1
99	третьей и четвертой	3	1
