N	3gram	Losev_Prob_5	FransuaR
1	в ту эпоху	1	7
2	то же время	1	6
3	в то же	1	6
4	до сих пор	2	4
5	но в то	1	4
6	в связи с	7	4
7	на самом деле	1	3
8	в том числе	2	3
9	а также и	1	3
10	в других местах	1	3
11	для того чтобы	2	3
12	в своем романе	1	2
13	по отношению к	2	2
14	но и в	2	2
15	в этом отношении	1	2
16	том числе и	1	2
17	мы уже упоминали	1	2
18	можно было бы	1	2
19	как раз в	1	2
20	не может быть	2	2
21	в данном случае	2	2
22	о том что	9	2
23	той или иной	1	2
24	можно сказать что	3	2
25	как и его	1	1
26	что иное как	3	1
27	имея в виду	1	1
28	других местах и	1	1
29	но и самого	1	1
30	же время это	1	1
31	дело в том	2	1
32	то есть это	1	1
33	и до сих	1	1
34	в настоящее время	3	1
35	но даже и	2	1
36	также и в	2	1
37	свидетельствует о том	1	1
38	но все такого	1	1
39	мы не могли	1	1
40	о том как	1	1
41	имеется в виду	1	1
42	потому что не	1	1
43	за четыреста лет	1	1
44	может быть только	3	1
45	в нем и	1	1
46	у нас как	1	1
47	как раз и	1	1
48	с точки зрения	8	1
49	бы то ни	2	1
50	все же в	1	1
51	и нуждается в	1	1
52	встречаем и у	1	1
53	в значительной мере	2	1
54	и в частности	3	1
55	не что иное	3	1
56	эпохи не только	1	1
57	и тем же	1	1
58	то ни было	1	1
59	все такого рода	1	1
60	из них мы	1	1
61	и в этом	1	1
62	до нас в	2	1
63	как будто бы	3	1
64	далеко не сразу	1	1
65	уже и в	1	1
66	то есть он	1	1
67	во всяком случае	2	1
68	как мы увидим	1	1
69	он не видит	1	1
70	с другой стороны	5	1
71	одним и тем	1	1
72	дошедшая до нас	1	1
73	и тут же	1	1
74	между тем как	1	1
75	свою жизнь в	1	1
76	что находит в	1	1
77	и даже с	1	1
78	и вместе с	1	1
79	это и есть	1	1
80	что в ней	1	1
81	связи с этим	1	1
82	для нового времени	1	1
83	и для всей	1	1
84	с самого начала	1	1
85	мы находим и	2	1
86	вовсе не в	1	1
87	здесь вовсе не	1	1
88	в новое время	3	1
89	можно судить по	1	1
90	в этом никакого	1	1
91	мы встречаемся с	1	1
92	тех или иных	2	1
93	их можно было	1	1
94	но все же	2	1
95	ведь то что	1	1
96	в том что	8	1
97	также и с	1	1
98	то есть с	1	1
