N	3gram	Losev_Dial_3	FransuaR
1	то же время	1	10
2	в то же	1	10
3	до сих пор	1	8
4	в том что	3	6
5	и в то	1	5
6	как и в	3	4
7	в связи с	1	3
8	более или менее	1	2
9	и в особенности	1	2
10	с точки зрения	14	2
11	в основе их	1	2
12	бы то ни	1	2
13	в данном случае	1	2
14	с одной стороны	3	2
15	вовсе еще не	1	2
16	в то время	4	2
17	о том что	5	2
18	не только не	7	2
19	с другой стороны	2	2
20	не может быть	6	2
21	таким образом что	1	1
22	что это не	2	1
23	это вообще не	1	1
24	а следовательно и	1	1
25	потому что в	1	1
26	мы уже сказали	1	1
27	на самом деле	1	1
28	в самом деле	5	1
29	подобно тому как	4	1
30	на ряде примеров	1	1
31	при его кончине	1	1
32	может быть отнесена	1	1
33	одной стороны и	1	1
34	в обычных условиях	1	1
35	жизни и смерти	1	1
36	в этом отношении	1	1
37	говорит о себе	1	1
38	в науке и	1	1
39	так что и	1	1
40	и в частности	1	1
41	так и к	1	1
42	если бы мы	1	1
43	то ни было	1	1
44	и в отношении	1	1
45	и в этом	2	1
46	по своему существу	1	1
47	и с этой	2	1
48	не в том	1	1
49	и что она	2	1
50	и в основе	1	1
51	это конечно не	1	1
52	данной эпохи и	1	1
53	мы не можем	2	1
54	и как бы	1	1
55	в сущности и	2	1
56	он был бы	1	1
57	во всем этом	1	1
58	и прежде всего	3	1
59	речь идет о	1	1
60	не было ни	2	1
61	том что все	1	1
62	что нет ничего	2	1
63	и здесь в	1	1
64	не имели в	1	1
65	уже не просто	1	1
66	утверждает что все	2	1
67	оно и не	1	1
68	к тому же	2	1
69	то же самое	1	1
70	в глубине души	1	1
71	той или иной	2	1
