N	2gram	Voloshinov_1	DiskursI
1	в себе	2	19
2	при этом	8	17
3	в этом	16	16
4	как и	12	16
5	и в	19	16
6	в качестве	2	16
7	может быть	26	16
8	и не	26	15
9	а не	7	14
10	отличие от	5	12
11	в отличие	5	12
12	и т.п	10	12
13	в частности	2	12
14	но в	7	11
15	но и	8	11
16	со стороны	1	10
17	не только	8	10
18	том что	3	10
19	так и	11	9
20	не может	24	9
21	такого рода	1	9
22	как в	4	8
23	в том	6	8
24	но не	1	7
25	в данном	4	7
26	в рамках	1	7
27	в нем	10	7
28	ни в	2	7
29	не менее	4	7
30	прежде всего	13	7
31	то же	7	6
32	еще не	4	6
33	с его	1	6
34	отнюдь не	6	6
35	все же	8	6
36	в своей	3	6
37	тем самым	1	6
38	по своей	1	6
39	в своих	2	6
40	и на	4	5
41	в своем	2	5
42	в то	3	5
43	нового времени	2	5
44	с другой	5	5
45	же время	3	5
46	что в	4	5
47	для него	9	5
48	то что	8	5
49	ни к	2	5
50	и то	1	4
51	по отношению	3	4
52	в этой	1	4
53	человека в	2	4
54	в основе	2	4
55	потому что	1	4
56	этом отношении	3	4
57	о том	2	4
58	в пределах	6	4
59	одного из	3	4
60	с одной	1	4
61	в одном	1	4
62	одной стороны	1	4
63	как бы	15	4
64	не является	4	4
65	мира и	2	4
66	точки зрения	34	4
67	к его	2	4
68	к этому	5	4
69	отношению к	2	4
70	можно назвать	1	4
71	также и	1	3
72	например в	1	3
73	и ее	3	3
74	принадлежит к	1	3
75	столь же	1	3
76	к жизни	1	3
77	и как	3	3
78	и наконец	1	3
79	все эти	7	3
80	из этих	2	3
81	он не	3	3
82	внутренней речи	9	3
83	из виду	2	3
84	не следует	1	3
85	подход к	1	3
86	и может	1	3
87	в другом	2	3
88	его в	3	3
89	это не	1	3
90	жизни но	2	3
91	одного и	5	3
92	в котором	3	3
93	не столько	4	3
94	для данного	2	3
95	не в	5	3
96	в русской	2	3
97	могут быть	2	3
98	той или	1	3
99	приводит к	1	3
100	речевых жанров	2	3
101	еще в	1	3
102	в его	6	3
103	только в	9	3
104	и его	19	3
105	уже не	1	3
106	из них	3	3
107	из двух	1	3
108	или иной	3	3
109	здесь в	3	3
110	не было	3	3
111	не знает	2	3
112	в контексте	8	3
113	можно сказать	3	3
114	и того	6	3
115	и все	5	3
116	жизни в	4	3
117	становления и	1	3
118	жизни и	2	3
119	же как	2	2
120	того же	6	2
121	и это	3	2
122	идет о	1	2
123	по преимуществу	5	2
124	той же	2	2
125	место в	3	2
126	совпадает с	2	2
127	говорить о	1	2
128	жизни как	1	2
129	в ней	4	2
130	к своему	2	2
131	отношение к	1	2
132	из важнейших	2	2
133	стремясь к	1	2
134	стороны и	1	2
135	лежит на	1	2
136	отношения между	1	2
137	в целом	1	2
138	вследствие этого	1	2
139	должна быть	2	2
140	у пушкина	1	2
141	подобно тому	1	2
142	является не	6	2
143	же касается	1	2
144	и с	2	2
145	входит в	5	2
146	на почве	6	2
147	но уже	1	2
148	должно быть	2	2
149	все это	3	2
150	на первый	2	2
151	этом случае	3	2
152	с точки	20	2
153	речи в	3	2
154	их в	1	2
155	никогда не	2	2
156	сводится к	3	2
157	в области	3	2
158	частности как	1	2
159	с их	1	2
160	с ее	2	2
161	но при	2	2
162	здесь не	1	2
163	природе своей	1	2
164	времени и	1	2
165	в результате	9	2
166	ситуации и	2	2
167	основе своей	1	2
168	неотделим от	1	2
169	между тем	3	2
170	в языке	4	2
171	что и	2	2
172	и всякое	2	2
173	в большинстве	3	2
174	наше время	1	2
175	не о	1	2
176	общения и	5	2
177	момент в	3	2
178	именно в	5	2
179	далеко не	4	2
180	и прежде	2	2
181	стремится к	1	2
182	о чем	1	2
183	в той	1	2
184	тому как	1	2
185	что же	4	2
186	в наше	1	2
187	и для	11	2
188	по природе	1	2
189	а в	4	2
190	с ней	1	2
191	другой стороны	6	2
192	что он	2	2
193	себе самому	1	2
194	значение не	2	2
195	обращено к	1	1
196	вырастает из	1	1
197	является для	1	1
198	одним из	2	1
199	отметим что	1	1
200	а между	1	1
201	самом деле	10	1
202	переход от	4	1
203	это и	3	1
204	к данному	2	1
205	и есть	3	1
206	в первом	3	1
207	к другому	3	1
208	принципиальное различие	1	1
209	но если	2	1
210	слово же	1	1
211	первобытных людей	1	1
212	речевой деятельности	1	1
213	на материале	8	1
214	и само	1	1
215	мы не	6	1
216	вопрос о	4	1
217	сведена к	1	1
218	высказывания в	1	1
219	в каждый	1	1
220	в сущности	3	1
221	они были	1	1
222	становится объектом	1	1
223	жизни это	1	1
224	общения в	3	1
225	ему приходит	1	1
226	нет а	1	1
227	он сам	1	1
228	людей в	1	1
229	бы то	8	1
230	в чем	2	1
231	характер и	1	1
232	во всех	7	1
233	там и	2	1
234	иного рода	1	1
235	во внешнем	2	1
236	в ее	7	1
237	как система	8	1
238	стали говорить	1	1
239	точка зрения	7	1
240	между внутренним	2	1
241	ответ на	1	1
242	которая не	1	1
243	не просто	2	1
244	друг от	1	1
245	как со	1	1
246	за пределы	5	1
247	в истории	3	1
248	в одной	2	1
249	для русской	1	1
250	ней в	1	1
251	однако не	2	1
252	просто как	1	1
253	хотя и	1	1
254	диаметрально противоположной	1	1
255	звук в	1	1
256	может получить	2	1
257	дает себя	1	1
258	то в	2	1
259	со своей	1	1
260	в самом	10	1
261	только то	1	1
262	еще на	1	1
263	в которой	3	1
264	ни один	1	1
265	в нашем	2	1
266	поэтому и	1	1
267	на стадии	2	1
268	не имеют	3	1
269	но именно	3	1
270	так сказать	6	1
271	и только	2	1
272	первобытного человека	1	1
273	наше понимание	1	1
274	к одному	4	1
275	не как	2	1
276	нашего времени	1	1
277	одной и	2	1
278	его от	1	1
279	субъективность и	1	1
280	человек с	1	1
281	с этой	2	1
282	именно это	1	1
283	таким образом	17	1
284	значительной степени	1	1
285	то ни	8	1
286	мы его	1	1
287	различие между	3	1
288	лишь в	9	1
289	и иных	2	1
290	не совпадает	1	1
291	лишь на	1	1
292	своей основе	1	1
293	не соответствует	1	1
294	и во-вторых	1	1
295	она и	1	1
296	и вне	2	1
297	движется в	2	1
298	и внешним	3	1
299	прямо к	1	1
300	пределах одного	2	1
301	на иной	1	1
302	на каждом	1	1
303	от физиологических	1	1
304	и той	2	1
305	втором случае	1	1
306	другом и	2	1
307	тем не	2	1
308	между индивидуальными	2	1
309	и более	2	1
310	перед ним	1	1
311	необходимо чтобы	5	1
312	же может	1	1
313	пролить свет	1	1
314	сознании в	1	1
315	эта ситуация	2	1
316	до известной	1	1
317	она не	2	1
318	виду что	1	1
319	с теми	1	1
320	самого начала	4	1
321	мысли в	2	1
322	мышления и	1	1
323	одна из	2	1
324	первая часть	1	1
325	к этим	3	1
326	на него	1	1
327	в процессе	14	1
328	xix века	3	1
329	они же	1	1
330	всей их	1	1
331	и имеет	1	1
332	чтобы стать	1	1
333	о них	1	1
334	для современного	1	1
