N	3gram	Medvedev_F_3	KulturaY
1	и т п	5	18
2	для того чтобы	4	15
3	в том что	3	15
4	и т д	6	14
5	с точки зрения	14	9
6	по отношению к	3	8
7	в самом деле	4	7
8	с другой стороны	5	6
9	о том что	1	5
10	в зависимости от	5	5
11	в этом отношении	3	5
12	во всяком случае	6	5
13	мере в какой	1	5
14	той мере в	1	5
15	в той мере	1	5
16	что же касается	1	4
17	до сих пор	1	4
18	не в том	1	4
19	тем не менее	2	4
20	мере того как	1	3
21	в этом смысле	2	3
22	по мере того	1	3
23	о том как	2	3
24	того или иного	1	3
25	можно было бы	1	3
26	вместе с тем	3	3
27	и тогда когда	1	3
28	не потому что	1	3
29	в связи с	4	3
30	о языке как	1	3
31	не может быть	14	3
32	и того же	1	2
33	сводится к тому	1	2
34	у нас все	1	2
35	на самом деле	12	2
36	на то что	1	2
37	так или иначе	1	2
38	т е о	1	2
39	в этом случае	1	2
40	социального общения и	2	2
41	т е когда	1	2
42	т е в	1	2
43	отсюда следует что	1	2
44	так и в	2	2
45	то же время	7	2
46	хотя бы и	1	2
47	этой точки зрения	1	2
48	и в самом	1	2
49	но все же	1	2
50	одного и того	1	2
51	в то же	7	2
52	к тому что	2	2
53	мы увидим что	2	2
54	сводится к следующему	1	1
55	является с одной	1	1
56	потому что он	3	1
57	между ними как	1	1
58	язык в его	1	1
59	что в этом	1	1
60	лишь в той	1	1
61	в действительности и	1	1
62	иметь в виду	1	1
63	между ними и	2	1
64	т е она	1	1
65	речи вовсе не	1	1
66	что в данном	1	1
67	в настоящее время	1	1
68	свое выражение в	1	1
69	так и не	1	1
70	же касается до	1	1
71	можно и должно	1	1
72	с одной стороны	1	1
73	но не менее	1	1
74	социальной жизни в	1	1
75	и в то	2	1
76	сами по себе	2	1
77	между собою в	1	1
78	можно говорить о	1	1
79	в отличие от	2	1
80	вовсе не потому	1	1
81	лишь тогда когда	2	1
82	можно только в	2	1
83	но для этого	1	1
84	а вместе с	1	1
85	в собственном смысле	1	1
86	к тому чтобы	1	1
87	и даже в	1	1
88	языке как о	1	1
89	когда говорят о	1	1
90	в противном случае	1	1
91	с этой точки	1	1
92	т п т	1	1
93	всяком случае ясно	1	1
94	в это время	1	1
95	таким образом есть	1	1
96	в пределах данного	1	1
97	с их помощью	1	1
98	не только в	1	1
99	в самом процессе	1	1
100	можно говорить как	1	1
101	тех или иных	1	1
102	если бы в	1	1
103	т е с	2	1
104	и вместе с	1	1
105	с так называемым	1	1
106	имеем в виду	1	1
107	дело не в	2	1
108	каждая эпоха имеет	1	1
109	это не значит	1	1
110	а вовсе не	4	1
111	если они не	1	1
112	собственном смысле слова	1	1
113	язык как система	1	1
114	так же как	1	1
115	потому что они	1	1
116	и пр и	1	1
117	этого слова и	1	1
118	и все же	1	1
119	ни в каком	1	1
120	не в качестве	1	1
121	между тем как	1	1
122	вовсе не в	2	1
123	вовсе не есть	1	1
124	от того что	1	1
125	случае ясно что	1	1
126	в ее целом	1	1
127	с тем что	1	1
128	той или иной	1	1
129	говорить о языке	1	1
130	связи с общим	1	1
131	совершенно прав когда	1	1
132	мы имеем в	1	1
133	смысле этого слова	2	1
134	в этих случаях	1	1
135	в большинстве случаев	4	1
136	что этот закон	1	1
137	пр и пр	1	1
138	т е не	1	1
139	того как мы	1	1
140	п т е	1	1
141	все то что	1	1
142	а то и	1	1
143	тот или иной	1	1
