N	3gram	Vinokur_St_1	Istorich
1	и т д	21	16
2	с другой стороны	6	8
3	во всех этих	1	6
4	не только в	4	5
5	о том что	11	5
6	так же как	3	4
7	с одной стороны	2	4
8	тем не менее	2	4
9	в том что	17	4
10	то что в	2	3
11	с этой стороны	1	3
12	не может быть	5	3
13	в данном случае	6	3
14	с того что	1	3
15	дело не в	2	3
16	показывает что он	1	3
17	то время как	1	2
18	точно так же	1	2
19	в одной из	1	2
20	и в других	1	2
21	но и в	2	2
22	т д в	1	2
23	после того как	1	2
24	но это не	1	2
25	на этот вопрос	1	2
26	до сих пор	7	2
27	в том чтобы	1	2
28	ответ на вопрос	1	2
29	так и в	4	2
30	т е в	2	2
31	а в том	1	2
32	в то время	2	2
33	в том-то и	1	2
34	другой стороны и	1	2
35	но все же	3	2
36	что это не	2	2
37	но в том-то	1	2
38	как и в	2	2
39	что и в	4	2
40	о том как	1	1
41	на том что	1	1
42	сказать что в	3	1
43	с точки зрения	8	1
44	и дело что	1	1
45	а не в	1	1
46	по отношению к	3	1
47	совсем не в	1	1
48	в самом деле	5	1
49	он не только	1	1
50	дело не только	1	1
51	т д и	2	1
52	в этом случае	2	1
53	тем что это	1	1
54	же как и	1	1
55	объяснение того что	1	1
56	только в том	3	1
57	в зависимости от	1	1
58	в иных случаях	2	1
59	в другом месте	1	1
60	что он не	1	1
61	бы то ни	1	1
62	т д но	4	1
63	и т п	9	1
64	можно было бы	8	1
65	примеров показывающих что	1	1
66	а иногда и	2	1
67	и не в	1	1
68	говорит о том	2	1
69	показать что и	1	1
70	не хотелось бы	1	1
71	в таких случаях	1	1
72	для нас особенно	1	1
73	и что в	1	1
74	этом случае есть	1	1
75	другой же стороны	1	1
76	что то что	1	1
77	не вытекает и	1	1
78	то что она	1	1
79	т е с	3	1
80	имеем дело с	2	1
81	в которой он	1	1
82	то что он	1	1
83	том-то и дело	1	1
84	данном случае в	2	1
85	на вопрос о	2	1
86	надо сказать что	1	1
87	имеет право на	1	1
88	ответ на этот	1	1
89	но с другой	2	1
90	это тем более	1	1
91	вопрос о том	2	1
92	но все эти	1	1
93	мысль о том	1	1
94	ту или иную	1	1
95	д но при	1	1
96	к тому что	1	1
97	с другой же	1	1
