N	4gram	Vygotskiy__2	Psycholo
1	указывает на то что	1	3
2	заключается в том чтобы	3	3
3	заключается в том что	4	3
4	несмотря на то что	1	2
5	в собственном смысле слова	3	2
6	и в самом деле	1	2
7	совершенно так же как	1	1
8	с одной стороны и	2	1
9	дело в том что	1	1
10	в полном согласии с	1	1
11	мы видели что в	1	1
12	эта точка зрения была	1	1
13	вовсе не следует что	1	1
14	в том числе и	3	1
15	и более или менее	1	1
16	в сущности ничего не	2	1
17	один и тот же	1	1
18	если мы обратимся к	1	1
19	говорит по этому поводу	1	1
20	никогда не может быть	1	1
21	друг к другу и	1	1
22	том случае если бы	1	1
23	само по себе не	1	1
24	это не потому что	1	1
25	в том случае если	1	1
26	что с точки зрения	1	1
27	на вопрос о том	2	1
28	в коем случае не	1	1
29	состоит в том что	3	1
30	явлений и процессов в	1	1
31	от поколения к поколению	1	1
32	легко заметить что это	1	1
33	к тому же самому	1	1
34	для того чтобы с	1	1
35	все время в виду	1	1
36	ни в коем случае	1	1
37	что это действительно так	1	1
38	приходит к выводу что	1	1
