N	2gram	Propp_Morf_1	FransuaR
1	и в	13	40
2	и его	1	17
3	прежде всего	9	16
4	в этом	14	15
5	мы уже	1	13
6	не только	4	13
7	в его	1	13
8	и не	12	13
9	вовсе не	4	12
10	что в	8	12
11	как и	3	11
12	но и	4	11
13	таким образом	21	10
14	как мы	6	10
15	в сущности	3	9
16	он не	3	9
17	в них	1	9
18	может быть	52	9
19	и все	1	9
20	и до	1	8
21	и на	1	8
22	отношение к	1	8
23	все эти	2	8
24	и с	1	8
25	во время	6	8
26	в том	6	8
27	у него	1	8
28	но в	2	8
29	то же	7	7
30	в виду	1	7
31	в одном	1	7
32	и др	10	7
33	во всех	4	6
34	в этих	13	6
35	в то	3	6
36	связи с	10	6
37	мы еще	1	6
38	в той	1	6
39	в своей	1	6
40	к этому	3	6
41	со всеми	1	5
42	в основе	1	5
43	и для	2	5
44	в особенности	1	5
45	те же	1	5
46	мы видим	13	5
47	для него	1	5
48	то что	8	5
49	а не	11	5
50	в связи	9	5
51	как раз	1	5
52	смысле слова	4	4
53	также и	4	4
54	в нашем	3	4
55	было бы	3	4
56	ни в	1	4
57	том что	4	4
58	даже в	1	4
59	того чтобы	3	4
60	в области	1	4
61	у нас	2	4
62	о том	2	4
63	в бочку	1	4
64	и здесь	5	4
65	а также	4	4
66	один из	5	4
67	только на	1	4
68	из них	3	4
69	так как	16	4
70	за этим	1	4
71	и даже	1	4
72	до сих	1	4
73	в данном	1	4
74	сих пор	1	4
75	видно что	1	4
76	самом деле	4	3
77	на самом	4	3
78	и есть	2	3
79	только для	1	3
80	он был	1	3
81	с его	2	3
82	по отношению	4	3
83	отличие от	1	3
84	в этой	2	3
85	кроме того	1	3
86	и как	5	3
87	и наконец	1	3
88	и к	4	3
89	в себе	1	3
90	но ведь	1	3
91	связанные с	1	3
92	при этом	1	3
93	об этом	4	3
94	их в	1	3
95	вплоть до	1	3
96	в таких	2	3
97	дело не	2	3
98	одна из	4	3
99	во всем	1	3
100	но все	3	3
101	здесь не	2	3
102	можно было	2	3
103	еще в	1	3
104	если бы	2	3
105	в другом	2	3
106	между тем	5	3
107	что и	7	3
108	во всей	1	3
109	этого нельзя	2	3
110	еще не	3	3
111	только в	2	3
112	так и	6	3
113	в начале	3	3
114	одно из	1	3
115	не так	1	3
116	мы находим	1	3
117	тем что	4	3
118	в других	3	3
119	для того	2	3
120	сказать что	2	3
121	там где	5	3
122	для этой	3	3
123	в частности	2	3
124	не может	14	3
125	как в	3	3
126	как бы	3	3
127	весь этот	1	3
128	но это	6	3
129	а в	7	3
130	между ними	1	3
131	к этой	1	3
132	они не	1	3
133	одним из	1	2
134	например в	2	2
135	связана с	3	2
136	наших дней	2	2
137	это и	2	2
138	из самых	1	2
139	и этот	1	2
140	мы не	8	2
141	большую роль	1	2
142	со смертью	2	2
143	хотя бы	4	2
144	и был	1	2
145	которые он	1	2
146	но не	4	2
147	до наших	2	2
148	вот как	1	2
149	в течение	1	2
150	что он	4	2
151	все же	7	2
152	имеет в	1	2
153	в этот	1	2
154	в которой	3	2
155	в целом	3	2
156	из этих	1	2
157	на его	4	2
158	в первой	1	2
159	и вот	1	2
160	на этом	3	2
161	здесь мы	3	2
162	раз при	1	2
163	ни одной	1	2
164	церковь и	1	2
165	далеко не	5	2
166	в один	3	2
167	точки зрения	2	2
168	но он	1	2
169	не менее	5	2
170	ее не	1	2
171	дело в	1	2
172	значение этого	1	2
173	этом отношении	1	2
174	и далее	1	2
175	должны быть	1	2
176	они и	3	2
177	момент в	1	2
178	данном случае	1	2
179	здесь нет	1	2
180	даны в	1	2
181	можно сказать	2	2
182	но здесь	1	2
183	с того	3	2
184	с другой	8	2
185	увидим дальше	1	2
186	это не	6	2
187	к нему	3	2
188	чтоб от	1	2
189	как нечто	1	2
190	который в	2	2
191	но как	2	2
192	или же	6	2
193	и ее	3	2
194	об их	1	2
195	больше чем	1	2
196	в эти	1	2
197	и у	1	2
198	в нашей	1	2
199	как его	1	2
200	в форме	6	2
201	одном месте	1	2
202	еще и	1	2
203	о чем	1	2
204	очень часто	6	2
205	с помощью	1	2
206	материал и	1	2
207	с этим	11	2
208	из этой	1	2
