N	2gram	Tiupa_Narr_1	Psycholo
1	то что	11	32
2	и в	19	31
3	в том	18	30
4	то есть	19	26
5	что в	3	23
6	может быть	25	22
7	таким образом	1	20
8	при этом	9	19
9	не может	10	17
10	как и	7	16
11	том что	14	16
12	и не	20	16
13	точки зрения	10	15
14	только в	4	14
15	не только	32	13
16	что и	1	13
17	а не	12	13
18	мы не	1	12
19	так же	2	12
20	в этом	17	12
21	с таким	1	11
22	в самом	1	11
23	не в	14	11
24	в области	2	11
25	могут быть	3	11
26	в сущности	3	10
27	того что	1	10
28	потому что	1	10
29	самом деле	2	9
30	по себе	5	9
31	ни в	3	9
32	как в	7	9
33	всякий раз	1	8
34	никогда не	3	8
35	что мы	2	8
36	том чтобы	1	7
37	сказать что	4	7
38	и его	5	7
39	о том	6	7
40	есть в	2	7
41	тому как	2	7
42	что он	6	7
43	что это	3	6
44	очевидно что	1	6
45	отнюдь не	5	6
46	из этих	3	6
47	было бы	4	6
48	если бы	1	6
49	в его	9	6
50	вслед за	4	6
51	вовсе не	1	6
52	и даже	3	6
53	одной стороны	7	6
54	а в	11	6
55	и есть	1	5
56	то же	4	5
57	х годов	1	5
58	в ее	3	5
59	с одной	7	5
60	в целом	1	5
61	и совершенно	1	5
62	подобно тому	2	5
63	несмотря на	2	5
64	иначе говоря	6	5
65	она не	2	5
66	в то	3	5
67	в процессе	1	5
68	как будто	3	5
69	не является	8	5
70	утверждать что	2	5
71	для нас	1	5
72	с другой	8	5
73	в какой	2	5
74	отдельных лиц	1	5
75	само по	1	5
76	совершенно не	2	5
77	как бы	4	5
78	этой точки	2	5
79	все же	7	5
80	и для	2	5
81	и все	2	5
82	другой стороны	4	5
83	же как	3	4
84	в котором	1	4
85	мы имеем	2	4
86	совпадает с	1	4
87	в виду	1	4
88	столь же	3	4
89	точка зрения	6	4
90	у него	4	4
91	со всеми	1	4
92	отличие от	5	4
93	формы в	1	4
94	в себе	8	4
95	по существу	2	4
96	в совершенно	1	4
97	различие между	2	4
98	одна из	3	4
99	у нас	1	4
100	очень часто	1	4
101	к тому	7	4
102	те же	4	4
103	со стороны	9	4
104	прежде всего	4	4
105	между тем	3	4
106	все время	1	4
107	один из	3	4
108	мы увидим	1	4
109	и у	1	4
110	мы можем	1	4
111	как это	6	4
112	этого слова	2	4
113	с этой	1	4
114	искусства как	1	4
115	в результате	2	4
116	речь идет	4	3
117	например в	2	3
118	это и	3	3
119	должна быть	2	3
120	из которых	4	3
121	себе а	1	3
122	в которых	1	3
123	совсем не	1	3
124	но не	5	3
125	конечном счете	2	3
126	в художественном	1	3
