N	3gram	Tiupa_Lite_1	KulturaY
1	с точки зрения	2	16
2	в самом деле	1	11
3	можно было бы	1	10
4	тем не менее	2	9
5	до сих пор	1	8
6	в том что	11	8
7	в зависимости от	1	7
8	тех пор пока	1	4
9	в данном случае	4	4
10	с одной стороны	2	4
11	и в этом	1	4
12	в связи с	4	4
13	до тех пор	1	4
14	на самом деле	1	3
15	пор пока он	1	3
16	на мой взгляд	1	3
17	не только в	4	3
18	а с другой	1	3
19	с другой стороны	1	3
20	не может быть	1	3
21	о том что	2	3
22	русской классической литературы	3	2
23	и того же	1	2
24	одним и тем	1	2
25	и тем же	1	2
26	по отношению к	2	2
27	не говоря уже	2	2
28	в том числе	1	2
29	как раз и	1	2
30	только в том	2	2
31	говоря уже о	1	2
32	в отличие от	5	2
33	только то что	1	2
34	том что не	1	2
35	следует перейти к	1	2
36	надо полагать в	1	2
37	одного и того	1	2
38	тем более что	1	2
39	тот или иной	1	2
40	к тому же	1	2
41	все ту же	1	1
42	в целом ряде	1	1
43	чуть ли не	2	1
44	прежде всего в	3	1
45	в одной из	1	1
46	предмет его занятий	1	1
47	это еще не	1	1
48	в другом месте	1	1
49	для этой цели	1	1
50	бы то ни	1	1
51	из того что	2	1
52	по крайней мере	1	1
53	в той мере	1	1
54	а то и	1	1
55	с этой точки	3	1
56	в равной мере	1	1
57	ту или иную	2	1
58	только в силу	1	1
59	войне и мире	1	1
60	в виду не	2	1
61	полный отказ от	1	1
62	я в данном	1	1
63	и вы увидите	1	1
64	не столько в	1	1
65	что он в	1	1
66	а не как	1	1
67	во всяком случае	2	1
68	отсутствие у них	1	1
69	тем что в	1	1
70	этой точки зрения	3	1
71	то же время	5	1
72	в войне и	1	1
73	во главу угла	1	1
74	в свою очередь	1	1
75	в конечном счете	4	1
76	и прежде всего	3	1
77	но все же	1	1
78	не выходит за	1	1
79	конечном счете к	1	1
80	в то же	5	1
81	по этому поводу	1	1
82	тех или иных	1	1
83	имеется в виду	1	1
84	быть не может	1	1
85	бы не было	1	1
86	именно в том	1	1
