N	3gram	Losev_Prob_5	Analitik
1	не может быть	2	16
2	в том что	8	9
3	в то же	1	8
4	то же время	1	6
5	той или иной	1	6
6	что иное как	3	5
7	по отношению к	2	5
8	с точки зрения	8	4
9	и не в	2	4
10	времени и пространстве	1	4
11	не что иное	3	4
12	к тому же	1	4
13	о том что	9	3
14	состоит в том	1	3
15	в том числе	2	3
16	в таком случае	2	3
17	во времени и	1	3
18	бы то ни	2	3
19	для того чтобы	2	3
20	то ни было	1	3
21	с одной стороны	3	3
22	в самом деле	1	2
23	но и в	2	2
24	в этом отношении	1	2
25	в данном случае	2	2
26	далеко не всегда	3	2
27	но в то	1	2
28	с другой стороны	5	2
29	мере в какой	1	2
30	и все же	1	2
31	тех или иных	2	2
32	том что он	2	2
33	как и его	1	1
34	такой же мере	1	1
35	но и самого	1	1
36	все еще не	1	1
37	в виду не	1	1
38	том что люди	1	1
39	а вовсе не	1	1
40	равно как и	2	1
41	также и в	2	1
42	точки зрения в	1	1
43	о том как	1	1
44	как раз и	1	1
45	не было и	1	1
46	до сих пор	2	1
47	говоря уже о	1	1
48	сам по себе	1	1
49	как мы увидим	1	1
50	с ним в	1	1
51	между тем как	1	1
52	том числе и	1	1
53	при изучении истории	1	1
54	отнюдь не к	1	1
55	с этой точки	1	1
56	по крайней мере	4	1
57	то или иное	1	1
58	вместе с тем	3	1
59	вновь и вновь	1	1
60	и в частности	3	1
61	в новом свете	1	1
62	не в его	1	1
63	не только в	1	1
64	вслед за ним	1	1
65	на первый взгляд	1	1
66	как будто бы	3	1
67	а с другой	3	1
68	и как бы	1	1
69	в такой же	1	1
70	все же не	3	1
71	жизни в частности	1	1
72	во всяком случае	2	1
73	виду не только	1	1
74	этой точки зрения	1	1
75	все того же	2	1
76	по аналогии с	1	1
77	и вместе с	1	1
78	только тогда когда	3	1
79	в этом смысле	3	1
80	говорится и о	1	1
81	в связи с	7	1
82	и таким образом	1	1
83	мы встречаемся с	1	1
84	и как будто	1	1
85	не говоря уже	1	1
