N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	4	31
2	но и	7	27
3	и не	15	23
4	при этом	3	19
5	может быть	12	15
6	в качестве	1	14
7	как и	11	13
8	а не	11	13
9	а в	2	13
10	в этом	8	12
11	только в	4	12
12	и в	53	11
13	состоит в	1	10
14	своего рода	3	10
15	и его	10	10
16	то есть	48	9
17	времени и	2	9
18	во времени	1	9
19	то что	9	9
20	то же	6	8
21	не может	2	8
22	в том	14	8
23	уже не	1	8
24	и т.п	31	8
25	в рассказе	2	8
26	но в	5	7
27	том что	5	7
28	на протяжении	5	7
29	у него	1	7
30	и он	1	6
31	в самом	2	6
32	не в	2	6
33	в этой	1	6
34	в себе	5	6
35	тому же	2	6
36	об этом	1	6
37	и т.д	2	6
38	в его	8	6
39	как бы	14	6
40	один из	6	6
41	или в	1	6
42	а также	4	6
43	жизни и	9	6
44	между двумя	1	5
45	и на	18	5
46	той или	1	5
47	перед нами	5	5
48	рассказа в	1	5
49	так и	6	5
50	точки зрения	4	5
51	в своей	3	5
52	тем самым	1	5
53	потому что	5	5
54	на другой	1	5
55	можно сказать	8	5
56	в соответствии	2	5
57	столь же	1	5
58	еще не	5	4
59	с его	2	4
60	но не	5	4
61	как в	7	4
62	хотя и	4	4
63	из этих	1	4
64	в нем	10	4
65	в мире	5	4
66	из них	4	4
67	и тем	2	4
68	соответствии с	2	4
69	вплоть до	4	4
70	в то	5	4
71	одна из	7	4
72	никогда не	2	4
73	в сознании	2	4
74	что на	1	4
75	к себе	6	4
76	в ней	7	4
77	о том	2	4
78	внимание на	1	4
79	же время	5	4
80	а во	1	4
81	в литературе	5	4
82	или иной	1	4
83	прежде всего	15	4
84	о чем	1	4
85	этом и	1	4
86	также и	4	3
87	и то	1	3
88	мы имеем	1	3
89	мы не	4	3
90	а для	2	3
91	он сам	4	3
92	в своем	1	3
93	в целом	1	3
94	но именно	1	3
95	он не	3	3
96	для того	1	3
97	беседы с	1	3
98	и с	6	3
99	в глазах	1	3
100	это не	6	3
101	в жизни	8	3
102	в слове	1	3
103	не всегда	1	3
104	еще раз	5	3
105	и ее	6	3
106	тем не	2	3
107	их в	2	3
108	не менее	3	3
109	но они	4	3
110	как будто	2	3
111	этом отношении	1	3
112	начиная с	3	3
113	истории не	1	3
114	но при	1	3
115	о нем	1	3
116	его жизни	1	3
117	между тем	2	3
118	что он	4	3
119	по отношению	2	3
120	в пространстве	1	3
121	может служить	1	3
122	именно в	2	3
123	при всей	2	3
124	не было	4	3
125	как это	2	3
126	в начале	2	3
127	это уже	1	3
128	в следующей	1	3
129	не существует	1	3
130	и все	10	3
131	отношению к	1	3
132	героя в	1	3
133	что в	2	3
134	а о	1	2
135	в сфере	1	2
136	и через	3	2
137	в зависимости	2	2
138	иным как	1	2
139	событие это	1	2
140	всех его	1	2
141	и для	4	2
142	в сущности	10	2
143	жизни как	4	2
144	ему в	1	2
145	зависимости от	2	2
146	меньшей степени	2	2
147	в наиболее	1	2
148	отличие от	1	2
149	во сне	5	2
150	один и	1	2
151	в той	2	2
152	так называемая	2	2
153	что касается	2	2
154	дистанция между	1	2
155	так сказать	5	2
156	и еще	1	2
157	человека в	3	2
158	это было	3	2
159	для них	1	2
160	все равно	4	2
161	этого не	1	2
162	он и	1	2
163	и тогда	1	2
164	в этих	5	2
165	в отличие	1	2
166	сих пор	5	2
167	в обоих	1	2
168	казалось бы	3	2
169	ничего не	6	2
170	этих двух	2	2
171	как она	1	2
172	связи с	1	2
173	т.п и	1	2
174	же самое	1	2
175	они и	2	2
176	как мы	5	2
177	с ее	1	2
178	здесь не	4	2
179	другой стороны	1	2
180	особенно в	4	2
181	по мере	1	2
182	с ним	2	2
183	то они	1	2
184	имеем дело	1	2
185	до сих	5	2
186	с другой	2	2
187	это была	2	2
188	тем или	1	2
189	в форме	6	2
190	от этих	1	2
191	большей или	3	2
192	с ними	1	2
193	дело с	1	2
194	всяком случае	1	2
195	они могут	1	2
196	только на	1	2
197	в конце	3	2
198	к ним	1	2
199	не о	2	2
200	друг друга	1	2
201	мы можем	5	2
202	каждый из	1	2
203	где в	2	2
204	в особенности	2	2
205	и даже	2	2
206	в области	3	2
207	в результате	1	2
208	как у	5	2
209	на ее	2	2
210	и притом	1	2
211	что не	1	2
212	и стал	1	2
213	человеческой жизни	3	2
214	вместе с	2	2
215	к его	1	2
216	по своим	1	2
217	по своему	6	2
218	да и	2	2
219	быть и	2	2
220	человека который	1	2
221	о его	1	2
222	в связи	2	2
223	и от	3	2
224	не подлежит	1	2
225	в году	1	2
226	которая в	1	2
227	или иным	1	2
228	хотя бы	2	2
229	жизни в	3	2
230	в романе	1	2
231	между ними	2	2
232	сказать что	10	2
233	чем иным	1	2
234	в таком	2	2
235	во всяком	1	2
236	в роли	1	2
237	как все	1	1
238	если б	7	1
239	одним из	3	1
240	на самом	1	1
241	это и	1	1
242	характерное для	2	1
243	но главное	1	1
244	и до	5	1
245	средствами художественного	1	1
246	по его	1	1
247	мы уже	5	1
248	он ничего	1	1
249	например в	5	1
250	смысле можно	1	1
251	этом не	1	1
252	он как	1	1
253	бессмертии души	1	1
254	бы двумя	1	1
255	что иное	1	1
256	событий и	2	1
257	мы и	2	1
258	этого термина	1	1
259	из которых	1	1
260	довольно и	1	1
261	он был	1	1
262	иное как	1	1
263	в последних	1	1
264	в различных	1	1
265	и главное	1	1
266	мы будем	1	1
267	а только	1	1
268	не то	3	1
269	преимущественно как	1	1
270	значение и	2	1
271	не все	1	1
272	а он	1	1
273	отношение к	6	1
274	тут же	1	1
275	в особом	1	1
276	его на	1	1
277	что именно	2	1
278	с этим	2	1
279	так можно	1	1
280	о жизни	1	1
281	еще и	1	1
282	в полном	1	1
283	когда он	1	1
284	целый ряд	1	1
285	и наконец	2	1
286	на улицах	1	1
287	и к	5	1
288	происходящей в	1	1
289	гораздо раньше	1	1
290	со своей	1	1
291	в драматургии	1	1
292	в которой	2	1
293	в литературном	1	1
294	что это	2	1
295	по инерции	1	1
296	ситуация диалога	1	1
297	во многих	1	1
298	следующей главе	1	1
299	и тот	3	1
300	особое место	2	1
301	что даже	1	1
302	но ведь	1	1
303	как он	2	1
304	но на	1	1
305	человек не	1	1
306	например как	2	1
307	по сходству	1	1
308	что она	1	1
309	главным образом	3	1
310	главное в	1	1
311	чтобы они	1	1
312	как с	1	1
313	не как	1	1
314	в силу	1	1
315	на земле	14	1
316	символическая деталь	1	1
317	и по	3	1
318	людей и	1	1
319	так например	2	1
320	в нее	1	1
321	именно это	1	1
322	таким образом	6	1
323	и символы	2	1
324	ее по	1	1
325	значение в	4	1
326	уже знаем	1	1
327	той же	5	1
328	его в	2	1
329	второй половины	2	1
330	с другими	3	1
331	еще вернемся	3	1
332	это одна	1	1
333	лишь на	1	1
334	например с	1	1
335	рассказчика и	1	1
336	в большей	2	1
337	произведении и	1	1
338	все слова	1	1
339	но уже	1	1
340	далеко не	2	1
341	мировой литературы	3	1
342	в ее	3	1
343	этой цепи	1	1
344	мы видели	2	1
345	ведет к	1	1
346	в один	2	1
347	герой рассказа	2	1
348	нисколько не	1	1
349	или менее	3	1
350	его нельзя	1	1
351	во время	1	1
352	или точнее	1	1
353	смерть как	1	1
354	в котором	1	1
355	с точки	2	1
356	в их	2	1
357	мире например	1	1
358	оказывается что	1	1
359	речь рассказчика	1	1
360	что я	2	1
361	вовсе еще	1	1
362	и они	2	1
363	рождение и	1	1
364	но во	1	1
365	что было	1	1
366	рассказа как	1	1
367	по крайней	1	1
368	мира на	1	1
369	только этого	1	1
370	даже в	1	1
371	есть последних	1	1
372	к некоторым	1	1
373	так как	7	1
374	как можно	1	1
375	освободиться от	1	1
376	того как	1	1
377	которые не	2	1
378	своего героя	1	1
379	но такая	1	1
380	и проникать	1	1
381	в единство	1	1
382	это еще	2	1
383	и уже	2	1
384	важнейшая особенность	1	1
385	этапах развития	1	1
386	этот тип	1	1
387	вся его	1	1
388	для всех	2	1
389	они полны	1	1
390	ними не	1	1
391	по своей	9	1
392	во всем	2	1
393	так называемый	1	1
394	только с	1	1
395	и делает	1	1
396	и со	1	1
397	детей в	1	1
398	в момент	1	1
399	церкви в	1	1
400	встречается в	1	1
401	необходимо также	1	1
402	могут быть	4	1
403	предыдущей главе	1	1
404	на самый	1	1
405	игра в	1	1
406	пор еще	2	1
407	подчеркнуть что	3	1
408	если же	1	1
409	стороны жизни	1	1
410	обычно в	3	1
411	наиболее существенным	1	1
412	всем миром	1	1
413	есть одновременно	1	1
414	от друга	1	1
415	здесь также	1	1
416	говорили что	1	1
417	всей своей	2	1
418	в более	4	1
419	нравственное и	1	1
420	в образе	3	1
421	пристальное внимание	1	1
422	живет в	2	1
423	каждого из	2	1
424	мог бы	1	1
425	с собой	1	1
426	вошел в	1	1
427	еще одного	2	1
428	наше внимание	1	1
429	но у	1	1
430	поэтому в	1	1
431	и вообще	3	1
432	остановимся на	1	1
433	и смерть	1	1
434	и вся	3	1
435	это но	1	1
436	и здесь	1	1
437	не разрушают	1	1
438	евангелия в	1	1
439	и та	1	1
440	ее и	1	1
441	к слову	1	1
442	подлежит сомнению	1	1
443	во всех	12	1
444	а потому	1	1
445	нуждается в	1	1
446	что и	3	1
447	целая система	2	1
448	крайней мере	1	1
449	он вовлекает	1	1
450	все время	1	1
451	к ней	1	1
452	в жизнь	1	1
453	но тут	1	1
454	с той	1	1
455	в двух	2	1
456	тот же	2	1
457	одной из	4	1
458	бы из	1	1
459	до нас	2	1
460	по мнению	1	1
461	и мысли	2	1
462	со всеми	8	1
463	с которыми	1	1
464	к одному	2	1
465	которые мы	2	1
466	того же	2	1
467	и событий	3	1
468	и у	7	1
469	уже в	2	1
470	вопроса о	1	1
471	с женой	1	1
472	мог стать	1	1
473	в душе	1	1
474	или даже	1	1
475	представить себе	1	1
476	произведения и	1	1
477	бытия и	2	1
478	в ряде	1	1
479	тем что	2	1
480	существенную роль	1	1
481	не просто	1	1
482	достаточно напомнить	1	1
483	протяжении всего	1	1
484	смерти и	4	1
485	и строго	1	1
486	друг от	1	1
487	это типичные	1	1
488	народов и	1	1
489	в исторической	1	1
490	даже не	1	1
491	если только	1	1
492	и создает	3	1
493	сам себя	1	1
494	для этого	1	1
495	или меньшей	3	1
496	которая обладает	1	1
497	наконец в	2	1
498	мы еще	3	1
499	нового времени	8	1
500	что для	1	1
501	говорит о	2	1
502	связано с	1	1
503	о влиянии	1	1
504	на литературу	3	1
505	с большей	1	1
506	а главное	2	1
507	выше и	2	1
508	на рассказе	1	1
509	его как	1	1
510	до второй	1	1
511	в комнате	1	1
512	из многочисленных	1	1
513	там где	1	1
514	и слово	1	1
515	с помощью	1	1
516	проникновения в	1	1
517	в диалогической	1	1
518	связь с	2	1
519	в творчестве	8	1
520	о себе	2	1
521	и потому	5	1
522	в строгом	1	1
523	в предыдущей	1	1
524	над ним	1	1
525	т.п это	2	1
526	наряду с	5	1
527	есть на	1	1
528	в тех	1	1
529	почувствовал что	1	1
530	не можем	1	1
531	в европейской	2	1
532	рассказ в	1	1
533	переживаемой в	1	1
534	и смерти	2	1
535	слова и	3	1
536	на разных	1	1
537	своей жизни	1	1
538	но это	3	1
539	все это	8	1
540	числе и	10	1
541	здесь следует	1	1
542	и где	1	1
543	что позволяет	1	1
544	которых он	1	1
545	указать на	1	1
546	от имени	1	1
547	хотя они	1	1
548	сознания и	1	1
549	человек и	2	1
550	как для	1	1
551	утрачивает свою	2	1
552	чтение евангелия	1	1
553	еще более	5	1
554	тем более	2	1
555	для проникновения	1	1
556	о бессмертии	1	1
557	все они	1	1
558	я за	1	1
559	в период	1	1
560	это все	1	1
561	не знает	4	1
562	речи и	1	1
563	впервые в	2	1
564	это на	1	1
565	самой своей	1	1
566	и мышления	2	1
567	им не	1	1
568	они еще	1	1
569	только о	1	1
570	на свет	1	1
571	более или	3	1
572	к этой	1	1
573	в речь	1	1
574	их отношений	1	1
575	следует сказать	1	1
576	к этому	4	1
577	том числе	11	1
578	они не	3	1
