N	2gram	Bakhtin_Fr_2	EvropaiE
1	и в	49	37
2	в отношении	2	32
3	в пределах	2	25
4	точки зрения	6	23
5	что в	2	21
6	не только	17	18
7	с точки	5	17
8	в то	6	16
9	то же	7	15
10	хотя бы	1	15
11	в своем	5	14
12	но в	4	14
13	же время	6	14
14	в качестве	2	14
15	но и	13	14
16	и не	15	14
17	в этом	15	12
18	в их	2	11
19	в области	4	11
20	в том	3	11
21	с и	1	10
22	так и	6	10
23	в себе	4	9
24	только в	13	9
25	прежде всего	19	9
26	все более	1	9
27	не может	7	9
28	так же	2	9
29	в смысле	2	9
30	в ее	3	8
31	думать что	2	8
32	было бы	3	8
33	в своей	5	8
34	к тому	1	8
35	с одной	3	8
36	одной стороны	3	8
37	также и	3	7
38	того что	1	7
39	так как	6	7
40	с другой	4	7
41	как и	11	7
42	по своему	1	7
43	может быть	5	6
44	и на	17	6
45	во всех	6	6
46	стороны и	1	6
47	на то	2	6
48	то есть	32	6
49	том что	4	6
50	того чтобы	2	6
51	вовсе не	10	6
52	для того	1	6
53	и даже	2	6
54	как бы	11	6
55	с этой	1	6
56	то что	6	6
57	которую мы	1	5
58	но не	5	5
59	не в	1	5
60	и по	1	5
61	но если	1	5
62	этих областей	1	5
63	как мы	7	5
64	одной из	2	5
65	в виде	1	5
66	от этого	1	5
67	в частности	1	5
68	и потому	5	5
69	в течение	3	5
70	но даже	2	4
71	в ней	2	4
72	независимо от	1	4
73	в самом	3	4
74	того или	1	4
75	несмотря на	3	4
76	чем в	1	4
77	даже в	3	4
78	к ней	2	4
79	можно сказать	2	4
80	именно в	6	4
81	не на	1	4
82	для нас	1	4
83	сказать что	6	4
84	или иного	1	4
85	культуры в	1	4
86	из всех	1	3
87	в деле	1	3
88	и со	3	3
89	того же	1	3
90	время в	1	3
91	в общем	1	3
92	как в	1	3
93	и к	4	3
94	мы можем	2	3
95	не дает	3	3
96	большинстве случаев	1	3
97	в них	13	3
98	с тем	1	3
99	мы видели	3	3
100	во второй	1	3
101	дело в	1	3
102	никогда не	5	3
103	потому что	1	3
104	с другом	1	3
105	во все	2	3
106	можно было	3	3
107	о том	3	3
108	место в	3	3
109	что и	1	3
110	отметить что	1	3
111	всяком случае	2	3
112	в данной	1	3
113	из них	3	3
114	себе в	2	3
115	в известной	4	3
116	в прошлом	1	3
117	к ним	1	3
118	тем что	4	3
119	этом отношении	3	3
120	по своим	1	3
121	и прежде	2	3
122	в свою	1	3
123	говорит о	1	3
124	связано с	2	3
125	там где	4	3
126	ни на	1	3
127	друг с	1	3
128	не является	1	3
129	известной степени	1	3
130	и для	1	3
131	и от	1	3
132	не более	1	3
133	жизни в	3	3
134	на своем	1	3
135	ее в	2	3
136	как на	4	3
137	во всяком	2	3
138	и то	1	2
139	по преимуществу	2	2
140	что эти	1	2
141	должна быть	1	2
142	и этот	1	2
143	есть не	1	2
144	меньшей степени	3	2
145	культуру в	1	2
146	на них	1	2
147	и человеческой	1	2
148	точка зрения	3	2
149	в истории	6	2
150	хотя и	2	2
151	целый ряд	2	2
152	тому или	1	2
153	и как	1	2
154	чем на	1	2
155	в этой	10	2
156	всего к	1	2
157	что к	1	2
158	этой культуры	2	2
159	этот процесс	4	2
160	главным образом	1	2
161	но именно	3	2
162	он не	1	2
163	и еще	2	2
164	в силу	1	2
165	таким образом	7	2
166	это значит	1	2
167	культуры но	2	2
168	в мире	2	2
169	и с	6	2
170	и рядом	1	2
171	для них	2	2
172	далеко не	3	2
173	в своих	4	2
174	одна и	1	2
175	ссылаться на	1	2
176	в развитии	1	2
