N	3gram	Vinokur_Ku_3	Hudozhes
1	о том что	3	9
2	и т п	41	8
3	то же время	1	8
4	по отношению к	2	8
5	в то же	1	8
6	в том что	8	6
7	в самом деле	11	4
8	можно было бы	10	4
9	к тому что	1	4
10	с точки зрения	16	3
11	в связи с	4	3
12	и в самом	4	3
13	тем не менее	9	3
14	и т д	8	3
15	того или иного	3	2
16	что же касается	1	2
17	только в том	2	2
18	что он не	1	2
19	в первую очередь	3	2
20	до сих пор	8	2
21	в равной мере	1	2
22	ту или иную	1	2
23	не только в	3	2
24	не в том	2	2
25	в этих словах	1	2
26	не может быть	3	2
27	самом деле в	1	2
28	и о том	1	2
29	в конечном счете	1	2
30	я не стал	1	1
31	потому что он	1	1
32	одних и тех	1	1
33	п все эти	1	1
34	что она не	1	1
35	прежде всего в	1	1
36	он не умеет	1	1
37	на самом деле	3	1
38	в этом смысле	1	1
39	т п все	2	1
40	здесь прежде всего	1	1
41	то же самое	1	1
42	сих пор еще	3	1
43	и в этом	4	1
44	в одной из	1	1
45	а тем более	1	1
46	самом деле не	2	1
47	в таком случае	2	1
48	и в то	1	1
49	в иных случаях	1	1
50	а также в	1	1
51	ответить на вопрос	1	1
52	более или менее	2	1
53	что все эти	1	1
54	по своему содержанию	1	1
55	в отличие от	2	1
56	с совершенно иной	1	1
57	самые простые и	1	1
58	с этой точки	1	1
59	в том случае	4	1
60	и тех же	1	1
61	положение при котором	1	1
62	не потому что	1	1
63	в первом случае	2	1
64	еще ничего не	1	1
65	можно говорить об	1	1
66	но тут же	1	1
67	не стал бы	1	1
68	так и в	3	1
69	не только для	1	1
70	это главным образом	1	1
71	на вопросе о	1	1
72	во всяком случае	1	1
73	он не знает	1	1
74	они уже не	1	1
75	время в стороне	1	1
76	не имеет ничего	1	1
77	в свое время	2	1
78	а в том	1	1
79	в данной связи	2	1
80	в данном случае	4	1
81	это еще не	1	1
82	также и о	2	1
83	истории русской литературы	1	1
84	на наших глазах	1	1
85	то что мы	1	1
86	в свою очередь	1	1
87	по своим результатам	1	1
88	именно к этой	1	1
89	этой точки зрения	1	1
90	с тем что	1	1
91	не только не	1	1
92	но в этом	1	1
93	но все же	1	1
94	самое непосредственное отношение	1	1
95	друг от друга	1	1
96	если бы не	2	1
97	это действительно так	1	1
98	в том смысле	1	1
99	с одной стороны	4	1
100	формы и содержания	2	1
