N	2gram	Tiupa_Teor_1	slovoVRo
1	и в	18	41
2	в нем	4	30
3	то есть	12	26
4	в романе	3	21
5	могут быть	4	19
6	во всех	1	17
7	не только	16	16
8	и не	13	16
9	точки зрения	9	16
10	языка в	4	16
11	но и	9	16
12	а не	9	15
13	то же	7	14
14	и на	1	14
15	в то	6	14
16	и его	8	14
17	в пределах	5	14
18	может быть	17	14
19	и др	1	14
20	не может	4	14
21	слова и	1	13
22	в сущности	1	13
23	в его	6	13
24	в этом	8	12
25	же время	5	12
26	как бы	5	12
27	так и	10	11
28	в узком	3	10
29	в большинстве	2	10
30	в той	2	10
31	слово в	1	10
32	поэтического слова	1	9
33	себя в	6	9
34	все эти	2	9
35	таким образом	3	9
36	той или	1	9
37	или иной	4	9
38	как в	5	8
39	но в	9	8
40	на его	1	8
41	с точки	3	8
42	как мы	1	8
43	в особенности	1	8
44	или в	3	8
45	слова в	2	8
46	прежде всего	2	8
47	отношение к	5	7
48	в слове	3	7
49	в своей	6	7
50	не в	7	7
51	вовсе не	3	7
52	они могут	1	7
53	языков в	1	7
54	на фоне	2	7
55	все они	1	7
56	того же	3	6
57	при этом	12	6
58	это не	2	6
59	в них	2	6
60	к своему	1	6
61	в отношении	3	6
62	слова как	3	6
63	оно не	1	6
64	только в	6	6
65	большинстве случаев	1	6
66	и даже	2	6
67	а в	13	6
68	отношении к	2	6
69	в каждый	1	5
70	роман и	2	5
71	и к	3	5
72	в самом	4	5
73	он в	1	5
74	с другими	5	5
75	далеко не	2	5
76	все это	2	5
77	в основе	3	5
78	не на	2	5
79	и мир	1	5
80	к нему	1	5
81	точек зрения	1	5
82	с другой	7	5
83	ту же	1	4
84	одним из	2	4
85	по преимуществу	4	4
86	на мир	1	4
87	еще не	4	4
88	с его	5	4
89	системы языка	1	4
90	за пределы	2	4
91	данный момент	2	4
92	перед нами	2	4
93	в которой	2	4
94	но именно	1	4
95	в каждом	1	4
96	лишь в	6	4
97	входит в	1	4
98	на почве	4	4
99	языка но	1	4
100	как и	4	4
101	автора и	1	4
102	в их	2	4
103	том же	1	4
104	и для	2	4
105	с ее	3	4
106	один из	2	4
107	оно и	1	4
108	с одной	2	4
109	рядом с	1	4
110	одной стороны	2	4
111	и потому	2	4
