N	2gram	Propp_Isto_5	Vvedenie
1	и т	20	42
2	т д	18	36
3	т е	16	35
4	и в	25	32
5	в том	6	31
6	в этом	10	30
7	том что	8	26
8	может быть	17	26
9	не только	13	22
10	для того	3	21
11	того чтобы	3	20
12	таким образом	9	19
13	также и	1	18
14	то что	7	16
15	потому что	7	15
16	так как	11	15
17	не может	6	14
18	в самом	1	13
19	в нем	7	13
20	о том	7	13
21	со стороны	2	13
22	в их	1	12
23	представляет собой	7	12
24	в его	12	12
25	того что	2	12
26	только в	7	12
27	и не	11	12
28	как на	1	12
29	как мы	5	11
30	в ее	4	11
31	ясно что	5	11
32	в данном	3	11
33	что такое	1	11
34	что в	8	10
35	то же	4	9
36	в истории	4	9
37	и как	3	9
38	но в	1	9
39	по себе	2	9
40	это не	6	8
41	не в	6	8
42	тем не	4	8
43	не менее	4	8
44	с другой	9	8
45	самом деле	2	7
46	вопрос о	2	7
47	но не	5	7
48	все же	10	7
49	было бы	1	7
50	точки зрения	2	7
51	уже и	2	7
52	прежде всего	6	7
53	только как	1	7
54	и это	4	6
55	том чтобы	2	6
56	его в	9	6
57	с тем	8	6
58	как и	7	6
59	вовсе не	2	6
60	в то	3	6
61	в качестве	7	6
62	же время	1	6
63	тем что	10	6
64	н э	1	6
65	не трудно	1	6
66	до н	1	6
67	один из	2	6
68	и его	9	6
69	в руки	1	6
70	и даже	1	6
71	до сих	2	6
72	но и	13	6
73	а именно	4	6
74	сих пор	2	6
75	все это	4	6
76	хотя бы	1	6
77	одним из	2	5
78	а как	2	5
79	в целом	3	5
80	так например	2	5
81	об этом	2	5
82	на почве	1	5
83	и тем	4	5
84	данном случае	2	5
85	но если	1	5
86	в которых	3	5
87	сказать что	2	5
88	могут быть	6	5
89	быть в	1	5
90	так что	2	5
91	уже в	2	5
92	представляют собой	3	5
93	что не	1	5
94	а не	2	5
95	по своему	1	5
96	в течение	2	5
97	как бы	2	5
98	другой стороны	8	5
99	есть и	1	5
100	вместе с	22	5
101	как это	1	4
102	той же	1	4
103	мы имеем	14	4
104	по отношению	2	4
105	как уже	1	4
106	от этого	4	4
107	уже не	11	4
108	в себе	1	4
109	в своей	2	4
110	в котором	1	4
111	как о	1	4
112	не имеет	1	4
113	здесь нет	1	4
114	это только	1	4
115	на вопрос	1	4
116	и что	8	4
117	еще не	8	4
118	что он	22	4
119	и ее	1	4
