N	3gram	Tiupa_Narr_1	Hudozhes
1	в том что	8	11
2	по отношению к	6	7
3	о том что	6	7
4	даме с собачкой	1	6
5	в даме с	1	5
6	так и не	2	4
7	подобно тому как	2	4
8	то же время	3	4
9	на наш взгляд	1	4
10	в то же	3	4
11	том что в	1	3
12	в самом деле	1	3
13	мы уже отмечали	1	3
14	не может быть	5	3
15	как и в	1	3
16	в конечном счете	2	3
17	с одной стороны	7	3
18	тем не менее	3	3
19	в соответствии с	1	3
20	кресты на могилах	1	2
21	детях о внуках	2	2
22	личность чеховского героя	1	2
23	состоит в том	3	2
24	а не в	2	2
25	что у нее	1	2
26	с точки зрения	2	2
27	до сих пор	1	2
28	и в то	1	2
29	идет по полю	2	2
30	ни одного слова	1	2
31	выговорить ни слова	1	2
32	в финале рассказа	1	2
33	можно было бы	2	2
34	которая живет теперь	2	2
35	и в двух	1	2
36	то что было	1	2
37	тогда как в	2	2
38	так же как	2	2
39	в данном случае	4	2
40	то же самое	1	2
41	о детях о	2	2
42	поднимались из-за гребенки	1	2
43	того или иного	2	2
44	не все верили	2	2
45	дьяконицей чем матерью	1	2
46	все те же	4	2
47	ему казалось что	1	2
48	не только в	2	2
49	одинаковое выражение глаз	1	2
50	себя больше дьяконицей	1	2
51	чувствовала себя больше	1	2
52	к тому же	4	2
53	на другой день	2	2
54	больше дьяконицей чем	1	2
55	памяти отцов и	1	1
56	в ее памяти	1	1
57	с гуровым в	1	1
58	и деревья и	1	1
59	были тогда в	2	1
60	в детстве и	3	1
61	за личностью преосвященного	1	1
62	своего дядю преосвященного	1	1
63	проснулись и улыбались	1	1
64	без шапки босиком	1	1
65	дистанции между ними	1	1
66	городом доносилось с	1	1
67	художественной символики это	1	1
68	начинала рассказывать о	1	1
69	не мешает ему	1	1
70	которое представлялось живым	1	1
71	не в состоянии	1	1
72	преосвященный петр и	1	1
73	да и в	1	1
74	случай употребления настоящего	1	1
75	вопроса а как	1	1
76	а на другой	1	1
77	он свободен теперь	1	1
78	на будущее какая	2	1
79	одно на другое	1	1
80	не в заблуждении	1	1
81	лет назад она	1	1
82	деревья уже проснулись	1	1
83	ни слова ничего	1	1
84	но и самого	1	1
85	себя в другом	1	1
86	и прошедшим оставляет	1	1
87	уже простой обыкновенный	1	1
88	той или иной	4	1
89	лично в небесследность	1	1
90	тогда в детстве	2	1
91	с которым можно	1	1
92	говорила и ей	1	1
93	мире не может	1	1
94	та же надежда	2	1
95	и старые и	1	1
96	куда уходило бездонное	1	1
97	боясь что ей	1	1
98	когда-то и в	1	1
99	противопоставленной забвению и	1	1
100	страха так и	1	1
101	отцов и дедов	1	1
102	ему в ноги	1	1
103	тем самым личная	1	1
104	тоже вдруг на	1	1
105	вчерась во всенощной	1	1
106	казалось что он	1	1
107	дело в том	1	1
108	преосвященного весь род	1	1
109	в речи повествователя	1	1
110	все было ясно	2	1
111	бы не видеть	1	1
112	и ей не	1	1
113	волнует все та	2	1
114	быть прочитано как	1	1
115	двух или нескольких	1	1
116	глядя заплакала а	1	1
117	дядю преосвященного как	1	1
118	не знаю его	1	1
119	на руси христианства	1	1
120	в ясные летние	1	1
121	одинокое я оказывается	1	1
122	других жизней слитых	1	1
123	он уже простой	1	1
124	себе самом верю	1	1
125	как о некой	1	1
126	про жениха и	1	1
127	выходила под вечер	1	1
128	и ей в	1	1
129	старые и молодые	1	1
130	надежда на будущее	3	1
131	одно из тончайших	1	1
132	и улыбались приветливо	1	1
133	женские походили одно	1	1
134	полю быстро весело	2	1
135	мысли и воображение	1	1
136	белые кресты на	1	1
137	же как и	1	1
138	же в аспекте	1	1
139	соборной человеческой мысли	1	1
140	с другими женщинами	1	1
141	это за человек	1	1
142	противящейся ему перед	1	1
143	искренне попросту по-человечески	1	1
144	люди что были	2	1
145	наивной улыбкой счастливый	1	1
146	целый день душа	1	1
147	в глухом уездном	1	1
148	бы желая разгадать	1	1
149	чтобы встретить свою	1	1
150	шапки босиком с	1	1
151	гребенки как сияние	1	1
152	как же обстоит	1	1
153	вас глядя заплакала	1	1
154	а как же	1	1
155	самую суть проблемной	1	1
156	свою корову и	1	1
157	со стороны же	1	1
158	с полей непрерывное	1	1
159	цыгане под окном	1	1
160	бог знает куда	2	1
161	самом деле не	1	1
162	смутно мечталось когда-то	1	1
163	что он уже	1	1
164	то начинала рассказывать	1	1
165	чем матерью а	1	1
166	дешевых ставен низких	2	1
167	все плакали я	1	1
168	верой с наивной	1	1
169	времен старуха которая	1	1
170	они все те	2	1
171	помнила что он	1	1
172	широкое небо залитое	1	1
173	кажется жизнь бы	2	1
174	и пережил их	1	1
175	тот или иной	1	1
176	так и ушла	1	1
177	оговаривается словно мы	1	1
178	слова ничего не	1	1
179	редко и не	1	1
180	а в той	1	1
181	что это все	2	1
182	в четвертом эпизоде	1	1
183	доброй радостной улыбкой	1	1
184	было удержаться все	1	1
185	проявлений чеховской тенденции	1	1
186	ставили священникам молодым	1	1
187	при этом что	1	1
188	говорила робко боясь	1	1
189	ни один человек	1	1
190	начинала рассказывать говорила	1	1
191	индивидуальностями бумаги входящие	1	1
