N	2gram	Vygotskiy__6	Istorich
1	что он	18	24
2	не только	16	18
3	может быть	13	17
4	мы имеем	4	15
5	и в	28	15
6	никогда не	8	15
7	так как	10	14
8	но и	10	14
9	так же	15	13
10	знаем что	4	12
11	что в	17	12
12	то что	28	12
13	а в	2	12
14	в этом	27	11
15	об этом	1	11
16	в этих	2	11
17	мы знаем	4	11
18	и не	11	11
19	то же	7	10
20	что они	2	10
21	его в	6	10
22	еще не	8	9
23	все же	2	9
24	в другом	2	9
25	с тем	5	9
26	и здесь	3	9
27	потому что	22	9
28	он не	7	8
29	связи с	3	8
30	один из	3	8
31	мы увидим	1	8
32	мы можем	9	8
33	детей в	1	8
34	мы видим	7	8
35	в нем	7	7
36	таким образом	18	7
37	том что	19	7
38	не в	4	7
39	вместе с	7	7
40	сих пор	3	7
41	но в	5	6
42	что это	1	6
43	и что	6	6
44	в его	3	6
45	что и	4	6
46	мы уже	2	6
47	так что	6	6
48	до сих	3	6
49	как бы	11	6
50	в том	28	6
51	только в	18	6
52	точно так	1	6
53	же как	6	5
54	представляет собой	3	5
55	как в	3	5
56	с этим	4	5
57	и наконец	2	5
58	что она	1	5
59	но все	1	5
60	было бы	9	5
61	в котором	2	5
62	в иной	2	5
63	видим что	1	5
64	что при	4	5
65	можно было	7	5
66	так и	6	5
67	она не	2	5
68	к нему	1	5
69	в одном	2	5
70	прежде всего	2	5
71	к которому	2	5
72	представления о	2	5
73	а не	3	5
74	в связи	2	5
75	не может	19	5
76	этом случае	2	5
77	к тому	10	5
78	что эти	1	4
79	увидим ниже	2	4
80	и на	5	4
81	в одной	4	4
82	в себе	4	4
83	все эти	2	4
84	в этой	5	4
85	при этом	3	4
86	они должны	1	4
87	и с	1	4
88	показывает что	7	4
89	вопрос о	5	4
90	но он	2	4
91	но они	1	4
92	дело не	1	4
93	того как	5	4
94	для нас	2	4
95	очень часто	1	4
96	в другой	3	4
97	что здесь	1	4
98	с одной	1	4
99	его и	1	4
100	у него	2	4
101	тем что	8	4
102	и др	2	4
103	но это	2	4
104	как она	1	4
105	не должен	1	4
106	мы должны	3	4
107	и другие	2	4
108	они не	4	4
109	мы не	6	3
110	установить что	4	3
111	видели что	3	3
112	когда он	2	3
113	привести к	1	3
114	он в	1	3
115	из этих	3	3
116	в очень	1	3
117	как он	1	3
118	на то	4	3
119	всех этих	1	3
120	подобно тому	1	3
121	должен был	3	3
122	он и	1	3
123	хотя в	2	3
124	не мог	1	3
125	в их	3	3
126	стоит в	1	3
127	и его	3	3
128	и это	1	3
129	в себя	3	3
130	мог бы	3	3
131	по мере	3	3
132	о том	1	3
133	после того	1	3
134	раньше чем	2	3
135	того что	24	3
136	в качестве	4	3
137	по отношению	10	3
138	в состоянии	4	3
139	в других	2	3
140	представляют собой	3	3
141	одной стороны	1	3
142	ребенка в	8	3
143	что мы	11	3
144	не видит	2	3
145	эти слова	1	3
146	как это	3	3
147	тому как	1	3
148	все это	2	3
149	но если	4	3
150	отношению к	10	3
151	а другой	5	3
152	в силе	2	2
153	например в	4	2
154	самом деле	2	2
155	на самом	1	2
156	к таким	2	2
157	показать что	5	2
158	и бросил	1	2
159	еще до	1	2
160	в сущности	7	2
161	что иное	1	2
162	принадлежит к	2	2
163	я не	4	2
164	и то	4	2
165	в которых	2	2
166	иное как	1	2
167	во всех	4	2
168	но не	10	2
169	не просто	1	2
170	материал в	1	2
171	его на	1	2
172	пути в	1	2
173	он делает	2	2
174	перед нами	1	2
175	в которой	7	2
176	одном случае	1	2
177	на его	3	2
178	главным образом	1	2
179	он должен	4	2
180	состоит в	2	2
181	пор мы	1	2
182	в силу	17	2
183	и по	3	2
184	момент когда	1	2
185	человека в	1	2
186	другой раз	5	2
187	и может	1	2
188	из них	2	2
189	той же	4	2
190	на этой	5	2
191	с другими	2	2
192	это не	5	2
193	есть и	1	2
194	ни в	1	2
195	как и	6	2
196	мы видели	8	2
197	ключ к	2	2
