N	2gram	Tiupa_Lite_3	Vladivir
1	вл соловьева	1	160
2	и в	16	31
3	в году	5	30
4	не только	14	24
5	но и	14	19
6	то что	12	18
7	и не	22	17
8	и даже	2	15
9	у него	1	15
10	в этом	14	14
11	том что	8	14
12	и с	2	14
13	он был	1	14
14	что в	2	14
15	у вл	1	13
16	но в	3	12
17	в его	6	12
18	что он	5	12
19	с его	6	11
20	о том	6	11
21	в том	12	11
22	потому что	3	11
23	и то	1	10
24	он не	1	10
25	так что	1	10
26	как мы	2	9
27	никогда не	4	9
28	в конце	2	9
29	только в	7	9
30	а в	5	9
31	в те	1	8
32	в москве	1	8
33	в то	9	8
34	так как	1	8
35	и и	1	7
36	мы уже	1	7
37	как это	3	7
38	и его	6	7
39	для него	2	7
40	о нем	2	7
41	в эти	1	7
42	уже в	1	7
43	как раз	2	7
44	еще и	2	7
45	сказать что	1	7
46	того же	2	6
47	то же	9	6
48	соловьева с	1	6
49	и к	3	6
50	он и	2	6
51	в котором	1	6
52	у нас	2	6
53	и сам	2	6
54	так и	9	6
55	разного рода	1	6
56	можно сказать	2	6
57	в качестве	5	6
58	может быть	12	6
59	на этот	1	6
60	и потому	2	6
61	не может	8	6
62	к этому	2	6
63	когда он	2	5
64	на то	2	5
65	и если	4	5
66	соловьева о	1	5
67	не в	10	5
68	что и	2	5
69	вовсе не	1	5
70	но он	1	5
71	не было	1	5
72	а с	1	5
73	все это	1	5
74	и от	1	5
75	а также	4	5
76	в период	1	5
77	жизни и	3	5
78	в своих	2	5
79	из его	1	4
80	я не	2	4
81	мы и	2	4
82	в этой	8	4
83	в истории	1	4
84	в своем	1	4
85	хотя и	4	4
86	и как	3	4
87	в этот	1	4
88	в нашем	1	4
89	в себе	6	4
90	как он	1	4
91	в нем	2	4
92	в россии	1	4
93	что у	2	4
94	как и	5	4
95	несмотря на	2	4
96	ни с	2	4
97	еще в	3	4
98	в своей	7	4
99	мысли и	1	4
100	а а	1	4
101	в нас	2	4
102	году он	1	4
103	же время	7	4
104	во всем	1	4
105	он писал	1	4
106	к нему	1	4
107	по своей	3	4
108	один из	2	4
109	себя в	7	4
110	и теперь	1	4
111	и у	1	4
112	для меня	2	4
113	что для	1	4
114	и все	1	4
115	такого рода	10	4
116	соловьевым и	1	4
117	для нас	1	4
118	на себя	2	3
119	и он	1	3
120	и на	2	3
121	но не	4	3
122	в общем	1	3
123	отношение к	2	3
124	он пишет	1	3
125	за пределы	1	3
126	что они	1	3
127	отнюдь не	3	3
128	как в	5	3
129	все же	2	3
130	более или	1	3
131	в целом	5	3
132	он в	2	3
133	что к	1	3
134	о которой	2	3
135	едва ли	3	3
136	и вот	2	3
137	на его	3	3
138	здесь мы	1	3
139	то есть	5	3
140	со своими	2	3
141	или менее	1	3
142	во время	1	3
143	взгляд на	3	3
144	что касается	1	3
145	на свою	3	3
146	но это	1	3
147	в отношении	1	3
148	и притом	1	3
149	всей жизни	1	3
150	к тому	6	3
151	в жизни	8	3
152	здесь не	2	3
153	к его	1	3
154	жизнь и	1	3
155	свидетельствует о	1	3
156	те годы	1	3
157	человека как	1	3
158	и действительно	1	3
159	уже не	3	3
160	только на	1	3
161	с другой	6	3
162	по своим	1	3
163	него не	2	3
164	если не	2	3
165	в связи	1	3
166	вместе с	5	3
167	к своему	1	3
168	в начале	4	3
169	собственно говоря	1	3
170	другой стороны	2	3
171	и т	1	2
172	одним из	4	2
173	тех же	1	2
174	это и	1	2
175	и до	1	2
176	и за	1	2
177	по его	1	2
178	той же	3	2
179	для своего	2	2
180	этом не	1	2
181	хотя бы	1	2
182	личности с	3	2
183	еще не	6	2
184	он сам	1	2
185	в чем	1	2
186	к жизни	2	2
187	нет и	1	2
188	лет то	1	2
189	и я	1	2
190	конечно не	1	2
191	обращаются к	1	2
192	все мое	2	2
193	тому же	5	2
194	больше всего	1	2
195	при этом	15	2
196	и еще	1	2
197	была не	1	2
198	а по	2	2
199	лишь в	5	2
200	было бы	2	2
201	кажется что	1	2
202	в них	1	2
203	с тем	1	2
204	на первый	1	2
205	точки зрения	7	2
206	что такое	1	2
207	место в	4	2
208	что я	5	2
209	значение для	1	2
210	тем не	1	2
211	что сам	1	2
212	даже в	4	2
213	не менее	2	2
214	тем самым	7	2
215	не по	1	2
216	с и	1	2
217	того чтобы	2	2
218	к концу	1	2
219	уже и	1	2
220	у меня	1	2
221	со стороны	7	2
222	для его	3	2
223	для того	2	2
224	для себя	2	2
225	и о	1	2
226	не столько	1	2
227	она была	1	2
228	был не	1	2
229	о котором	1	2
230	на все	1	2
231	но мы	1	2
232	с того	1	2
233	и который	1	2
234	как было	1	2
235	времени в	1	2
236	а именно	5	2
237	того что	9	2
238	с ними	2	2
239	том чтобы	2	2
240	одной из	1	2
241	то и	1	2
242	чтобы он	2	2
243	и других	1	2
244	не стал	1	2
245	из них	4	2
246	тем что	2	2
247	не были	1	2
248	даже не	1	2
249	или о	1	2
250	т и	1	2
251	было сказано	1	2
252	начиная с	1	2
253	и а	3	2
254	к себе	8	2
255	еще на	2	2
256	по существу	4	2
257	своей жизни	2	2
258	этом и	1	2
259	нисколько не	1	2
260	под названием	1	2
261	и для	4	2
262	особого рода	5	2
263	отношением к	2	2
264	совершенно не	3	2
265	из этого	1	2
266	в самом	3	2
267	к этой	1	2
268	в частности	11	2
269	как на	3	2
270	как известно	1	1
271	отношении к	1	1
272	с кем	1	1
273	на самом	1	1
274	и есть	1	1
275	то в	3	1
276	субъект и	2	1
277	как сам	1	1
278	отношения к	3	1
279	в их	1	1
280	годов а	2	1
281	то для	1	1
282	есть не	1	1
