N	2gram	Vinokur_St_2	KulturaY
1	и т	9	39
2	потому что	9	25
3	т п	3	24
4	и в	29	23
5	т е	10	22
6	не только	19	20
7	в том	27	19
8	в этом	21	18
9	и не	9	16
10	было бы	5	15
11	так как	2	15
12	может быть	2	15
13	ни к	1	15
14	т д	6	14
15	точки зрения	5	14
16	все эти	2	12
17	если бы	2	12
18	у нас	3	12
19	в самом	7	12
20	но в	8	11
21	том что	27	11
22	того чтобы	6	11
23	в области	2	11
24	русском языке	1	10
25	по себе	3	10
26	в языке	5	10
27	а не	5	10
28	что в	19	10
29	самом деле	3	9
30	вопрос о	6	9
31	в сущности	1	9
32	хотя бы	3	9
33	то что	11	9
34	можно было	1	9
35	вовсе не	6	9
36	для того	7	9
37	не может	2	9
38	только потому	2	8
39	с точки	2	8
40	не в	4	8
41	и что	6	8
42	в качестве	5	8
43	прежде всего	5	8
44	с другой	4	8
45	и пр	8	8
46	что это	3	7
47	все же	6	7
48	то обстоятельство	4	7
49	и с	4	7
50	не менее	3	7
51	обстоятельство что	4	7
52	но и	19	7
53	другой стороны	3	7
54	то же	2	6
55	и на	6	6
56	но не	3	6
57	в этой	2	6
58	да и	1	6
59	тем не	2	6
60	ту же	1	6
61	между тем	5	6
62	этот вопрос	2	6
63	в речи	4	6
64	и то	1	5
65	также и	2	5
66	я не	7	5
67	зависимости от	1	5
68	еще не	1	5
69	целый ряд	1	5
70	не следует	1	5
71	по существу	2	5
72	что все	1	5
73	об этом	6	5
74	и тем	1	5
75	несмотря на	2	5
76	и здесь	3	5
77	не могут	1	5
78	в его	13	5
79	один из	1	5
80	тот же	1	5
81	что он	13	5
82	только в	2	5
83	речь в	1	5
84	всяком случае	3	5
85	там где	2	5
86	вместе с	7	5
87	как это	2	5
88	что же	1	5
89	все это	11	5
90	этом смысле	1	5
91	таким образом	10	5
92	во всяком	3	5
93	вряд ли	3	4
94	в зависимости	1	4
95	говорить о	1	4
96	что я	2	4
97	в данном	2	4
98	со стороны	2	4
99	хотя и	4	4
100	на то	2	4
101	в нем	4	4
102	так и	9	4
103	но все	7	4
104	на этой	1	4
105	своего рода	5	4
106	можно ли	1	4
107	в то	2	4
108	но только	1	4
109	не имеет	2	4
110	ничего не	4	4
111	что на	3	4
112	к тому	10	4
113	но также	4	4
114	и о	4	4
115	в пределах	1	4
116	или в	1	4
117	можно сказать	1	4
118	это слово	3	4
119	для нас	1	4
120	русского языка	3	4
121	ни в	3	4
122	в конце	2	4
123	в них	2	4
124	в особенности	2	4
125	в каком	2	4
126	не было	3	4
127	в связи	1	4
128	как бы	5	4
129	в результате	2	4
130	сказать что	2	4
131	была бы	5	4
132	к этому	4	4
133	так же	3	4
134	того же	2	3
135	это и	1	3
136	что когда	1	3
137	что слово	1	3
138	политики в	1	3
139	как не	1	3
140	этой почве	1	3
141	не говорят	1	3
142	как в	3	3
143	с этим	3	3
144	так в	1	3
145	выражение в	2	3
146	то и	1	3
147	в статье	2	3
148	он не	9	3
149	и по	3	3
150	на этом	1	3
151	что она	1	3
152	еще одно	1	3
153	о которых	2	3
154	нисколько не	1	3
155	что такое	2	3
156	то для	1	3
157	этого вопроса	1	3
158	в таких	1	3
159	в процессе	2	3
160	речи не	1	3
161	же время	1	3
162	п в	1	3
163	и его	6	3
164	связи с	4	3
165	языка в	2	3
166	уже о	1	3
167	отличается от	1	3
168	что оно	1	3
169	как мы	1	3
170	в виду	7	3
171	в ней	7	3
172	здесь не	1	3
173	а в	1	3
174	те же	1	3
175	на это	2	3
176	вот почему	1	3
177	никак не	2	3
178	а также	2	3
179	что и	2	3
180	в форме	1	3
181	конце концов	1	3
182	того что	5	3
183	уже в	1	3
184	же в	1	3
185	до конца	3	3
186	у него	1	3
187	как раз	8	3
188	тем что	3	3
189	или иначе	1	3
190	именно в	4	3
191	речи а	1	3
192	различие между	1	3
193	следует еще	2	3
194	слов в	1	3
195	но для	1	3
196	этом отношении	9	3
197	но это	3	3
198	совершенно не	2	3
199	к этой	1	3
200	и это	2	3
201	точно так	1	3
202	гораздо более	1	3
203	смысле слова	1	2
204	речь идет	4	2
205	же как	3	2
206	и потому	2	2
207	на самом	3	2
208	тем же	2	2
209	характерное для	1	2
210	по преимуществу	1	2
211	и до	1	2
212	в году	3	2
213	той же	1	2
214	этого термина	1	2
215	конечно и	2	2
216	о роли	1	2
217	думаю что	1	2
218	так или	1	2
219	не то	3	2
220	что за	2	2
221	ответ на	1	2
222	очевидно что	2	2
223	отличие от	2	2
224	не просто	1	2
225	что они	2	2
226	в своем	9	2
227	что касается	1	2
228	это просто	1	2
229	за собой	1	2
230	интересно что	3	2
