N	2gram	Ircho_Kome_1	Analitik
1	в тексте	1	24
2	в этом	3	18
3	не только	10	16
4	и в	22	16
5	в частности	3	16
6	так и	5	15
7	как и	9	14
8	но и	11	12
9	и не	8	12
10	том что	12	12
11	в том	11	12
12	в качестве	4	11
13	при этом	5	10
14	могут быть	3	10
15	как бы	1	10
16	в этой	7	9
17	ничего не	3	9
18	и даже	5	9
19	на уровне	1	9
20	то есть	1	9
21	всего лишь	1	8
22	в целом	3	8
23	представляет собой	1	8
24	состоит в	1	8
25	в данном	1	8
26	не случайно	1	8
27	отнюдь не	1	8
28	особенно в	1	7
29	к тому	6	7
30	а также	4	7
31	о том	8	7
32	в себе	2	7
33	то что	2	7
34	в самом	2	6
35	и на	3	6
36	но в	4	6
37	в мире	1	6
38	говорить о	1	6
39	может быть	9	6
40	с другой	5	6
41	как это	3	6
42	на себя	2	5
43	и к	1	5
44	данном случае	1	5
45	с одной	3	5
46	того же	2	4
47	между двумя	1	4
48	в поле	1	4
49	в сущности	2	4
50	совпадает с	1	4
51	столь же	2	4
52	как правило	3	4
53	но не	2	4
54	по отношению	3	4
55	за пределы	2	4
56	как в	5	4
57	в своем	1	4
58	хотя и	3	4
59	в себя	2	4
60	он в	1	4
61	тому же	6	4
62	нашего времени	1	4
63	на этом	2	4
64	то же	6	4
65	и тем	2	4
66	точки зрения	4	4
67	в ходе	1	4
68	не в	6	4
69	в конце	6	4
70	не менее	3	4
71	во второй	3	4
72	во всех	1	4
73	только в	3	4
74	и его	8	4
75	в сознании	3	4
76	не так	1	4
77	у него	3	4
78	как раз	3	4
79	одной стороны	3	4
80	не может	2	4
81	и особенно	4	4
82	о его	1	4
83	все это	5	4
84	отношению к	3	4
85	на две	2	3
86	едва ли	7	3
87	в их	4	3
88	героя нашего	1	3
89	высказывания в	1	3
90	ему в	1	3
91	проявляется в	1	3
92	ответ на	1	3
93	что касается	2	3
94	самом начале	1	3
95	на его	5	3
96	и сам	3	3
97	его от	1	3
98	подобно тому	1	3
99	несмотря на	4	3
100	не мог	3	3
101	в эту	1	3
102	место в	3	3
103	тем не	2	3
104	на себе	1	3
105	казалось бы	3	3
106	со своим	5	3
107	тем что	4	3
108	как будто	2	3
109	этом отношении	3	3
110	что на	1	3
111	как мы	4	3
112	приводит к	1	3
113	можно было	1	3
114	в результате	4	3
115	воли и	1	3
116	одного из	6	3
117	что и	4	3
118	и все	3	3
119	одной из	3	3
120	организации текста	1	3
121	так что	1	3
122	из них	10	3
123	обращает на	1	3
124	только на	1	3
125	со стороны	2	3
126	именно в	4	3
127	было бы	2	3
128	в рамках	2	3
129	из трех	1	3
130	и за	1	3
131	тому как	1	3
132	в первой	2	3
133	этого слова	1	3
134	или в	2	3
135	и одновременно	3	3
136	бы в	1	3
137	прежде всего	5	3
138	себя внимание	1	3
139	а в	6	3
140	не знает	1	3
141	в действительности	2	3
142	по поводу	4	3
143	речь идет	3	2
144	перед лицом	3	2
145	из его	4	2
146	той же	1	2
147	а как	1	2
148	во времени	1	2
149	из своих	1	2
150	и он	1	2
151	собой в	1	2
152	еще не	2	2
153	он был	2	2
154	в общем	1	2
155	отличие от	2	2
156	в значительной	1	2
157	в противоположность	2	2
158	на то	3	2
159	не следует	2	2
160	он не	3	2
161	от которого	1	2
162	что она	1	2
163	таким образом	8	2
164	значительной степени	1	2
165	что все	1	2
166	же не	1	2
167	них не	1	2
168	на этой	1	2
169	это было	1	2
170	обоих случаях	1	2
171	на протяжении	4	2
172	в споре	2	2
173	по себе	1	2
174	соответствии с	1	2
175	выступать в	1	2
176	жизни но	1	2
177	еще в	5	2
178	в этих	1	2
179	в котором	4	2
180	в отличие	1	2
181	стало быть	1	2
182	теми же	1	2
183	даже в	3	2
184	в обоих	1	2
185	в то	10	2
186	л и	1	2
187	на него	4	2
188	же время	4	2
189	которые и	1	2
190	так например	1	2
191	мы узнаем	1	2
192	ли не	4	2
193	всего в	3	2
194	роль в	1	2
195	т м	1	2
196	с ее	2	2
197	те же	1	2
198	в борьбе	1	2
199	это только	1	2
200	с ним	1	2
201	что в	6	2
202	или их	1	2
203	его в	3	2
204	и во	2	2
205	между тем	5	2
206	в его	5	2
207	борьбе с	1	2
208	того что	1	2
209	один из	5	2
210	к внутреннему	1	2
211	себя в	1	2
212	для всех	2	2
213	а то	2	2
214	связывается с	1	2
215	в одном	8	2
216	вовсе не	2	2
217	здесь в	3	2
218	вслед за	2	2
219	сообщения о	1	2
220	в соответствии	1	2
221	превращается в	1	2
222	на этот	1	2
223	его как	1	2
224	перекликается с	1	2
225	одну из	2	2
226	о чем	1	2
227	должна была	2	2
228	вместе с	2	2
229	так же	3	2
230	к его	1	2
231	к своему	1	2
232	такого рода	6	2
233	в ответ	1	2
234	по существу	1	2
235	в состоянии	2	2
236	ты не	1	2
237	и для	1	2
238	еще одна	1	2
239	этого рода	1	2
240	в двух	1	2
241	еще более	1	2
242	сказать что	1	2
243	другой стороны	5	2
244	т е	13	2
245	выходят за	1	2
246	все что	2	2
247	к этому	4	2
248	в таком	1	2
249	в роли	1	2
250	и наиболее	1	1
251	а между	1	1
252	как известно	2	1
253	ко всем	1	1
254	и т	9	1
255	также и	1	1
256	зависимость от	1	1
257	идет о	3	1
258	отношений в	1	1
259	здесь и	2	1
260	и больше	1	1
261	намек на	1	1
262	по его	1	1
263	мы уже	1	1
264	со всех	1	1
265	содержание спора	1	1
266	темы в	1	1
267	именно к	1	1
268	почти все	1	1
269	что иное	1	1
270	из того	1	1
271	слова о	2	1
272	всех сторон	1	1
273	и самого	2	1
274	пристрастие к	1	1
275	как один	1	1
276	иное как	1	1
277	быть в	1	1
278	упускать из	1	1
279	в последних	3	1
280	миф о	1	1
281	в чем	3	1
282	тем как	2	1
283	сказать и	1	1
284	о существе	1	1
285	совсем не	2	1
286	тех же	2	1
287	почти до	1	1
288	не все	1	1
289	очевидно что	1	1
290	а и	1	1
291	а всего	1	1
292	не принимает	1	1
293	независимо от	2	1
294	так называемая	1	1
295	из уст	1	1
296	от до	2	1
297	то многие	1	1
298	однако не	1	1
299	тех случаях	1	1
300	в полном	1	1
301	применении к	1	1
302	когда он	1	1
303	и тот	1	1
304	его к	1	1
305	тем же	1	1
306	оба раза	1	1
307	более или	1	1
308	цельную картину	1	1
309	при чтении	1	1
310	со своей	2	1
311	не приходится	1	1
312	в которой	6	1
313	с сюжетом	1	1
314	литературе нового	1	1
315	бы с	1	1
316	так или	1	1
317	бы не	1	1
318	из этих	1	1
319	которые в	1	1
320	поскольку в	1	1
321	этом фоне	1	1
322	но без	1	1
323	в известном	2	1
324	исключение составляют	1	1
325	раз в	2	1
326	и те	1	1
327	как он	1	1
328	выступают не	1	1
329	сам автор	2	1
330	бы от	1	1
331	в нем	4	1
332	время и	2	1
333	что же?	1	1
334	оно в	1	1
335	в первую	2	1
336	в принципе	2	1
337	к одному	1	1
338	не к	2	1
339	в силу	2	1
340	у читателя	1	1
341	об отношении	2	1
342	чтобы в	1	1
343	и по	6	1
344	конца и	1	1
345	его до	1	1
346	человека в	1	1
347	в каждом	1	1
348	выходит далеко	1	1
349	об этом	1	1
350	а их	1	1
351	времени и	2	1
352	первую очередь	3	1
353	каждого из	1	1
354	в жизни	1	1
355	говорить в	1	1
356	ни в	6	1
357	в них	3	1
358	по домам	1	1
359	все равно	1	1
360	упоминаемая в	1	1
361	к которым	1	1
362	далеко не	1	1
363	как об	1	1
364	наибольшей степени	1	1
365	которой он	1	1
366	всегда и	1	1
367	такой же	2	1
368	со всей	1	1
369	умещается в	1	1
370	являются наиболее	1	1
371	но если	1	1
372	почти нет	1	1
373	в наибольшей	1	1
374	в следующем	2	1
375	и третий	1	1
376	жизнь и	1	1
377	подтверждается и	1	1
378	вплоть до	1	1
379	особое место	1	1
380	и эти	1	1
381	и более	1	1
382	однако в	3	1
383	том же	1	1
384	между несколькими	1	1
385	тому что	1	1
386	и другое	1	1
387	одна из	2	1
388	которого он	1	1
389	голоса не	1	1
390	это еще	2	1
391	он с	1	1
392	каждый из	3	1
393	вся его	1	1
