N	2gram	Propp_Russ_2	slovoVRo
1	и в	29	41
2	в нем	1	30
3	и т	5	28
4	могут быть	2	19
5	во всех	3	17
6	не только	10	16
7	и не	1	16
8	но и	8	16
9	а не	4	15
10	то же	4	14
11	и на	6	14
12	в то	2	14
13	и его	1	14
14	в пределах	1	14
15	может быть	13	14
16	и др	1	14
17	не может	5	14
18	в его	1	13
19	в этом	11	12
20	до конца	3	12
21	как бы	18	12
22	так и	1	11
23	в большинстве	1	10
24	все эти	3	9
25	таким образом	6	9
26	как в	7	8
27	но в	5	8
28	как мы	3	8
29	в особенности	1	8
30	или в	7	8
31	может не	1	8
32	прежде всего	2	8
33	отношение к	1	7
34	все же	2	7
35	в своей	2	7
36	не в	4	7
37	с ним	1	7
38	и следовательно	1	7
39	они могут	1	7
40	во всяком	1	7
41	при этом	6	6
42	это не	5	6
43	в них	4	6
44	оно не	1	6
45	только в	1	6
46	и даже	1	6
47	по своим	1	6
48	а в	9	6
49	в самом	1	5
50	он в	1	5
51	так сказать	1	5
52	т д	5	5
53	с другими	3	5
54	далеко не	4	5
55	всяком случае	1	5
56	все это	10	5
57	в основе	1	5
58	не на	1	5
59	и мир	1	5
60	к нему	4	5
61	как его	1	5
62	с другой	2	5
63	ту же	1	4
64	одним из	2	4
65	в ней	1	4
66	еще не	6	4
67	перед нами	1	4
68	и наконец	1	4
69	в которой	2	4
70	всех этих	1	4
71	связанных с	1	4
72	и с	10	4
73	входит в	1	4
74	как и	11	4
75	в их	2	4
76	том же	4	4
77	и для	2	4
78	ничего не	1	4
79	один из	2	4
80	ли он	1	4
81	с одной	2	4
82	рядом с	1	4
83	одной стороны	2	4
84	и все	4	4
85	там где	2	4
86	и потому	1	4
87	и от	3	4
88	кроме того	2	4
89	здесь в	2	4
90	быть и	1	4
91	другой стороны	1	4
92	данном случае	7	3
93	в своем	1	3
94	более или	1	3
95	из этих	2	3
96	выражение в	1	3
97	связанные с	2	3
98	вообще не	1	3
99	как оно	2	3
100	его в	8	3
101	было бы	3	3
102	или менее	1	3
103	и ее	2	3
104	которые в	1	3
105	на всю	1	3
106	а иногда	2	3
107	она не	3	3
108	следовательно и	1	3
109	никогда не	2	3
110	и здесь	1	3
111	в других	15	3
112	и этим	1	3
113	образом в	2	3
114	о том	9	3
115	и во	1	3
116	те или	1	3
