N	3gram	Potebnia_M_4	FransuaR
1	о том что	5	5
2	то же время	3	5
3	в то же	3	5
4	с одной стороны	1	4
5	все то что	1	4
6	в той же	1	4
7	в большинстве случаев	2	4
8	в этом отношении	1	3
9	о котором мы	1	3
10	до сих пор	4	3
11	сказать что в	1	2
12	с точки зрения	3	2
13	и то что	4	2
14	в данном случае	2	2
15	и тот же	2	2
16	как один из	1	2
17	о том какое	1	2
18	но и в	1	2
19	с другой стороны	1	2
20	таким образом в	1	2
21	то есть в	2	2
22	в том что	7	2
23	конечно не в	1	2
24	и того же	1	1
25	и говорить о	1	1
26	для нее нет	1	1
27	по отношению к	8	1
28	обращаем внимание на	1	1
29	другой стороны в	1	1
30	таким образом уже	1	1
31	с тем и	2	1
32	дело в том	1	1
33	выражение заимствованное из	1	1
34	в настоящее время	1	1
35	и по отношению	2	1
36	с этим словом	1	1
37	о том как	1	1
38	один и тот	2	1
39	о том почему	1	1
40	что же касается	1	1
41	а не из	1	1
42	и не только	1	1
43	уже не могут	1	1
44	и все это	1	1
45	все связанное с	1	1
46	лишь тогда когда	3	1
47	между тем как	2	1
48	несколько слов об	2	1
49	на этот вопрос	2	1
50	рано или поздно	2	1
51	и др в	1	1
52	со всех сторон	1	1
53	и что это	1	1
54	вместе с тем	3	1
55	существовало до него	1	1
56	до известной степени	2	1
57	мы видим как	1	1
58	сам по себе	4	1
59	в ту же	1	1
60	раз как она	1	1
61	и тем же	1	1
62	смысле этого слова	1	1
63	что в сложном	1	1
64	и как бы	2	1
65	вообще можно сказать	1	1
66	до того что	1	1
67	и потому не	1	1
68	в связи с	1	1
69	а не как	1	1
70	всем и каждому	1	1
71	друг к другу	1	1
72	и в другой	1	1
73	так что не	1	1
74	то есть от	2	1
75	для того чтобы	4	1
76	не может быть	5	1
77	одним и тем	1	1
78	мы видели что	1	1
79	говорить о нем	1	1
80	в то время	1	1
81	имеет для нас	1	1
82	и было бы	1	1
83	заключается в том	1	1
84	точки зрения этого	1	1
85	то есть все	1	1
86	он говорит и	1	1
87	всего того что	1	1
88	после того как	2	1
89	в одном из	1	1
90	до настоящего времени	1	1
91	этим словом в	1	1
92	существовать не может	1	1
93	можно сказать что	4	1
94	одного и того	1	1
95	образ во время	1	1
96	и до сих	2	1
97	и все что	1	1
98	того факта что	1	1
99	что и в	2	1
100	образом уже здесь	1	1
101	таким образом все	1	1
