N	3gram	Bakhtin_Fr_8	slovoVRo
1	не может быть	2	15
2	в отличие от	1	12
3	с одной стороны	2	5
4	той или иной	1	5
5	в большинстве случаев	6	5
6	по отношению к	1	4
7	во всех областях	2	4
8	то же время	10	4
9	в то же	10	4
10	в узком смысле	2	4
11	в том что	6	4
12	в той или	1	3
13	исчерпывает себя в	1	3
14	и там где	1	3
15	с точки зрения	2	3
16	в этом отношении	1	3
17	или иной степени	1	3
18	но в то	2	3
19	не исчерпывает себя	1	3
20	можно прямо сказать	1	3
21	все эти формы	1	3
22	так и в	1	3
23	одной стороны и	1	3
24	глубоко и существенно	1	2
25	зрения на мир	1	2
26	прямо сказать что	1	2
27	и наконец в	1	2
28	а также и	1	2
29	более или менее	2	2
30	и в особенности	2	2
31	до сих пор	8	2
32	может быть и	1	2
33	как мы сказали	1	2
34	же время это	1	2
35	включает в себя	1	2
36	никогда не может	1	2
37	в романе и	1	2
38	то есть на	1	2
39	и в романе	2	2
40	в романе не	1	2
41	в новое время	1	2
42	в связи с	3	2
43	как мы уже	2	2
44	для того чтобы	2	2
45	том что она	1	1
46	как к своему	1	1
47	а следовательно и	1	1
48	точка зрения на	1	1
49	в чем же	1	1
50	как один из	1	1
51	мы уже сказали	1	1
52	слова в романе	1	1
53	к своему пределу	1	1
54	и все остальные	1	1
55	в том числе	3	1
56	в средние века	2	1
57	и до конца	4	1
58	он не только	1	1
59	том что оно	1	1
60	и в той	1	1
61	никогда не исчерпывает	1	1
62	говорит о том	1	1
63	и в то	5	1
64	и единственного языка	1	1
65	до известной степени	1	1
66	всегда включает в	1	1
67	не можем здесь	1	1
68	но и в	1	1
69	слов и выражений	1	1
70	том числе и	2	1
71	об образе языка	1	1
72	но конечно не	1	1
73	отношению к языку	1	1
74	именно такой подход	1	1
75	и могут быть	1	1
76	может и не	1	1
77	идеологии и литературы	1	1
78	конечно не в	1	1
79	что в романе	1	1
80	века и в	1	1
81	в ту же	1	1
82	и в них	2	1
83	в себя момент	1	1
84	или иным способом	1	1
85	в той же	3	1
86	на фоне современного	1	1
87	и не могут	1	1
88	удельный вес в	1	1
89	шире и глубже	1	1
90	во всех сферах	1	1
91	мы уже говорили	7	1
92	с другой стороны	2	1
93	большинстве случаев в	1	1
94	тем или иным	1	1
95	мы видели что	3	1
96	их удельный вес	1	1
97	о том что	2	1
98	во всех этих	1	1
99	мы касаемся здесь	1	1
100	в частности в	1	1
101	друг к другу	1	1
102	между этими двумя	1	1
103	таким образом в	1	1
104	слова и образа	1	1
105	мы не можем	1	1
106	и притом в	1	1
107	большей или меньшей	3	1
108	как и в	4	1
109	литературного языка и	1	1
110	на протяжении всего	1	1
111	всех слов и	1	1
112	с самого начала	1	1
113	не только не	2	1
114	в пределах одной	1	1
115	эпохи и в	2	1
116	речь идет о	1	1
117	языку и к	1	1
118	язык в его	1	1
119	говорить и писать	1	1
120	это как бы	1	1
121	и его современников	1	1
122	роль в романе	1	1
123	только в эту	1	1
124	и в нем	1	1
125	языковой и речевой	1	1
126	как мы видели	2	1
127	во всех формах	1	1
128	формировалось литературно-языковое сознание	1	1
